gameid,home,team,SEC,DIST,REBchancesOFF,REBchancesDEF,REBchancestotal,touches,2ndAST,FTAST,passes,AST,contestedFGM,contestedFGA,contestedFGpct,uncontestedFGM,uncontestedFGA,uncontestedFGpct,FGpct,defendedatrimFGM,defendedatrimFGA,defendedatrimFGpct
22200230,True,DAL,14400,16.96,19,61,77,358,4,2,253,29,20,26,0.769,26,51,0.51,0.597,14,20,0.7
22200230,False,DEN,14400,17.16,26,46,71,401,2,1,286,24,21,41,0.512,17,49,0.347,0.422,23,26,0.885
22200231,True,NOP,14400,17.34,17,54,70,399,2,2,284,24,22,39,0.564,21,48,0.438,0.494,14,22,0.636
22200231,False,BOS,14400,16.77,24,53,76,393,1,1,271,28,13,26,0.5,28,58,0.483,0.482,21,26,0.808
22200232,True,UTA,14400,18.11,25,43,68,401,0,1,278,32,22,40,0.55,29,51,0.569,0.56,22,32,0.688
22200232,False,PHX,14400,17.81,29,51,74,360,1,1,230,29,22,40,0.55,26,53,0.491,0.521,20,29,0.69
22200233,True,GSW,14400,17.98,34,60,93,472,3,6,349,32,16,34,0.471,25,57,0.439,0.451,11,24,0.458
22200233,False,NYK,14400,18.63,34,63,94,431,1,3,303,16,10,34,0.294,20,53,0.377,0.345,18,28,0.643
22200234,True,LAL,14400,13.78,10,42,51,296,2,4,205,29,19,31,0.613,13,28,0.464,0.551,14,19,0.737
22200234,False,DET,14400,14.25,20,34,53,294,4,2,194,27,16,27,0.593,20,48,0.417,0.467,18,25,0.72
22200235,True,ATL,15900,19.24,22,76,95,388,2,4,254,23,21,41,0.512,25,51,0.49,0.5,28,42,0.667
