gameid,home,team,playerid,name,SEC,PTS,contestedshots,contestedshots2P,contestedshots3P,deflections,chargesdrawn,screenAST,screenASTPTS,looseballsrecoveredOFF,looseballsrecoveredDEF,looseballsrecoveredtotal,OFFboxouts,DEFboxouts,boxoutplayerteamREB,boxoutplayerREB,boxouts
22200028,True,PHI,1630178,Tyrese Maxey,2377,25,4,2,2,0,0,1,2,0,0,0,0,0,0,0,0
22200028,True,PHI,201935,James Harden,2418,12,8,3,5,4,0,0,0,0,0,0,0,1,1,1,1
22200028,True,PHI,1626149,Montrezl Harrell,554,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0
22200028,True,PHI,1629001,De'Anthony Melton,936,0,5,2,3,2,0,0,0,0,0,0,0,0,0,0,0
22200028,True,PHI,1627863,Danuel House Jr.,1006,2,6,4,2,0,0,0,0,0,0,0,0,1,1,0,1
22200028,True,PHI,1627777,Georges Niang,902,8,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
22200028,True,PHI,1629680,Matisse Thybulle,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22200028,False,SAS,1629640,Keldon Johnson,1905,21,1,0,1,2,0,0,0,0,0,0,0,1,1,1,1
22200028,False,SAS,1631110,Jeremy Sochan,617,1,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0
22200028,False,SAS,1627751,Jakob Poeltl,1621,13,10,8,2,2,1,7,16,1,0,1,2,1,3,2,3
22200028,False,SAS,1630170,Devin Vassell,2053,22,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0
22200028,False,SAS,1630200,Tre Jones,1826,17,5,2,3,0,0,2,4,0,1,1,0,0,0,0,0
22200028,False,SAS,1630563,Joshua Primo,1326,5,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0
22200028,False,SAS,1626196,Josh Richardson,1259,11,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0
22200028,False,SAS,1629676,Isaiah Roby,828,2,5,1,4,2,0,0,0,0,0,0,0,0,0,0,0
22200028,False,SAS,203926,Doug McDermott,1464,14,4,3,1,0,0,0,0,0,0,0,0,1,1,1,1
22200028,False,SAS,1628380,Zach Collins,496,3,4,4,0,0,0,2,5,0,0,0,0,0,0,0,0
22200028,False,SAS,203476,Gorgui Dieng,762,2,5,5,0,1,0,2,4,0,0,0,0,1,1,0,1
22200028,False,SAS,1628966,Keita Bates-Diop,242,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
22200029,True,IND,1630174,Aaron Nesmith,1395,7,6,5,1,4,0,0,0,0,1,1,0,1,0,0,1
22200029,True,IND,1630188,Jalen Smith,1651,19,11,10,1,1,0,1,2,1,0,1,0,2,1,1,2
22200029,True,IND,1630543,Isaiah Jackson,1294,8,13,11,2,1,0,5,11,0,0,0,0,2,1,0,2
22200029,True,IND,1627741,Buddy Hield,932,6,3,2,1,1,0,1,2,0,0,0,0,1,1,0,1
22200029,True,IND,1630169,Tyrese Haliburton,1923,24,2,0,2,5,0,0,0,0,0,0,0,0,0,0,0
22200029,True,IND,1629048,Goga Bitadze,1523,14,4,3,1,1,0,4,9,1,1,2,1,3,3,1,4
22200029,True,IND,1631097,Bennedict Mathurin,1839,27,6,3,3,4,0,1,2,0,0,0,0,1,0,0,1
22200029,True,IND,1630537,Chris Duarte,1275,9,6,5,1,1,0,0,0,1,0,1,0,2,1,0,2
22200029,True,IND,1630678,Terry Taylor,1229,0,8,3,5,0,0,1,2,0,0,0,0,0,0,0,0
22200029,True,IND,204456,T.J. McConnell,783,2,1,0,1,1,0,0,0,1,2,3,0,0,0,0,0
22200029,True,IND,1629614,Andrew Nembhard,556,8,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0
22200029,False,DET,1630180,Saddiq Bey,2183,20,5,2,3,2,0,0,0,1,0,1,1,0,1,1,1
22200029,False,DET,202711,Bojan Bogdanovic,1949,16,5,3,2,0,0,1,2,0,0,0,0,1,1,0,1
22200029,False,DET,1630191,Isaiah Stewart,1773,11,14,11,3,1,0,4,10,2,0,2,2,4,6,5,6
22200029,False,DET,1631093,Jaden Ivey,2068,17,3,1,2,1,0,0,0,0,2,2,0,0,0,0,0
22200029,False,DET,1630595,Cade Cunningham,1983,22,5,4,1,2,0,0,0,1,0,1,0,0,0,0,0
22200029,False,DET,1630165,Killian Hayes,1049,5,2,2,0,2,0,0,0,0,0,0,0,2,2,0,2
22200029,False,DET,1631105,Jalen Duren,1107,6,12,7,5,0,0,1,2,0,0,0,0,0,0,0,0
22200029,False,DET,202709,Cory Joseph,963,10,3,2,1,1,0,1,3,0,0,0,0,1,1,0,1
22200029,False,DET,1630587,Isaiah Livers,956,8,5,3,2,1,0,0,0,0,2,2,0,0,0,0,0
22200029,False,DET,1628977,Hamidou Diallo,369,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0
22200030,True,ORL,1630532,Franz Wagner,2071,18,4,1,3,2,0,1,3,0,1,1,0,0,0,0,0
22200030,True,ORL,1631094,Paolo Banchero,1993,23,7,5,2,1,1,5,11,1,0,1,0,0,0,0,0
22200030,True,ORL,1628976,Wendell Carter Jr.,2096,15,3,2,1,1,0,3,6,1,0,1,1,0,0,0,1
22200030,True,ORL,203082,Terrence Ross,2109,29,5,0,5,0,0,0,0,1,0,1,0,0,0,0,0
22200030,True,ORL,1630175,Cole Anthony,1903,14,2,2,0,2,0,0,0,1,2,3,0,0,0,0,0
22200030,True,ORL,1628964,Mo Bamba,702,3,8,3,5,0,0,2,5,0,0,0,1,0,0,0,1
22200030,True,ORL,1630284,Kevon Harris,1125,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0
22200030,True,ORL,1629643,Chuma Okeke,968,8,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0
22200030,True,ORL,1629626,Bol Bol,892,6,5,2,3,0,0,3,7,0,0,0,0,1,1,1,1
22200030,True,ORL,1630181,R.J. Hampton,541,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
22200030,False,BOS,1627759,Jaylen Brown,2250,12,6,3,3,3,0,0,0,0,0,0,0,1,1,0,1
22200030,False,BOS,1628369,Jayson Tatum,2259,40,9,7,2,1,0,2,4,0,0,0,0,0,0,0,0
22200030,False,BOS,203943,Noah Vonleh,829,2,9,6,3,0,0,7,17,0,0,0,1,0,1,1,1
22200030,False,BOS,1628401,Derrick White,2217,27,6,3,3,3,1,0,0,0,0,0,0,1,1,0,1
22200030,False,BOS,203935,Marcus Smart,2191,6,3,2,1,5,0,0,0,0,0,0,0,2,2,0,2
22200030,False,BOS,1629684,Grant Williams,1863,13,5,5,0,1,0,3,8,0,0,0,0,3,3,0,3
22200030,False,BOS,201933,Blake Griffin,573,0,8,5,3,2,0,2,5,0,1,1,0,0,0,0,0
22200030,False,BOS,1627763,Malcolm Brogdon,1240,13,4,2,2,1,0,0,0,0,0,0,0,0,0,0,0
22200030,False,BOS,1630573,Sam Hauser,406,9,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
22200030,False,BOS,1630202,Payton Pritchard,221,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22200030,False,BOS,1628436,Luke Kornet,351,1,5,3,2,1,0,1,2,0,0,0,0,0,0,0,0
22200031,True,MIA,202710,Jimmy Butler,2090,24,5,3,2,1,0,2,4,0,0,0,0,0,0,0,0
22200031,True,MIA,1628997,Caleb Martin,1327,8,2,2,0,2,0,1,3,0,0,0,0,2,2,0,2
22200031,True,MIA,1628389,Bam Adebayo,2142,10,11,4,7,0,0,3,7,1,0,1,0,2,1,0,2
22200031,True,MIA,1629639,Tyler Herro,1337,14,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0
22200031,True,MIA,200768,Kyle Lowry,2235,17,4,1,3,1,0,1,2,1,1,2,0,1,1,1,1
22200031,True,MIA,1629216,Gabe Vincent,1424,9,7,5,2,0,0,2,4,0,0,0,0,1,0,0,1
22200031,True,MIA,203473,Dewayne Dedmon,741,2,7,5,2,0,0,0,0,0,0,0,0,0,0,0,0
22200031,True,MIA,1629622,Max Strus,2226,20,13,5,8,0,1,0,0,0,1,1,0,1,1,0,1
22200031,True,MIA,1629130,Duncan Robinson,878,8,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0
22200031,False,TOR,1628384,O.G. Anunoby,2301,13,7,6,1,3,0,0,0,0,0,0,1,1,1,1,2
22200031,False,TOR,1630567,Scottie Barnes,794,11,6,3,3,0,0,0,0,1,0,1,0,0,0,0,0
22200031,False,TOR,1627783,Pascal Siakam,2411,23,10,9,1,2,0,0,0,1,1,2,0,0,0,0,0
22200031,False,TOR,1629018,Gary Trent Jr.,2335,23,5,2,3,5,0,0,0,0,2,2,0,0,0,0,0
22200031,False,TOR,1627832,Fred VanVleet,2329,7,3,1,2,5,0,0,0,1,1,2,0,0,0,0,0
22200031,False,TOR,1630173,Precious Achiuwa,2012,18,10,5,5,1,0,1,3,0,0,0,0,0,0,0,0
22200031,False,TOR,1631132,Christian Koloko,738,1,7,3,4,0,0,0,0,1,0,1,0,1,1,0,1
22200031,False,TOR,1630625,Dalano Banton,333,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
22200031,False,TOR,201152,Thaddeus Young,635,4,2,2,0,3,0,1,2,0,1,1,0,0,0,0,0
22200031,False,TOR,1630201,Malachi Flynn,512,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22200032,True,CHI,201942,DeMar DeRozan,1951,13,4,3,1,3,0,0,0,0,1,1,0,0,0,0,0
22200032,True,CHI,1630172,Patrick Williams,931,6,4,4,0,1,0,0,0,0,1,1,0,1,1,0,1
22200032,True,CHI,202696,Nikola Vucevic,1847,16,6,5,1,2,0,3,7,0,0,0,0,0,0,0,0
22200032,True,CHI,203897,Zach LaVine,1700,23,6,2,4,3,0,0,0,0,0,0,0,0,0,0,0
22200032,True,CHI,1630245,Ayo Dosunmu,1650,5,6,3,3,1,0,0,0,0,0,0,0,1,1,0,1
22200032,True,CHI,1629750,Javonte Green,824,6,3,2,1,3,0,0,0,0,0,0,0,0,0,0,0
22200032,True,CHI,1629632,Coby White,1416,5,5,2,3,1,0,1,2,1,0,1,0,0,0,0,0
22200032,True,CHI,203083,Andre Drummond,786,8,7,6,1,2,0,1,2,0,0,0,1,2,3,3,3
22200032,True,CHI,201609,Goran Dragic,685,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
22200032,True,CHI,1627936,Alex Caruso,996,2,7,4,3,4,0,1,3,0,0,0,0,1,1,1,1
22200032,True,CHI,1627884,Derrick Jones Jr.,1016,8,5,3,2,1,0,2,4,0,0,0,0,0,0,0,0
22200032,True,CHI,1631207,Dalen Terry,247,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
22200032,True,CHI,1628396,Tony Bradley,247,0,2,2,0,0,0,0,0,0,0,0,1,0,1,1,1
22200032,True,CHI,1630250,Marko Simonovic,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22200032,False,CLE,1627747,Caris LeVert,2007,14,6,4,2,3,0,0,0,1,0,1,0,0,0,0,0
22200032,False,CLE,1630596,Evan Mobley,1486,16,13,11,2,4,0,2,5,1,0,1,1,0,1,1,1
22200032,False,CLE,1628386,Jarrett Allen,1716,8,12,10,2,0,0,2,6,1,0,1,0,1,1,0,1
22200032,False,CLE,1630171,Isaac Okoro,1617,2,7,2,5,1,0,0,0,0,0,0,0,0,0,0,0
22200032,False,CLE,1628378,Donovan Mitchell,2071,32,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0
22200032,False,CLE,1626224,Cedi Osman,1543,15,5,2,3,1,0,0,0,0,1,1,0,0,0,0,0
22200032,False,CLE,201567,Kevin Love,1370,15,3,2,1,0,2,2,5,1,0,1,0,1,1,1,1
22200032,False,CLE,203526,Raul Neto,912,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
22200032,False,CLE,201577,Robin Lopez,937,12,3,3,0,0,0,4,10,0,0,0,0,1,1,0,1
22200032,False,CLE,1630600,Isaiah Mobley,247,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
22200032,False,CLE,1630205,Lamar Stevens,247,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
22200032,False,CLE,1629731,Dean Wade,247,5,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
22200033,True,MIL,1628960,Grayson Allen,1672,11,5,2,3,2,0,0,0,0,0,0,0,0,0,0,0
22200033,True,MIL,203507,Giannis Antetokounmpo,1658,44,10,4,6,0,0,1,2,0,0,0,0,1,1,1,1
22200033,True,MIL,201572,Brook Lopez,1727,9,11,10,1,2,0,2,5,0,0,0,0,5,5,3,5
22200033,True,MIL,1628975,Jevon Carter,1515,0,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0
22200033,True,MIL,201950,Jrue Holiday,1929,19,10,3,7,3,0,0,0,0,0,0,0,0,0,0,0
22200033,True,MIL,201588,George Hill,1419,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22200033,True,MIL,1629670,Jordan Nwora,1060,9,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0
22200033,True,MIL,1626171,Bobby Portis,1350,13,3,2,1,0,0,1,3,0,1,1,0,1,1,0,1
22200033,True,MIL,202083,Wesley Matthews,724,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0
22200033,True,MIL,201586,Serge Ibaka,891,9,6,6,0,0,0,0,0,0,0,0,0,2,2,2,2
22200033,True,MIL,1630699,MarJon Beauchamp,134,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22200033,True,MIL,1631260,AJ Green,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22200033,True,MIL,1630572,Sandro Mamukelashvili,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22200033,True,MIL,203648,Thanasis Antetokounmpo,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22200033,False,HOU,1630231,Kenyon Martin Jr.,1793,14,5,1,4,1,0,1,2,0,0,0,1,0,1,1,1
22200033,False,HOU,1631095,Jabari Smith Jr.,1656,13,6,5,1,1,0,0,0,1,0,1,0,1,1,0,1
22200033,False,HOU,1630586,Usman Garuba,1502,6,9,8,1,5,0,5,13,1,2,3,1,0,1,1,1
22200033,False,HOU,1630224,Jalen Green,1899,22,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
22200033,False,HOU,1629645,Kevin Porter Jr.,2024,18,4,1,3,2,0,0,0,1,0,1,0,0,0,0,0
22200033,False,HOU,1630227,Daishen Nix,856,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22200033,False,HOU,1631106,Tari Eason,1129,11,10,7,3,2,0,0,0,0,0,0,0,1,1,0,1
22200033,False,HOU,1630578,Alperen Sengun,1378,9,7,5,2,4,0,2,4,0,0,0,1,2,3,2,3
22200033,False,HOU,1629726,Garrison Mathews,754,1,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0
22200033,False,HOU,1630528,Josh Christopher,955,3,3,0,3,0,0,0,0,0,0,0,1,0,1,1,1
22200033,False,HOU,1631309,Trevor Hudgins,227,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
22200033,False,HOU,1626246,Boban Marjanovic,227,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22200034,True,DAL,203493,Reggie Bullock,1444,8,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0
22200034,True,DAL,1627827,Dorian Finney-Smith,1627,7,5,3,2,1,0,0,0,0,1,1,0,1,1,0,1
22200034,True,DAL,201580,JaVale McGee,781,6,6,6,0,1,0,0,0,0,0,0,0,1,1,1,1
22200034,True,DAL,203915,Spencer Dinwiddie,1702,15,4,1,3,0,0,2,5,0,0,0,0,0,0,0,0
22200034,True,DAL,1629029,Luka Doncic,1798,32,7,6,1,5,0,0,0,0,0,0,1,0,1,1,1
22200034,True,DAL,1626174,Christian Wood,1506,25,13,7,6,1,0,0,0,0,0,0,0,2,2,1,2
22200034,True,DAL,203501,Tim Hardaway Jr.,1553,16,2,1,1,3,0,0,0,0,0,0,0,1,1,1,1
22200034,True,DAL,1628467,Maxi Kleber,1285,9,7,6,1,4,0,1,3,0,1,1,0,2,2,1,2
22200034,True,DAL,1630182,Josh Green,927,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22200034,True,DAL,203939,Dwight Powell,426,1,3,3,0,0,0,3,8,0,1,1,0,0,0,0,0
22200034,True,DAL,1629033,Theo Pinson,420,2,2,0,2,1,0,2,5,0,0,0,0,0,0,0,0
22200034,True,DAL,1630702,Jaden Hardy,376,0,2,0,2,0,0,0,0,0,0,0,0,1,1,1,1
22200034,True,DAL,1630593,McKinley Wright IV,298,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
22200034,True,DAL,1628416,Tyler Dorsey,257,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22200034,False,MEM,1630217,Desmond Bane,1635,14,6,3,3,5,0,0,0,0,0,0,0,0,0,0,0
22200034,False,MEM,1630583,Santi Aldama,1247,8,8,6,2,1,0,2,4,0,0,0,0,1,1,1,1
22200034,False,MEM,203500,Steven Adams,1339,2,10,8,2,1,0,3,6,0,0,0,1,0,1,1,1
22200034,False,MEM,1629723,John Konchar,1226,5,3,1,2,0,0,0,0,0,0,0,0,1,1,0,1
22200034,False,MEM,1629630,Ja Morant,1771,20,5,2,3,0,0,0,0,0,0,0,0,1,1,0,1
22200034,False,MEM,1631223,David Roddy,1406,12,9,2,7,1,0,0,0,0,0,0,0,1,1,1,1
22200034,False,MEM,1626145,Tyus Jones,1445,10,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0
22200034,False,MEM,1629634,Brandon Clarke,1007,8,6,2,4,1,0,0,0,0,0,0,0,0,0,0,0
22200034,False,MEM,1631222,Jake LaRavia,1346,6,8,4,4,1,0,0,0,0,0,0,0,1,1,1,1
22200034,False,MEM,1631113,Kennedy Chandler,534,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0
22200034,False,MEM,1630214,Xavier Tillman,534,7,1,0,1,1,0,1,2,0,0,0,0,0,0,0,0
22200034,False,MEM,1631254,Kenneth Lofton Jr.,534,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
22200034,False,MEM,1631246,Vince Williams Jr.,376,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,1
22200035,True,DEN,1629008,Michael Porter Jr.,1659,22,6,3,3,2,0,0,0,0,0,0,1,0,1,1,1
22200035,True,DEN,203932,Aaron Gordon,1702,11,11,8,3,1,0,0,0,0,0,0,2,0,2,2,2
22200035,True,DEN,203999,Nikola Jokic,2321,19,16,7,9,3,0,6,14,1,0,1,0,0,0,0,0
22200035,True,DEN,203484,Kentavious Caldwell-Pope,1916,21,2,0,2,1,0,0,0,0,2,2,0,0,0,0,0
22200035,True,DEN,1627750,Jamal Murray,1650,16,5,2,3,3,0,0,0,0,0,0,0,0,0,0,0
22200035,True,DEN,1631128,Christian Braun,990,9,4,1,3,1,0,0,0,0,0,0,0,0,0,0,0
22200035,True,DEN,1628971,Bruce Brown,1576,5,4,3,1,2,0,0,0,0,0,0,0,0,0,0,0
22200035,True,DEN,201145,Jeff Green,1178,14,3,1,2,0,0,1,3,0,0,0,0,1,1,1,1
22200035,True,DEN,1630538,Bones Hyland,856,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
22200035,True,DEN,1630192,Zeke Nnaji,554,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
22200035,False,OKC,1629652,Luguentz Dort,1801,13,6,1,5,2,1,0,0,1,0,1,1,1,2,2,2
22200035,False,OKC,1630197,Aleksej Pokusevski,725,0,6,6,0,4,0,0,0,1,0,1,0,0,0,0,0
22200035,False,OKC,1630526,Jeremiah Robinson-Earl,1101,10,6,4,2,1,0,0,0,0,0,0,0,0,0,0,0
22200035,False,OKC,1630581,Josh Giddey,1964,19,5,3,2,2,0,0,0,0,0,0,0,3,3,2,3
22200035,False,OKC,1628983,Shai Gilgeous-Alexander,2036,28,3,0,3,1,0,1,2,0,0,0,0,0,0,0,0
22200035,False,OKC,203488,Mike Muscala,1129,18,6,4,2,0,0,0,0,0,0,0,0,1,1,0,1
22200035,False,OKC,1630544,Tre Mann,1706,13,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0
22200035,False,OKC,1629647,Darius Bazley,1262,6,7,3,4,2,0,0,0,0,0,0,0,0,0,0,0
22200035,False,OKC,1630598,Aaron Wiggins,946,5,4,3,1,2,0,0,0,0,0,0,0,0,0,0,0
22200035,False,OKC,1631172,Ousmane Dieng,423,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0
22200035,False,OKC,1629026,Kenrich Williams,963,3,4,2,2,1,0,1,2,1,0,1,0,1,0,0,1
22200035,False,OKC,1630322,Lindy Waters III,139,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1
22200035,False,OKC,1630647,Eugene Omoruyi,203,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
22200036,True,SAC,203084,Harrison Barnes,2069,8,11,7,4,0,0,1,2,0,0,0,0,0,0,0,0
22200036,True,SAC,1629644,KZ Okpala,1100,3,7,5,2,1,0,0,0,0,0,0,0,0,0,0,0
22200036,True,SAC,1627734,Domantas Sabonis,2079,11,13,10,3,4,0,6,14,0,1,1,0,2,2,1,2
22200036,True,SAC,1628989,Kevin Huerter,1946,18,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0
22200036,True,SAC,1628368,De'Aaron Fox,1946,36,9,4,5,6,0,0,0,1,0,1,0,0,0,0,0
22200036,True,SAC,1631099,Keegan Murray,1968,19,7,7,0,1,0,0,0,0,1,1,0,0,0,0,0
22200036,True,SAC,1626158,Richaun Holmes,769,2,1,1,0,2,0,1,2,0,0,0,2,1,3,2,3
22200036,True,SAC,1628370,Malik Monk,783,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
22200036,True,SAC,1630558,Davion Mitchell,966,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
22200036,True,SAC,1629056,Terence Davis,744,8,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
22200036,True,SAC,1629002,Chimezie Metu,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22200036,False,LAC,202331,Paul George,2315,40,10,8,2,3,0,1,3,1,2,3,0,0,0,0,0
22200036,False,LAC,202694,Marcus Morris Sr.,1262,9,2,2,0,1,0,0,0,1,1,2,0,0,0,0,0
22200036,False,LAC,1627826,Ivica Zubac,1450,10,7,5,2,1,0,5,12,0,3,3,0,3,3,1,3
22200036,False,LAC,1626181,Norman Powell,1922,4,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0
22200036,False,LAC,202704,Reggie Jackson,1606,14,5,2,3,1,0,0,0,0,0,0,0,2,2,1,2
22200036,False,LAC,1628379,Luke Kennard,1674,11,7,6,1,0,0,0,0,0,0,0,0,0,0,0,0
22200036,False,LAC,201587,Nicolas Batum,1681,7,5,3,2,3,0,1,2,0,1,1,0,2,2,0,2
22200036,False,LAC,1629611,Terance Mann,893,5,4,2,2,1,0,0,0,0,0,0,0,0,0,0,0
22200036,False,LAC,203496,Robert Covington,1325,8,8,4,4,3,0,1,2,0,1,1,0,0,0,0,0
22200036,False,LAC,1629599,Amir Coffey,275,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
22200037,True,LAL,1629022,Lonnie Walker IV,1945,15,14,6,8,2,0,0,0,0,0,0,0,0,0,0,0
22200037,True,LAL,2544,LeBron James,2263,31,8,5,3,4,0,1,2,0,0,0,0,1,1,0,1
22200037,True,LAL,203076,Anthony Davis,2175,22,11,8,3,3,0,1,2,1,2,3,0,3,3,2,3
22200037,True,LAL,201976,Patrick Beverley,1771,7,2,2,0,4,1,0,0,1,0,1,0,0,0,0,0
22200037,True,LAL,201566,Russell Westbrook,1651,10,1,0,1,1,0,1,2,0,0,0,0,0,0,0,0
22200037,True,LAL,1630559,Austin Reaves,1138,7,3,2,1,0,1,0,0,0,0,0,0,1,1,0,1
22200037,True,LAL,1628972,Troy Brown Jr.,1329,4,3,2,1,1,0,1,3,0,0,0,0,0,0,0,0
22200037,True,LAL,1629308,Juan Toscano-Anderson,1179,4,1,1,0,4,0,0,0,0,1,1,0,0,0,0,0
22200037,True,LAL,1629134,Kendrick Nunn,582,0,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0
22200037,True,LAL,1627745,Damian Jones,368,4,1,1,0,0,0,0,0,0,0,0,1,1,2,2,2
22200037,False,POR,1628404,Josh Hart,2186,9,6,3,3,3,0,1,2,0,1,1,0,1,1,0,1
22200037,False,POR,203924,Jerami Grant,2082,16,13,9,4,2,1,0,0,0,0,0,0,0,0,0,0
22200037,False,POR,203994,Jusuf Nurkic,1800,6,10,10,0,2,0,7,15,0,0,0,1,2,2,1,3
22200037,False,POR,1629014,Anfernee Simons,2147,12,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0
22200037,False,POR,203081,Damian Lillard,2051,41,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0
22200037,False,POR,1626159,Justise Winslow,1506,7,3,3,0,1,0,0,0,1,0,1,1,1,2,1,2
22200037,False,POR,1629234,Drew Eubanks,809,4,3,2,1,2,0,2,5,0,0,0,0,0,0,0,0
22200037,False,POR,1631101,Shaedon Sharpe,976,4,2,1,1,2,0,1,2,2,0,2,0,0,0,0,0
22200037,False,POR,1629642,Nassir Little,842,7,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
22200038,True,ATL,1629631,De'Andre Hunter,1873,10,5,2,3,1,1,0,0,0,0,0,0,0,0,0,0
22200038,True,ATL,1628381,John Collins,2309,10,15,10,5,2,0,2,4,0,0,0,0,0,0,0,0
22200038,True,ATL,203991,Clint Capela,1377,14,11,10,1,2,0,3,6,0,0,0,2,0,2,2,2
22200038,True,ATL,1627749,Dejounte Murray,2328,19,3,2,1,3,0,0,0,0,0,0,0,0,0,0,0
22200038,True,ATL,1629027,Trae Young,1996,28,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
22200038,True,ATL,1630168,Onyeka Okongwu,1403,10,9,8,1,1,0,4,8,0,0,0,0,3,3,0,3
22200038,True,ATL,1628988,Aaron Holiday,822,2,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0
22200038,True,ATL,1630552,Jalen Johnson,571,3,1,1,0,0,0,1,2,0,0,0,0,0,0,0,0
22200038,True,ATL,203200,Justin Holiday,1034,3,5,2,3,1,0,0,0,0,0,0,0,0,0,0,0
22200038,True,ATL,1631100,AJ Griffin,387,8,1,0,1,2,0,0,0,0,1,1,0,0,0,0,0
22200038,True,ATL,1631213,Tyrese Martin,100,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
22200038,True,ATL,1630249,Vit Krejci,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22200038,True,ATL,1630235,Trent Forrest,100,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
22200038,False,CHA,202330,Gordon Hayward,1878,12,7,3,4,1,0,1,3,0,1,1,0,1,1,0,1
22200038,False,CHA,1629023,P.J. Washington,1313,12,3,0,3,0,0,0,0,1,0,1,0,1,1,1,1
22200038,False,CHA,203486,Mason Plumlee,1585,8,4,2,2,1,0,8,17,0,0,0,0,4,3,2,4
22200038,False,CHA,1626162,Kelly Oubre Jr.,1950,24,5,2,3,2,0,0,0,0,0,0,0,0,0,0,0
22200038,False,CHA,1628372,Dennis Smith Jr.,2010,18,10,5,5,8,0,0,0,0,1,1,0,0,0,0,0
22200038,False,CHA,1630547,James Bouknight,1060,10,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0
22200038,False,CHA,1629667,Jalen McDaniels,1221,9,4,1,3,1,0,1,3,0,1,1,0,1,1,0,1
