gameid,home,team,SEC,pctFGA2P,pctFGA3P,pctPTS2P,pctPTSmidrange2P,pctPTS3P,pctFBPTS,pctPTSFT,pctPTSoffTOV,pctPIP,pctAST2P,pctUAST2P,pctAST3P,pctUAST3P,pctASTFGM,pctUASTFGM
22200727,True,POR,14400,0.596,0.404,0.507,0.075,0.381,0.194,0.112,0.127,0.433,0.412,0.588,0.706,0.294,0.51,0.49
22200727,False,UTA,14400,0.544,0.456,0.435,0.032,0.484,0.137,0.081,0.105,0.403,0.593,0.407,0.8,0.2,0.681,0.319
22200728,True,SAC,14400,0.562,0.438,0.463,0.021,0.411,0.126,0.126,0.116,0.442,0.773,0.227,0.923,0.077,0.829,0.171
22200728,False,TOR,14400,0.588,0.412,0.637,0.124,0.319,0.097,0.044,0.15,0.513,0.444,0.556,1.0,0.0,0.583,0.417
22200729,True,LAL,14400,0.633,0.367,0.531,0.106,0.265,0.257,0.204,0.088,0.425,0.533,0.467,0.9,0.1,0.625,0.375
22200729,False,SAS,14400,0.679,0.321,0.615,0.058,0.231,0.24,0.154,0.163,0.558,0.469,0.531,0.875,0.125,0.55,0.45
22200730,True,BOS,15900,0.54,0.46,0.427,0.068,0.41,0.145,0.162,0.162,0.359,0.36,0.64,0.813,0.188,0.537,0.463
22200730,False,NYK,15900,0.604,0.396,0.517,0.117,0.325,0.108,0.158,0.183,0.4,0.29,0.71,0.615,0.385,0.386,0.614
22200731,True,BKN,14400,0.596,0.404,0.492,0.082,0.32,0.09,0.189,0.09,0.41,0.467,0.533,0.769,0.231,0.558,0.442
22200731,False,DET,14400,0.716,0.284,0.569,0.108,0.254,0.115,0.177,0.1,0.462,0.541,0.459,0.636,0.364,0.563,0.438
22200732,True,CHA,14400,0.619,0.381,0.577,0.054,0.189,0.207,0.234,0.171,0.523,0.594,0.406,0.714,0.286,0.615,0.385
22200732,False,CHI,14400,0.725,0.275,0.688,0.125,0.125,0.156,0.188,0.125,0.563,0.364,0.636,1.0,0.0,0.432,0.568
22200733,True,HOU,14400,0.724,0.276,0.716,0.084,0.158,0.158,0.126,0.063,0.632,0.618,0.382,0.6,0.4,0.615,0.385
22200733,False,CLE,14400,0.586,0.414,0.442,0.053,0.398,0.15,0.159,0.354,0.389,0.68,0.32,0.8,0.2,0.725,0.275
22200734,True,PHX,14400,0.628,0.372,0.463,0.084,0.411,0.168,0.126,0.137,0.379,0.545,0.455,0.923,0.077,0.686,0.314
22200734,False,DAL,14400,0.558,0.442,0.404,0.04,0.394,0.101,0.202,0.121,0.364,0.55,0.45,0.692,0.308,0.606,0.394
22200735,True,LAC,14400,0.573,0.427,0.493,0.101,0.391,0.109,0.116,0.188,0.391,0.382,0.618,0.722,0.278,0.5,0.5
22200735,False,SAS,14400,0.707,0.293,0.58,0.06,0.24,0.05,0.18,0.06,0.52,0.552,0.448,1.0,0.0,0.649,0.351
22200736,True,IND,14400,0.629,0.371,0.55,0.092,0.298,0.137,0.153,0.099,0.458,0.306,0.694,0.846,0.154,0.449,0.551
22200736,False,MIL,14400,0.561,0.439,0.482,0.071,0.383,0.078,0.135,0.064,0.411,0.441,0.559,0.944,0.056,0.615,0.385
22200737,True,MIN,14400,0.593,0.407,0.559,0.036,0.351,0.189,0.09,0.108,0.523,0.645,0.355,0.846,0.154,0.705,0.295
22200737,False,MEM,14400,0.645,0.355,0.6,0.0,0.24,0.12,0.16,0.21,0.6,0.5,0.5,0.875,0.125,0.579,0.421
22200738,True,MIA,14400,0.612,0.388,0.527,0.036,0.273,0.145,0.2,0.291,0.491,0.655,0.345,0.9,0.1,0.718,0.282
22200738,False,ORL,14400,0.507,0.493,0.4,0.095,0.343,0.095,0.257,0.124,0.305,0.429,0.571,1.0,0.0,0.636,0.364
22200739,True,OKC,14400,0.763,0.237,0.536,0.089,0.268,0.071,0.196,0.098,0.446,0.333,0.667,0.9,0.1,0.475,0.525
22200739,False,CLE,14400,0.67,0.33,0.62,0.06,0.24,0.1,0.14,0.18,0.56,0.71,0.29,0.625,0.375,0.692,0.308
22200740,True,GSW,14400,0.522,0.478,0.496,0.016,0.419,0.225,0.085,0.124,0.481,0.719,0.281,0.944,0.056,0.8,0.2
22200740,False,TOR,14400,0.673,0.327,0.581,0.034,0.308,0.197,0.111,0.128,0.547,0.441,0.559,0.75,0.25,0.522,0.478
22200741,True,PHI,14400,0.607,0.393,0.444,0.063,0.429,0.159,0.127,0.175,0.381,0.536,0.464,0.889,0.111,0.674,0.326
22200741,False,DEN,14400,0.58,0.42,0.504,0.067,0.353,0.126,0.143,0.092,0.437,0.533,0.467,0.857,0.143,0.636,0.364
22200742,True,BKN,14400,0.54,0.46,0.393,0.115,0.541,0.082,0.066,0.098,0.279,0.5,0.5,0.864,0.136,0.674,0.326
22200742,False,NYK,14400,0.682,0.318,0.609,0.017,0.261,0.043,0.13,0.035,0.591,0.286,0.714,0.9,0.1,0.422,0.578
22200743,True,DET,14400,0.542,0.458,0.421,0.053,0.368,0.035,0.211,0.202,0.368,0.583,0.417,0.643,0.357,0.605,0.395
22200743,False,HOU,14400,0.707,0.293,0.615,0.017,0.205,0.128,0.179,0.179,0.598,0.389,0.611,0.75,0.25,0.455,0.545
22200744,True,ORL,14400,0.663,0.337,0.569,0.055,0.275,0.119,0.156,0.202,0.514,0.613,0.387,1.0,0.0,0.707,0.293
22200744,False,CHI,14400,0.568,0.432,0.5,0.156,0.375,0.039,0.125,0.133,0.344,0.469,0.531,0.938,0.063,0.625,0.375
22200745,True,ATL,14400,0.716,0.284,0.673,0.124,0.186,0.212,0.142,0.204,0.549,0.474,0.526,0.857,0.143,0.533,0.467
22200745,False,LAC,14400,0.513,0.488,0.383,0.117,0.475,0.058,0.142,0.117,0.267,0.391,0.609,0.842,0.158,0.595,0.405
22200746,True,MIN,14400,0.538,0.463,0.427,0.103,0.436,0.12,0.137,0.068,0.325,0.48,0.52,0.765,0.235,0.595,0.405
22200746,False,SAC,14400,0.598,0.402,0.509,0.018,0.245,0.082,0.245,0.209,0.491,0.571,0.429,0.778,0.222,0.622,0.378
22200747,True,NOP,14400,0.685,0.315,0.602,0.058,0.233,0.165,0.165,0.136,0.544,0.452,0.548,0.875,0.125,0.538,0.462
22200747,False,WAS,14400,0.591,0.409,0.513,0.071,0.292,0.053,0.195,0.115,0.442,0.276,0.724,0.909,0.091,0.45,0.55
22200748,True,SAS,15900,0.734,0.266,0.644,0.085,0.254,0.127,0.102,0.093,0.559,0.605,0.395,0.9,0.1,0.667,0.333
22200748,False,PHX,15900,0.767,0.233,0.656,0.25,0.188,0.063,0.156,0.109,0.406,0.595,0.405,0.75,0.25,0.62,0.38
22200749,True,BOS,15900,0.524,0.476,0.416,0.064,0.312,0.176,0.272,0.136,0.352,0.308,0.692,0.769,0.231,0.462,0.538
22200749,False,LAL,15900,0.6,0.4,0.579,0.066,0.298,0.132,0.124,0.107,0.512,0.571,0.429,0.833,0.167,0.638,0.362
22200750,True,UTA,14400,0.561,0.439,0.481,0.037,0.361,0.148,0.157,0.12,0.444,0.692,0.308,0.615,0.385,0.667,0.333
22200750,False,DAL,14400,0.425,0.575,0.34,0.06,0.54,0.11,0.12,0.16,0.28,0.647,0.353,0.833,0.167,0.743,0.257
22200751,True,POR,14400,0.684,0.316,0.629,0.057,0.2,0.086,0.171,0.105,0.571,0.394,0.606,0.714,0.286,0.45,0.55
22200751,False,TOR,14400,0.674,0.326,0.618,0.065,0.244,0.049,0.138,0.179,0.553,0.447,0.553,0.7,0.3,0.5,0.5
22200752,True,CHA,14400,0.518,0.482,0.492,0.016,0.369,0.205,0.139,0.131,0.475,0.533,0.467,0.6,0.4,0.556,0.444
22200752,False,MIA,14400,0.667,0.333,0.598,0.12,0.256,0.085,0.145,0.214,0.479,0.486,0.514,0.9,0.1,0.578,0.422
22200753,True,MEM,14400,0.584,0.416,0.607,0.018,0.241,0.196,0.152,0.17,0.589,0.618,0.382,0.889,0.111,0.674,0.326
22200753,False,IND,14400,0.595,0.405,0.54,0.08,0.27,0.15,0.19,0.05,0.46,0.519,0.481,0.778,0.222,0.583,0.417
22200754,True,CLE,14400,0.577,0.423,0.393,0.066,0.492,0.156,0.115,0.197,0.328,0.667,0.333,0.95,0.05,0.795,0.205
22200754,False,LAC,14400,0.787,0.213,0.707,0.121,0.061,0.172,0.232,0.141,0.586,0.457,0.543,0.5,0.5,0.459,0.541
22200755,True,MIL,14400,0.552,0.448,0.533,0.104,0.378,0.096,0.089,0.119,0.43,0.472,0.528,0.588,0.412,0.509,0.491
22200755,False,NOP,14400,0.634,0.366,0.509,0.109,0.355,0.1,0.136,0.118,0.4,0.5,0.5,0.846,0.154,0.61,0.39
22200756,True,PHI,14400,0.647,0.353,0.532,0.073,0.303,0.128,0.165,0.156,0.459,0.621,0.379,0.909,0.091,0.7,0.3
22200756,False,ORL,14400,0.707,0.293,0.521,0.067,0.277,0.235,0.202,0.168,0.454,0.484,0.516,0.727,0.273,0.548,0.452
22200757,True,BKN,14400,0.568,0.432,0.479,0.132,0.397,0.14,0.124,0.174,0.347,0.448,0.552,0.688,0.313,0.533,0.467
22200757,False,LAL,14400,0.674,0.326,0.462,0.096,0.317,0.058,0.221,0.106,0.365,0.542,0.458,1.0,0.0,0.686,0.314
22200758,True,MIN,15900,0.576,0.424,0.559,0.108,0.324,0.045,0.117,0.081,0.45,0.516,0.484,0.833,0.167,0.605,0.395
22200758,False,SAC,15900,0.697,0.303,0.644,0.068,0.229,0.119,0.127,0.178,0.576,0.368,0.632,0.667,0.333,0.426,0.574
22200759,True,OKC,14400,0.742,0.258,0.583,0.133,0.275,0.142,0.142,0.108,0.45,0.429,0.571,0.727,0.273,0.5,0.5
22200759,False,GSW,14400,0.478,0.522,0.406,0.047,0.469,0.109,0.125,0.109,0.359,0.808,0.192,0.8,0.2,0.804,0.196
22200760,True,SAS,14400,0.701,0.299,0.66,0.038,0.198,0.123,0.142,0.151,0.623,0.543,0.457,1.0,0.0,0.619,0.381
22200760,False,WAS,14400,0.651,0.349,0.504,0.063,0.378,0.094,0.118,0.047,0.441,0.594,0.406,0.813,0.188,0.667,0.333
22200761,True,DAL,14400,0.57,0.43,0.523,0.054,0.27,0.063,0.207,0.189,0.468,0.414,0.586,0.5,0.5,0.436,0.564
22200761,False,DET,14400,0.506,0.494,0.419,0.171,0.4,0.114,0.181,0.171,0.248,0.318,0.682,0.786,0.214,0.5,0.5
22200762,True,PHX,14400,0.678,0.322,0.561,0.088,0.289,0.175,0.149,0.149,0.474,0.625,0.375,0.727,0.273,0.651,0.349
22200762,False,TOR,14400,0.629,0.371,0.585,0.075,0.255,0.17,0.16,0.179,0.509,0.387,0.613,0.778,0.222,0.475,0.525
22200763,True,POR,14400,0.494,0.506,0.372,0.109,0.442,0.109,0.186,0.039,0.264,0.5,0.5,0.632,0.368,0.558,0.442
22200763,False,ATL,14400,0.681,0.319,0.496,0.096,0.312,0.016,0.192,0.112,0.4,0.484,0.516,0.846,0.154,0.591,0.409
22200764,True,CLE,14400,0.518,0.482,0.598,0.082,0.34,0.165,0.062,0.113,0.515,0.724,0.276,1.0,0.0,0.8,0.2
22200764,False,MIA,14400,0.603,0.397,0.4,0.04,0.42,0.07,0.18,0.21,0.36,0.55,0.45,0.714,0.286,0.618,0.382
22200765,True,NYK,15900,0.653,0.347,0.602,0.098,0.171,0.065,0.228,0.179,0.504,0.568,0.432,0.857,0.143,0.614,0.386
22200765,False,LAL,15900,0.645,0.355,0.574,0.155,0.256,0.07,0.171,0.085,0.419,0.514,0.486,0.909,0.091,0.604,0.396
22200766,True,CHI,14400,0.688,0.312,0.505,0.097,0.35,0.146,0.146,0.107,0.408,0.577,0.423,0.917,0.083,0.684,0.316
22200766,False,LAC,14400,0.527,0.473,0.463,0.074,0.333,0.185,0.204,0.222,0.389,0.52,0.48,0.917,0.083,0.649,0.351
22200767,True,MIL,14400,0.581,0.419,0.452,0.048,0.363,0.169,0.185,0.073,0.403,0.25,0.75,0.733,0.267,0.419,0.581
22200767,False,CHA,14400,0.649,0.351,0.539,0.122,0.287,0.157,0.174,0.13,0.417,0.516,0.484,1.0,0.0,0.643,0.357
22200768,True,DEN,14400,0.586,0.414,0.443,0.033,0.393,0.213,0.164,0.131,0.41,0.778,0.222,0.75,0.25,0.767,0.233
22200768,False,NOP,14400,0.682,0.318,0.602,0.142,0.212,0.133,0.186,0.204,0.46,0.588,0.412,1.0,0.0,0.667,0.333
22200769,True,DET,14400,0.643,0.357,0.513,0.068,0.333,0.077,0.154,0.137,0.444,0.567,0.433,0.923,0.077,0.674,0.326
22200769,False,WAS,14400,0.691,0.309,0.588,0.067,0.303,0.126,0.109,0.118,0.521,0.457,0.543,0.917,0.083,0.574,0.426
22200770,True,PHI,14400,0.551,0.449,0.381,0.019,0.4,0.19,0.219,0.181,0.362,0.8,0.2,0.786,0.214,0.794,0.206
22200770,False,ORL,14400,0.563,0.437,0.574,0.085,0.191,0.138,0.234,0.255,0.489,0.259,0.741,0.833,0.167,0.364,0.636
22200771,True,MEM,14400,0.575,0.425,0.571,0.018,0.241,0.152,0.188,0.161,0.554,0.625,0.375,0.889,0.111,0.683,0.317
22200771,False,POR,14400,0.586,0.414,0.443,0.115,0.344,0.098,0.213,0.23,0.328,0.481,0.519,0.786,0.214,0.585,0.415
22200772,True,BOS,14400,0.413,0.587,0.388,0.0,0.561,0.216,0.05,0.086,0.388,0.519,0.481,0.538,0.462,0.528,0.472
22200772,False,BKN,14400,0.557,0.443,0.563,0.146,0.281,0.104,0.156,0.135,0.417,0.407,0.593,0.889,0.111,0.528,0.472
22200773,True,HOU,14400,0.755,0.245,0.607,0.018,0.188,0.089,0.205,0.08,0.589,0.412,0.588,0.857,0.143,0.488,0.512
22200773,False,OKC,14400,0.583,0.417,0.491,0.057,0.34,0.113,0.17,0.217,0.434,0.462,0.538,0.833,0.167,0.579,0.421
22200774,True,MIN,15900,0.528,0.472,0.538,0.084,0.353,0.109,0.109,0.202,0.454,0.5,0.5,0.714,0.286,0.565,0.435
22200774,False,GSW,15900,0.615,0.385,0.474,0.053,0.289,0.149,0.237,0.149,0.421,0.519,0.481,0.636,0.364,0.553,0.447
22200775,True,SAS,14400,0.727,0.273,0.734,0.11,0.22,0.055,0.046,0.073,0.624,0.6,0.4,0.75,0.25,0.625,0.375
22200775,False,SAC,14400,0.7,0.3,0.672,0.05,0.202,0.101,0.126,0.21,0.622,0.45,0.55,0.875,0.125,0.521,0.479
22200776,True,UTA,14400,0.434,0.566,0.412,0.0,0.389,0.107,0.198,0.069,0.412,0.481,0.519,0.941,0.059,0.659,0.341
22200776,False,TOR,14400,0.791,0.209,0.625,0.094,0.234,0.219,0.141,0.148,0.531,0.5,0.5,0.7,0.3,0.54,0.46
22200777,True,PHX,14400,0.674,0.326,0.62,0.1,0.12,0.13,0.26,0.12,0.52,0.581,0.419,1.0,0.0,0.629,0.371
22200777,False,ATL,14400,0.637,0.363,0.5,0.106,0.432,0.129,0.068,0.235,0.394,0.485,0.515,0.842,0.158,0.615,0.385
22200778,True,IND,14400,0.559,0.441,0.523,0.09,0.432,0.234,0.045,0.126,0.432,0.621,0.379,0.75,0.25,0.667,0.333
22200778,False,LAL,14400,0.761,0.239,0.643,0.107,0.161,0.134,0.196,0.143,0.536,0.667,0.333,0.833,0.167,0.69,0.31
22200779,True,CLE,14400,0.681,0.319,0.547,0.047,0.328,0.125,0.125,0.156,0.5,0.629,0.371,0.786,0.214,0.673,0.327
22200779,False,MEM,14400,0.736,0.264,0.549,0.159,0.265,0.15,0.186,0.168,0.389,0.484,0.516,0.7,0.3,0.537,0.463
22200780,True,NYK,14400,0.566,0.434,0.528,0.038,0.34,0.094,0.132,0.104,0.491,0.464,0.536,1.0,0.0,0.625,0.375
22200780,False,MIA,14400,0.586,0.414,0.5,0.154,0.375,0.087,0.125,0.202,0.346,0.5,0.5,0.846,0.154,0.615,0.385
22200781,True,CHI,14400,0.646,0.354,0.526,0.053,0.289,0.123,0.184,0.193,0.474,0.433,0.567,1.0,0.0,0.585,0.415
22200781,False,CHA,14400,0.624,0.376,0.653,0.082,0.214,0.184,0.133,0.163,0.571,0.406,0.594,0.857,0.143,0.487,0.513
22200782,True,DAL,14400,0.518,0.482,0.414,0.072,0.378,0.072,0.207,0.243,0.342,0.261,0.739,0.714,0.286,0.432,0.568
22200782,False,NOP,14400,0.762,0.238,0.698,0.057,0.142,0.208,0.16,0.123,0.642,0.595,0.405,1.0,0.0,0.643,0.357
22200783,True,DEN,14400,0.611,0.389,0.522,0.119,0.358,0.112,0.119,0.119,0.403,0.629,0.371,0.813,0.188,0.686,0.314
22200783,False,GSW,14400,0.553,0.447,0.41,0.034,0.487,0.06,0.103,0.162,0.376,0.417,0.583,0.789,0.211,0.581,0.419
22200784,True,MIL,14400,0.589,0.411,0.566,0.113,0.255,0.142,0.179,0.085,0.453,0.367,0.633,0.556,0.444,0.41,0.59
22200784,False,LAC,14400,0.621,0.379,0.495,0.152,0.371,0.095,0.133,0.076,0.343,0.346,0.654,0.462,0.538,0.385,0.615
22200785,True,DET,14400,0.628,0.372,0.508,0.034,0.356,0.017,0.136,0.11,0.475,0.5,0.5,0.857,0.143,0.614,0.386
22200785,False,CHA,14400,0.622,0.378,0.554,0.036,0.241,0.134,0.205,0.268,0.518,0.484,0.516,0.778,0.222,0.55,0.45
22200786,True,IND,14400,0.539,0.461,0.43,0.019,0.477,0.262,0.093,0.215,0.411,0.652,0.348,0.765,0.235,0.7,0.3
22200786,False,SAC,14400,0.558,0.442,0.462,0.077,0.375,0.163,0.163,0.192,0.385,0.542,0.458,0.846,0.154,0.649,0.351
22200787,True,WAS,14400,0.607,0.393,0.517,0.069,0.31,0.052,0.172,0.06,0.448,0.533,0.467,0.917,0.083,0.643,0.357
22200787,False,POR,14400,0.534,0.466,0.419,0.048,0.411,0.097,0.169,0.113,0.371,0.423,0.577,0.824,0.176,0.581,0.419
22200788,True,BOS,14400,0.493,0.507,0.404,0.064,0.319,0.149,0.277,0.064,0.34,0.526,0.474,0.8,0.2,0.621,0.379
22200788,False,PHX,14400,0.663,0.337,0.547,0.189,0.34,0.085,0.113,0.151,0.358,0.586,0.414,0.917,0.083,0.683,0.317
22200789,True,HOU,14400,0.738,0.263,0.595,0.018,0.189,0.09,0.216,0.135,0.577,0.455,0.545,1.0,0.0,0.55,0.45
22200789,False,TOR,14400,0.567,0.433,0.444,0.12,0.385,0.171,0.171,0.12,0.325,0.308,0.692,0.867,0.133,0.512,0.488
22200790,True,MIN,14400,0.494,0.506,0.4,0.033,0.4,0.083,0.2,0.158,0.367,0.333,0.667,0.813,0.188,0.525,0.475
22200790,False,ORL,14400,0.729,0.271,0.52,0.079,0.283,0.016,0.197,0.205,0.441,0.424,0.576,0.75,0.25,0.511,0.489
22200791,True,SAS,14400,0.764,0.236,0.72,0.08,0.168,0.064,0.112,0.136,0.64,0.556,0.444,1.0,0.0,0.615,0.385
22200791,False,PHI,14400,0.69,0.31,0.482,0.015,0.285,0.146,0.234,0.19,0.467,0.606,0.394,0.615,0.385,0.609,0.391
22200792,True,UTA,14400,0.516,0.484,0.519,0.093,0.361,0.139,0.12,0.111,0.426,0.357,0.643,0.769,0.231,0.488,0.512
22200792,False,ATL,14400,0.611,0.389,0.591,0.104,0.261,0.096,0.148,0.113,0.487,0.559,0.441,0.9,0.1,0.636,0.364
22200793,True,BKN,14400,0.616,0.384,0.464,0.096,0.336,0.216,0.2,0.184,0.368,0.379,0.621,0.714,0.286,0.488,0.512
22200793,False,WAS,14400,0.654,0.346,0.423,0.065,0.317,0.049,0.26,0.179,0.358,0.462,0.538,0.769,0.231,0.564,0.436
22200794,True,DET,14400,0.481,0.519,0.38,0.08,0.48,0.1,0.14,0.21,0.3,0.421,0.579,0.938,0.063,0.657,0.343
22200794,False,PHX,14400,0.693,0.307,0.534,0.069,0.284,0.043,0.181,0.19,0.466,0.742,0.258,1.0,0.0,0.81,0.19
22200795,True,NYK,15900,0.574,0.426,0.422,0.078,0.422,0.039,0.156,0.102,0.344,0.519,0.481,0.889,0.111,0.667,0.333
22200795,False,LAC,15900,0.598,0.402,0.418,0.104,0.358,0.09,0.224,0.104,0.313,0.357,0.643,0.875,0.125,0.545,0.455
22200796,True,CHI,14400,0.675,0.325,0.558,0.155,0.279,0.062,0.163,0.078,0.403,0.611,0.389,0.833,0.167,0.667,0.333
22200796,False,POR,14400,0.506,0.494,0.496,0.099,0.347,0.05,0.157,0.14,0.397,0.333,0.667,0.857,0.143,0.5,0.5
22200797,True,MIL,14400,0.545,0.455,0.52,0.081,0.341,0.179,0.138,0.106,0.439,0.375,0.625,0.786,0.214,0.5,0.5
22200797,False,MIA,14400,0.693,0.307,0.643,0.139,0.209,0.096,0.148,0.104,0.504,0.459,0.541,0.75,0.25,0.511,0.489
22200798,True,NOP,14400,0.7,0.3,0.656,0.183,0.206,0.092,0.137,0.107,0.473,0.488,0.512,0.778,0.222,0.538,0.462
22200798,False,LAL,14400,0.66,0.34,0.54,0.079,0.262,0.183,0.198,0.095,0.46,0.588,0.412,0.909,0.091,0.667,0.333
22200799,True,OKC,14400,0.526,0.474,0.458,0.052,0.412,0.176,0.131,0.163,0.405,0.543,0.457,0.952,0.048,0.696,0.304
22200799,False,HOU,14400,0.663,0.337,0.579,0.017,0.248,0.099,0.174,0.116,0.562,0.629,0.371,0.7,0.3,0.644,0.356
22200800,True,GSW,14400,0.573,0.427,0.521,0.05,0.353,0.101,0.126,0.16,0.471,0.613,0.387,1.0,0.0,0.733,0.267
22200800,False,DAL,14400,0.529,0.471,0.442,0.035,0.372,0.097,0.186,0.097,0.407,0.4,0.6,0.857,0.143,0.564,0.436
22200801,True,DEN,14400,0.6,0.4,0.516,0.141,0.352,0.148,0.133,0.141,0.375,0.667,0.333,0.667,0.333,0.667,0.333
22200801,False,ATL,14400,0.78,0.22,0.704,0.185,0.167,0.102,0.13,0.102,0.519,0.526,0.474,1.0,0.0,0.591,0.409
22200802,True,CHA,14400,0.602,0.398,0.584,0.088,0.319,0.168,0.097,0.115,0.496,0.545,0.455,0.833,0.167,0.622,0.378
22200802,False,ORL,14400,0.747,0.253,0.571,0.05,0.202,0.059,0.227,0.176,0.521,0.529,0.471,0.875,0.125,0.595,0.405
22200803,True,IND,14400,0.652,0.348,0.621,0.097,0.233,0.165,0.146,0.117,0.524,0.625,0.375,1.0,0.0,0.7,0.3
22200803,False,CLE,14400,0.58,0.42,0.508,0.033,0.369,0.098,0.123,0.131,0.475,0.613,0.387,0.933,0.067,0.717,0.283
22200804,True,NYK,14400,0.544,0.456,0.407,0.019,0.333,0.074,0.259,0.12,0.389,0.409,0.591,1.0,0.0,0.618,0.382
22200804,False,PHI,14400,0.662,0.338,0.474,0.103,0.216,0.144,0.309,0.093,0.371,0.696,0.304,1.0,0.0,0.767,0.233
22200805,True,MEM,14400,0.654,0.346,0.544,0.019,0.291,0.136,0.165,0.165,0.524,0.536,0.464,1.0,0.0,0.658,0.342
22200805,False,TOR,14400,0.644,0.356,0.623,0.038,0.311,0.142,0.066,0.274,0.585,0.455,0.545,0.818,0.182,0.545,0.455
22200806,True,MIN,14400,0.69,0.31,0.594,0.031,0.234,0.188,0.172,0.25,0.563,0.684,0.316,0.7,0.3,0.688,0.313
22200806,False,DEN,14400,0.648,0.352,0.571,0.163,0.184,0.194,0.245,0.143,0.408,0.5,0.5,0.833,0.167,0.559,0.441
22200807,True,NOP,14400,0.694,0.306,0.5,0.015,0.309,0.096,0.191,0.147,0.485,0.382,0.618,0.929,0.071,0.542,0.458
22200807,False,SAC,14400,0.488,0.512,0.462,0.038,0.317,0.096,0.221,0.115,0.423,0.5,0.5,1.0,0.0,0.657,0.343
22200808,True,DET,14400,0.621,0.379,0.566,0.162,0.273,0.141,0.162,0.152,0.404,0.536,0.464,0.778,0.222,0.595,0.405
22200808,False,BOS,14400,0.554,0.446,0.414,0.036,0.432,0.081,0.153,0.099,0.378,0.435,0.565,0.938,0.063,0.641,0.359
22200809,True,WAS,14400,0.659,0.341,0.637,0.22,0.198,0.066,0.165,0.176,0.418,0.483,0.517,1.0,0.0,0.571,0.429
22200809,False,CLE,14400,0.628,0.372,0.561,0.053,0.316,0.149,0.123,0.132,0.509,0.563,0.438,0.667,0.333,0.591,0.409
22200810,True,BKN,14400,0.631,0.369,0.431,0.086,0.414,0.121,0.155,0.069,0.345,0.44,0.56,0.625,0.375,0.512,0.488
22200810,False,LAC,14400,0.674,0.326,0.516,0.097,0.29,0.097,0.194,0.202,0.419,0.344,0.656,0.75,0.25,0.455,0.545
22200811,True,CHI,14400,0.753,0.247,0.688,0.109,0.141,0.156,0.172,0.156,0.578,0.477,0.523,1.0,0.0,0.54,0.46
22200811,False,SAS,14400,0.711,0.289,0.615,0.058,0.231,0.192,0.154,0.106,0.558,0.531,0.469,1.0,0.0,0.625,0.375
22200812,True,HOU,14400,0.636,0.364,0.517,0.017,0.325,0.042,0.158,0.083,0.5,0.581,0.419,0.692,0.308,0.614,0.386
22200812,False,SAC,14400,0.539,0.461,0.443,0.043,0.45,0.136,0.107,0.114,0.4,0.581,0.419,0.952,0.048,0.731,0.269
22200813,True,UTA,14400,0.644,0.356,0.631,0.072,0.162,0.036,0.207,0.144,0.559,0.457,0.543,0.833,0.167,0.512,0.488
22200813,False,DAL,14400,0.557,0.443,0.419,0.081,0.363,0.218,0.218,0.161,0.339,0.5,0.5,0.867,0.133,0.634,0.366
22200814,True,GSW,14400,0.485,0.515,0.426,0.085,0.553,0.092,0.021,0.106,0.34,0.667,0.333,0.885,0.115,0.768,0.232
22200814,False,OKC,14400,0.648,0.352,0.579,0.123,0.289,0.132,0.132,0.14,0.456,0.333,0.667,0.909,0.091,0.477,0.523
22200815,True,POR,14400,0.604,0.396,0.519,0.056,0.25,0.074,0.231,0.157,0.463,0.536,0.464,0.889,0.111,0.622,0.378
22200815,False,MIL,14400,0.517,0.483,0.488,0.142,0.378,0.11,0.134,0.102,0.346,0.419,0.581,0.875,0.125,0.574,0.426
22200816,True,ORL,14400,0.684,0.316,0.633,0.143,0.184,0.041,0.184,0.112,0.49,0.548,0.452,1.0,0.0,0.622,0.378
22200816,False,NYK,14400,0.469,0.531,0.431,0.078,0.441,0.049,0.127,0.127,0.353,0.455,0.545,0.733,0.267,0.568,0.432
22200817,True,BKN,14400,0.646,0.354,0.518,0.054,0.241,0.17,0.241,0.125,0.464,0.586,0.414,0.889,0.111,0.658,0.342
22200817,False,PHX,14400,0.663,0.337,0.586,0.034,0.233,0.086,0.181,0.224,0.552,0.706,0.294,0.778,0.222,0.721,0.279
22200818,True,NOP,14400,0.648,0.352,0.569,0.086,0.31,0.147,0.121,0.103,0.483,0.485,0.515,1.0,0.0,0.622,0.378
22200818,False,ATL,14400,0.576,0.424,0.486,0.112,0.336,0.075,0.178,0.121,0.374,0.769,0.231,0.833,0.167,0.789,0.211
22200819,True,MEM,14400,0.593,0.407,0.538,0.019,0.317,0.125,0.144,0.173,0.519,0.5,0.5,0.727,0.273,0.564,0.436
22200819,False,CHI,14400,0.598,0.402,0.562,0.18,0.236,0.202,0.202,0.09,0.382,0.68,0.32,1.0,0.0,0.75,0.25
22200820,True,DEN,14400,0.71,0.29,0.616,0.11,0.267,0.151,0.116,0.158,0.507,0.711,0.289,0.923,0.077,0.759,0.241
22200820,False,MIN,14400,0.588,0.412,0.536,0.054,0.268,0.098,0.196,0.089,0.482,0.533,0.467,0.8,0.2,0.6,0.4
22200821,True,LAL,14400,0.635,0.365,0.538,0.062,0.323,0.177,0.138,0.123,0.477,0.543,0.457,0.571,0.429,0.551,0.449
22200821,False,OKC,14400,0.638,0.362,0.481,0.09,0.383,0.165,0.135,0.203,0.391,0.5,0.5,0.941,0.059,0.653,0.347
