gameid,home,team,SEC,pctFGA2P,pctFGA3P,pctPTS2P,pctPTSmidrange2P,pctPTS3P,pctFBPTS,pctPTSFT,pctPTSoffTOV,pctPIP,pctAST2P,pctUAST2P,pctAST3P,pctUAST3P,pctASTFGM,pctUASTFGM
22200001,True,BOS,14400,0.573,0.427,0.54,0.19,0.286,0.19,0.175,0.175,0.349,0.412,0.588,0.833,0.167,0.522,0.478
22200001,False,PHI,14400,0.575,0.425,0.462,0.137,0.333,0.017,0.205,0.128,0.325,0.333,0.667,0.538,0.462,0.4,0.6
22200002,True,GSW,14400,0.545,0.455,0.472,0.163,0.39,0.138,0.138,0.22,0.309,0.655,0.345,0.75,0.25,0.689,0.311
22200002,False,LAL,14400,0.574,0.426,0.55,0.0,0.275,0.248,0.174,0.156,0.55,0.5,0.5,0.8,0.2,0.575,0.425
22200003,True,DET,14400,0.596,0.404,0.46,0.053,0.372,0.159,0.168,0.212,0.407,0.692,0.308,0.929,0.071,0.775,0.225
22200003,False,ORL,14400,0.651,0.349,0.569,0.055,0.303,0.211,0.128,0.138,0.514,0.452,0.548,0.636,0.364,0.5,0.5
22200004,True,IND,14400,0.567,0.433,0.449,0.131,0.421,0.196,0.131,0.15,0.318,0.458,0.542,0.667,0.333,0.538,0.462
22200004,False,WAS,14400,0.663,0.337,0.544,0.035,0.289,0.14,0.167,0.088,0.509,0.355,0.645,0.909,0.091,0.5,0.5
22200005,True,ATL,14400,0.722,0.278,0.65,0.171,0.179,0.239,0.171,0.239,0.479,0.605,0.395,1.0,0.0,0.667,0.333
22200005,False,HOU,14400,0.643,0.357,0.617,0.056,0.252,0.093,0.131,0.121,0.561,0.515,0.485,0.889,0.111,0.595,0.405
22200006,True,BKN,14400,0.629,0.371,0.556,0.13,0.278,0.167,0.167,0.157,0.426,0.467,0.533,0.8,0.2,0.55,0.45
22200006,False,NOP,14400,0.745,0.255,0.585,0.108,0.277,0.1,0.138,0.2,0.477,0.526,0.474,0.917,0.083,0.62,0.38
22200007,True,MIA,14400,0.65,0.35,0.463,0.019,0.333,0.074,0.204,0.111,0.444,0.44,0.56,0.833,0.167,0.568,0.432
22200007,False,CHI,14400,0.613,0.387,0.483,0.207,0.336,0.069,0.181,0.147,0.276,0.393,0.607,0.923,0.077,0.561,0.439
22200008,True,TOR,14400,0.651,0.349,0.426,0.093,0.361,0.185,0.213,0.231,0.333,0.304,0.696,0.923,0.077,0.528,0.472
22200008,False,CLE,14400,0.636,0.364,0.533,0.038,0.286,0.067,0.181,0.19,0.495,0.607,0.393,0.8,0.2,0.658,0.342
22200009,True,MEM,15900,0.537,0.463,0.435,0.017,0.443,0.183,0.122,0.096,0.417,0.44,0.56,0.941,0.059,0.643,0.357
22200009,False,NYK,15900,0.661,0.339,0.625,0.018,0.241,0.17,0.134,0.143,0.607,0.571,0.429,0.889,0.111,0.636,0.364
22200010,True,MIN,14400,0.596,0.404,0.504,0.07,0.261,0.087,0.235,0.157,0.435,0.517,0.483,1.0,0.0,0.641,0.359
22200010,False,OKC,14400,0.545,0.455,0.444,0.093,0.389,0.157,0.167,0.194,0.352,0.417,0.583,0.857,0.143,0.579,0.421
22200011,True,SAS,14400,0.657,0.343,0.647,0.078,0.206,0.098,0.147,0.216,0.569,0.455,0.545,1.0,0.0,0.55,0.45
22200011,False,CHA,14400,0.691,0.309,0.543,0.124,0.302,0.116,0.155,0.194,0.419,0.457,0.543,0.769,0.231,0.542,0.458
22200012,True,UTA,14400,0.542,0.458,0.423,0.081,0.39,0.081,0.187,0.276,0.341,0.5,0.5,0.875,0.125,0.643,0.357
22200012,False,DEN,14400,0.735,0.265,0.686,0.02,0.147,0.186,0.167,0.245,0.667,0.486,0.514,0.8,0.2,0.525,0.475
22200013,True,PHX,14400,0.741,0.259,0.598,0.075,0.224,0.084,0.178,0.168,0.523,0.531,0.469,1.0,0.0,0.625,0.375
22200013,False,DAL,14400,0.533,0.467,0.4,0.057,0.4,0.086,0.2,0.133,0.343,0.381,0.619,0.643,0.357,0.486,0.514
22200014,True,SAC,14400,0.482,0.518,0.407,0.056,0.472,0.176,0.12,0.157,0.352,0.5,0.5,0.941,0.059,0.692,0.308
22200014,False,POR,14400,0.682,0.318,0.487,0.0,0.287,0.174,0.226,0.157,0.487,0.357,0.643,0.909,0.091,0.513,0.487
22200015,True,PHI,14400,0.711,0.289,0.705,0.159,0.17,0.159,0.125,0.148,0.545,0.452,0.548,0.6,0.4,0.472,0.528
22200015,False,MIL,14400,0.5,0.5,0.467,0.133,0.433,0.189,0.1,0.133,0.333,0.571,0.429,0.923,0.077,0.706,0.294
22200016,True,LAL,14400,0.521,0.479,0.495,0.082,0.278,0.155,0.227,0.216,0.412,0.583,0.417,1.0,0.0,0.697,0.303
22200016,False,LAC,14400,0.638,0.363,0.544,0.194,0.262,0.155,0.194,0.097,0.35,0.357,0.643,0.889,0.111,0.486,0.514
22200017,True,CHA,14400,0.649,0.351,0.554,0.125,0.348,0.134,0.098,0.161,0.429,0.613,0.387,0.846,0.154,0.682,0.318
22200017,False,NOP,14400,0.753,0.247,0.548,0.048,0.194,0.121,0.258,0.194,0.5,0.471,0.529,0.875,0.125,0.548,0.452
22200018,True,IND,14400,0.663,0.337,0.597,0.075,0.246,0.149,0.157,0.142,0.522,0.6,0.4,0.727,0.273,0.627,0.373
22200018,False,SAS,14400,0.617,0.383,0.394,0.088,0.372,0.146,0.234,0.146,0.307,0.667,0.333,0.941,0.059,0.773,0.227
22200019,True,WAS,14400,0.675,0.325,0.608,0.176,0.294,0.127,0.098,0.167,0.431,0.516,0.484,1.0,0.0,0.634,0.366
22200019,False,CHI,14400,0.658,0.342,0.52,0.18,0.21,0.06,0.27,0.16,0.34,0.462,0.538,1.0,0.0,0.576,0.424
22200020,True,ATL,14400,0.652,0.348,0.5,0.093,0.361,0.241,0.139,0.222,0.407,0.556,0.444,0.846,0.154,0.65,0.35
22200020,False,ORL,14400,0.575,0.425,0.51,0.041,0.245,0.082,0.245,0.112,0.469,0.36,0.64,0.875,0.125,0.485,0.515
22200021,True,BKN,14400,0.563,0.438,0.459,0.11,0.358,0.083,0.183,0.156,0.349,0.68,0.32,0.692,0.308,0.684,0.316
22200021,False,TOR,14400,0.667,0.333,0.571,0.133,0.314,0.171,0.114,0.229,0.438,0.5,0.5,0.909,0.091,0.61,0.39
22200022,True,MIA,14400,0.717,0.283,0.654,0.212,0.231,0.058,0.115,0.221,0.442,0.529,0.471,0.625,0.375,0.548,0.452
22200022,False,BOS,14400,0.582,0.418,0.486,0.018,0.378,0.108,0.135,0.162,0.468,0.259,0.741,0.714,0.286,0.415,0.585
22200023,True,NYK,14400,0.6,0.4,0.523,0.077,0.369,0.154,0.108,0.162,0.446,0.559,0.441,0.625,0.375,0.58,0.42
22200023,False,DET,14400,0.6,0.4,0.566,0.075,0.255,0.142,0.179,0.132,0.491,0.567,0.433,1.0,0.0,0.667,0.333
22200024,True,HOU,14400,0.624,0.376,0.459,0.049,0.393,0.09,0.148,0.131,0.41,0.214,0.786,0.75,0.25,0.409,0.591
22200024,False,MEM,14400,0.571,0.429,0.403,0.031,0.442,0.124,0.155,0.124,0.372,0.5,0.5,0.684,0.316,0.578,0.422
22200025,True,MIN,15900,0.692,0.308,0.603,0.095,0.262,0.23,0.135,0.127,0.508,0.316,0.684,0.727,0.273,0.408,0.592
22200025,False,UTA,15900,0.55,0.45,0.439,0.045,0.455,0.182,0.106,0.174,0.394,0.724,0.276,0.9,0.1,0.796,0.204
22200026,True,GSW,14400,0.5,0.5,0.439,0.049,0.366,0.089,0.195,0.22,0.39,0.741,0.259,0.933,0.067,0.81,0.19
22200026,False,DEN,14400,0.605,0.395,0.484,0.141,0.352,0.125,0.164,0.234,0.344,0.516,0.484,0.933,0.067,0.652,0.348
22200027,True,POR,15900,0.646,0.354,0.46,0.035,0.265,0.186,0.274,0.159,0.425,0.308,0.692,0.6,0.4,0.389,0.611
22200027,False,PHX,15900,0.713,0.287,0.595,0.144,0.27,0.144,0.135,0.207,0.45,0.697,0.303,0.8,0.2,0.721,0.279
22200028,True,PHI,14400,0.631,0.369,0.514,0.076,0.286,0.162,0.2,0.181,0.438,0.667,0.333,0.8,0.2,0.703,0.297
22200028,False,SAS,14400,0.573,0.427,0.474,0.105,0.421,0.105,0.105,0.114,0.368,0.481,0.519,0.875,0.125,0.628,0.372
22200029,True,IND,14400,0.592,0.408,0.468,0.081,0.387,0.097,0.145,0.121,0.387,0.517,0.483,0.813,0.188,0.622,0.378
22200029,False,DET,14400,0.558,0.442,0.33,0.017,0.47,0.148,0.2,0.13,0.313,0.526,0.474,0.889,0.111,0.703,0.297
22200030,True,ORL,14400,0.642,0.358,0.5,0.15,0.375,0.117,0.125,0.083,0.35,0.4,0.6,0.6,0.4,0.467,0.533
22200030,False,BOS,14400,0.46,0.54,0.365,0.032,0.452,0.143,0.183,0.111,0.333,0.304,0.696,0.895,0.105,0.571,0.429
22200031,True,MIA,14400,0.605,0.395,0.482,0.036,0.295,0.098,0.223,0.063,0.446,0.63,0.37,1.0,0.0,0.737,0.263
22200031,False,TOR,14400,0.552,0.448,0.422,0.055,0.385,0.101,0.193,0.147,0.367,0.435,0.565,1.0,0.0,0.649,0.351
22200032,True,CHI,14400,0.655,0.345,0.563,0.125,0.219,0.063,0.219,0.208,0.438,0.481,0.519,0.857,0.143,0.559,0.441
22200032,False,CLE,14400,0.682,0.318,0.5,0.047,0.375,0.172,0.125,0.109,0.453,0.688,0.313,0.625,0.375,0.667,0.333
22200033,True,MIL,14400,0.635,0.365,0.512,0.048,0.384,0.2,0.104,0.152,0.464,0.563,0.438,0.688,0.313,0.604,0.396
22200033,False,HOU,14400,0.602,0.398,0.381,0.019,0.457,0.086,0.162,0.152,0.362,0.5,0.5,0.625,0.375,0.556,0.444
22200034,True,DAL,14400,0.567,0.433,0.409,0.073,0.372,0.117,0.219,0.175,0.336,0.393,0.607,0.706,0.294,0.511,0.489
22200034,False,MEM,14400,0.582,0.418,0.521,0.063,0.281,0.188,0.198,0.115,0.458,0.48,0.52,0.889,0.111,0.588,0.412
22200035,True,DEN,14400,0.553,0.447,0.361,0.049,0.492,0.041,0.148,0.082,0.311,0.636,0.364,0.95,0.05,0.786,0.214
22200035,False,OKC,14400,0.596,0.404,0.462,0.034,0.385,0.154,0.154,0.179,0.427,0.556,0.444,0.933,0.067,0.69,0.31
22200036,True,SAC,14400,0.588,0.412,0.477,0.11,0.385,0.128,0.138,0.119,0.367,0.462,0.538,0.857,0.143,0.6,0.4
22200036,False,LAC,14400,0.728,0.272,0.577,0.162,0.243,0.081,0.18,0.135,0.414,0.563,0.438,0.667,0.333,0.585,0.415
22200037,True,LAL,14400,0.641,0.359,0.673,0.038,0.173,0.183,0.154,0.163,0.635,0.657,0.343,0.5,0.5,0.634,0.366
22200037,False,POR,14400,0.679,0.321,0.509,0.151,0.283,0.142,0.208,0.179,0.358,0.444,0.556,0.7,0.3,0.514,0.486
22200038,True,ATL,14400,0.632,0.368,0.569,0.092,0.22,0.064,0.211,0.165,0.477,0.484,0.516,1.0,0.0,0.59,0.41
22200038,False,CHA,14400,0.711,0.289,0.571,0.079,0.262,0.087,0.167,0.135,0.492,0.583,0.417,0.636,0.364,0.596,0.404
22200039,True,CLE,15900,0.656,0.344,0.479,0.068,0.333,0.128,0.188,0.239,0.41,0.393,0.607,0.615,0.385,0.463,0.537
22200039,False,WAS,15900,0.678,0.322,0.579,0.075,0.336,0.14,0.084,0.178,0.505,0.516,0.484,0.75,0.25,0.581,0.419
22200040,True,NOP,15900,0.735,0.265,0.661,0.132,0.198,0.231,0.14,0.124,0.529,0.6,0.4,0.75,0.25,0.625,0.375
22200040,False,UTA,15900,0.612,0.388,0.492,0.033,0.32,0.107,0.189,0.172,0.459,0.567,0.433,0.923,0.077,0.674,0.326
22200041,True,OKC,14400,0.564,0.436,0.604,0.094,0.255,0.179,0.142,0.179,0.509,0.469,0.531,1.0,0.0,0.585,0.415
22200041,False,MIN,14400,0.614,0.386,0.621,0.103,0.259,0.095,0.121,0.121,0.517,0.472,0.528,0.7,0.3,0.522,0.478
22200042,True,GSW,14400,0.621,0.379,0.477,0.108,0.323,0.185,0.2,0.192,0.369,0.548,0.452,0.5,0.5,0.533,0.467
22200042,False,SAC,14400,0.57,0.43,0.576,0.064,0.264,0.248,0.16,0.184,0.512,0.583,0.417,0.909,0.091,0.66,0.34
22200043,True,LAC,14400,0.61,0.39,0.568,0.084,0.284,0.116,0.147,0.126,0.484,0.407,0.593,0.556,0.444,0.444,0.556
22200043,False,PHX,14400,0.548,0.452,0.5,0.089,0.402,0.063,0.098,0.161,0.411,0.5,0.5,1.0,0.0,0.674,0.326
22200044,True,PHI,14400,0.463,0.538,0.317,0.1,0.475,0.058,0.208,0.158,0.217,0.526,0.474,0.789,0.211,0.658,0.342
22200044,False,IND,14400,0.511,0.489,0.491,0.019,0.34,0.226,0.17,0.066,0.472,0.615,0.385,0.917,0.083,0.711,0.289
22200045,True,MIA,14400,0.59,0.41,0.467,0.089,0.267,0.144,0.267,0.144,0.378,0.571,0.429,0.875,0.125,0.655,0.345
22200045,False,TOR,14400,0.628,0.372,0.408,0.041,0.429,0.276,0.163,0.153,0.367,0.45,0.55,0.929,0.071,0.647,0.353
22200046,True,NYK,14400,0.602,0.398,0.557,0.07,0.287,0.07,0.157,0.174,0.487,0.438,0.563,0.909,0.091,0.558,0.442
22200046,False,ORL,14400,0.593,0.407,0.569,0.098,0.206,0.078,0.225,0.196,0.471,0.241,0.759,1.0,0.0,0.389,0.611
22200047,True,CHI,14400,0.759,0.241,0.533,0.15,0.25,0.117,0.217,0.15,0.383,0.625,0.375,0.9,0.1,0.69,0.31
22200047,False,BOS,14400,0.52,0.48,0.373,0.039,0.529,0.098,0.098,0.157,0.333,0.526,0.474,0.889,0.111,0.703,0.297
22200048,True,HOU,14400,0.611,0.389,0.474,0.018,0.289,0.053,0.237,0.167,0.456,0.37,0.63,0.636,0.364,0.447,0.553
22200048,False,UTA,14400,0.656,0.344,0.611,0.0,0.306,0.074,0.083,0.12,0.611,0.424,0.576,0.818,0.182,0.523,0.477
22200049,True,MEM,14400,0.638,0.362,0.463,0.03,0.358,0.119,0.179,0.119,0.433,0.387,0.613,0.563,0.438,0.447,0.553
22200049,False,BKN,14400,0.667,0.333,0.613,0.177,0.218,0.121,0.169,0.097,0.435,0.553,0.447,0.667,0.333,0.574,0.426
22200050,True,MIN,14400,0.64,0.36,0.566,0.132,0.226,0.132,0.208,0.189,0.434,0.567,0.433,0.875,0.125,0.632,0.368
22200050,False,SAS,14400,0.648,0.352,0.626,0.104,0.313,0.209,0.061,0.2,0.522,0.722,0.278,0.917,0.083,0.771,0.229
22200051,True,POR,14400,0.578,0.422,0.474,0.015,0.356,0.193,0.17,0.081,0.459,0.406,0.594,0.625,0.375,0.479,0.521
22200051,False,DEN,14400,0.659,0.341,0.6,0.055,0.327,0.118,0.073,0.1,0.545,0.576,0.424,0.75,0.25,0.622,0.378
22200052,True,WAS,14400,0.612,0.388,0.567,0.117,0.25,0.15,0.183,0.125,0.45,0.5,0.5,0.9,0.1,0.591,0.409
22200052,False,DET,14400,0.682,0.318,0.566,0.121,0.242,0.071,0.192,0.121,0.444,0.286,0.714,0.5,0.5,0.333,0.667
22200053,True,NOP,14400,0.645,0.355,0.566,0.071,0.319,0.097,0.115,0.159,0.496,0.469,0.531,0.833,0.167,0.568,0.432
22200053,False,DAL,14400,0.524,0.476,0.523,0.036,0.324,0.054,0.153,0.18,0.486,0.345,0.655,0.667,0.333,0.439,0.561
22200054,True,OKC,14400,0.727,0.273,0.704,0.13,0.111,0.157,0.185,0.213,0.574,0.395,0.605,1.0,0.0,0.452,0.548
22200054,False,LAC,14400,0.627,0.373,0.532,0.021,0.319,0.096,0.149,0.032,0.511,0.44,0.56,1.0,0.0,0.6,0.4
22200055,True,PHX,14400,0.685,0.315,0.522,0.06,0.269,0.082,0.209,0.149,0.463,0.657,0.343,0.667,0.333,0.66,0.34
22200055,False,GSW,14400,0.615,0.385,0.59,0.133,0.286,0.133,0.124,0.162,0.457,0.645,0.355,0.8,0.2,0.683,0.317
22200056,True,CLE,14400,0.621,0.379,0.505,0.058,0.291,0.039,0.204,0.184,0.447,0.615,0.385,0.9,0.1,0.694,0.306
22200056,False,ORL,14400,0.704,0.296,0.63,0.043,0.196,0.065,0.174,0.152,0.587,0.483,0.517,0.833,0.167,0.543,0.457
22200057,True,DET,14400,0.648,0.352,0.496,0.124,0.372,0.071,0.133,0.124,0.372,0.464,0.536,0.714,0.286,0.548,0.452
22200057,False,ATL,14400,0.758,0.242,0.627,0.153,0.203,0.093,0.169,0.102,0.475,0.486,0.514,0.5,0.5,0.489,0.511
22200058,True,NYK,15900,0.691,0.309,0.612,0.06,0.246,0.037,0.142,0.104,0.552,0.439,0.561,0.727,0.273,0.5,0.5
22200058,False,CHA,15900,0.687,0.313,0.55,0.122,0.298,0.092,0.153,0.191,0.427,0.5,0.5,1.0,0.0,0.633,0.367
22200059,True,TOR,14400,0.56,0.44,0.504,0.118,0.403,0.244,0.092,0.176,0.387,0.633,0.367,0.813,0.188,0.696,0.304
22200059,False,PHI,14400,0.544,0.456,0.44,0.055,0.44,0.156,0.119,0.119,0.385,0.667,0.333,0.813,0.188,0.725,0.275
22200060,True,MIL,14400,0.591,0.409,0.527,0.091,0.273,0.064,0.2,0.136,0.436,0.414,0.586,0.9,0.1,0.538,0.462
22200060,False,BKN,14400,0.686,0.314,0.545,0.121,0.212,0.202,0.242,0.141,0.424,0.593,0.407,1.0,0.0,0.676,0.324
22200061,True,CHI,14400,0.655,0.345,0.435,0.065,0.387,0.137,0.177,0.177,0.371,0.704,0.296,0.938,0.063,0.791,0.209
22200061,False,IND,14400,0.535,0.465,0.385,0.055,0.44,0.211,0.174,0.165,0.33,0.714,0.286,1.0,0.0,0.838,0.162
22200062,True,MIN,14400,0.575,0.425,0.478,0.075,0.448,0.06,0.075,0.164,0.403,0.688,0.313,0.75,0.25,0.712,0.288
22200062,False,SAS,14400,0.621,0.379,0.443,0.049,0.393,0.049,0.164,0.164,0.393,0.667,0.333,1.0,0.0,0.791,0.209
22200063,True,UTA,14400,0.5,0.5,0.459,0.0,0.358,0.229,0.183,0.183,0.459,0.6,0.4,1.0,0.0,0.737,0.263
22200063,False,HOU,14400,0.574,0.426,0.495,0.02,0.327,0.079,0.178,0.129,0.475,0.4,0.6,0.818,0.182,0.528,0.472
22200064,True,DEN,14400,0.63,0.37,0.6,0.055,0.245,0.318,0.155,0.164,0.545,0.758,0.242,1.0,0.0,0.81,0.19
22200064,False,LAL,14400,0.667,0.333,0.646,0.081,0.242,0.182,0.111,0.141,0.566,0.594,0.406,0.75,0.25,0.625,0.375
22200065,True,POR,14400,0.526,0.474,0.449,0.041,0.367,0.143,0.184,0.235,0.408,0.409,0.591,0.917,0.083,0.588,0.412
22200065,False,MIA,14400,0.563,0.437,0.487,0.05,0.378,0.244,0.134,0.244,0.437,0.655,0.345,1.0,0.0,0.773,0.227
22200066,True,BKN,15900,0.624,0.376,0.496,0.064,0.288,0.248,0.216,0.144,0.432,0.419,0.581,0.583,0.417,0.465,0.535
22200066,False,DAL,15900,0.506,0.494,0.326,0.016,0.465,0.078,0.209,0.171,0.31,0.429,0.571,0.8,0.2,0.61,0.39
22200067,True,OKC,14400,0.6,0.4,0.508,0.051,0.432,0.11,0.059,0.263,0.458,0.433,0.567,0.824,0.176,0.574,0.426
22200067,False,LAC,14400,0.659,0.341,0.636,0.018,0.245,0.191,0.118,0.191,0.618,0.343,0.657,1.0,0.0,0.477,0.523
22200068,True,GSW,14400,0.5,0.5,0.455,0.065,0.439,0.098,0.106,0.146,0.39,0.536,0.464,0.833,0.167,0.652,0.348
22200068,False,MIA,14400,0.511,0.489,0.455,0.145,0.382,0.173,0.164,0.136,0.309,0.6,0.4,0.714,0.286,0.641,0.359
22200069,True,SAC,14400,0.542,0.458,0.509,0.018,0.327,0.127,0.164,0.182,0.491,0.607,0.393,0.917,0.083,0.7,0.3
22200069,False,MEM,14400,0.641,0.359,0.56,0.032,0.336,0.096,0.104,0.152,0.528,0.457,0.543,0.786,0.214,0.551,0.449
22200070,True,DET,14400,0.628,0.372,0.536,0.054,0.188,0.054,0.277,0.089,0.482,0.4,0.6,0.857,0.143,0.486,0.514
22200070,False,ATL,14400,0.701,0.299,0.632,0.118,0.265,0.059,0.103,0.081,0.515,0.535,0.465,0.667,0.333,0.564,0.436
22200071,True,ORL,14400,0.565,0.435,0.566,0.071,0.265,0.071,0.168,0.142,0.496,0.625,0.375,0.8,0.2,0.667,0.333
22200071,False,CHA,14400,0.558,0.442,0.473,0.065,0.355,0.151,0.172,0.118,0.409,0.545,0.455,0.818,0.182,0.636,0.364
22200072,True,BOS,15900,0.598,0.402,0.472,0.033,0.317,0.122,0.211,0.106,0.439,0.517,0.483,1.0,0.0,0.667,0.333
22200072,False,CLE,15900,0.598,0.402,0.439,0.076,0.364,0.091,0.197,0.182,0.364,0.345,0.655,0.5,0.5,0.4,0.6
22200073,True,TOR,14400,0.547,0.453,0.533,0.111,0.3,0.178,0.167,0.156,0.422,0.458,0.542,1.0,0.0,0.606,0.394
22200073,False,PHI,14400,0.537,0.463,0.482,0.089,0.429,0.134,0.089,0.223,0.393,0.333,0.667,1.0,0.0,0.581,0.419
22200074,True,WAS,14400,0.651,0.349,0.496,0.171,0.308,0.043,0.197,0.162,0.325,0.448,0.552,1.0,0.0,0.61,0.39
22200074,False,IND,14400,0.642,0.358,0.409,0.11,0.354,0.094,0.236,0.15,0.299,0.577,0.423,1.0,0.0,0.732,0.268
22200075,True,MIL,14400,0.587,0.413,0.487,0.067,0.328,0.185,0.185,0.143,0.42,0.483,0.517,0.692,0.308,0.548,0.452
22200075,False,NYK,14400,0.624,0.376,0.463,0.037,0.333,0.12,0.204,0.019,0.426,0.4,0.6,0.75,0.25,0.514,0.486
22200076,True,MIN,14400,0.596,0.404,0.505,0.09,0.351,0.198,0.144,0.225,0.414,0.607,0.393,0.769,0.231,0.659,0.341
22200076,False,LAL,14400,0.674,0.326,0.549,0.0,0.265,0.157,0.186,0.088,0.549,0.429,0.571,0.889,0.111,0.541,0.459
22200077,True,SAS,14400,0.558,0.442,0.465,0.016,0.372,0.078,0.163,0.078,0.45,0.7,0.3,1.0,0.0,0.804,0.196
22200077,False,CHI,14400,0.727,0.273,0.613,0.194,0.218,0.202,0.169,0.242,0.419,0.342,0.658,0.778,0.222,0.426,0.574
22200078,True,DEN,14400,0.565,0.435,0.376,0.085,0.436,0.205,0.188,0.06,0.291,0.409,0.591,0.529,0.471,0.462,0.538
22200078,False,UTA,14400,0.571,0.429,0.554,0.02,0.297,0.198,0.149,0.158,0.535,0.607,0.393,0.7,0.3,0.632,0.368
22200079,True,PHX,14400,0.641,0.359,0.613,0.129,0.242,0.177,0.145,0.137,0.484,0.605,0.395,1.0,0.0,0.688,0.313
22200079,False,NOP,14400,0.57,0.43,0.414,0.09,0.405,0.099,0.18,0.153,0.324,0.478,0.522,0.933,0.067,0.658,0.342
22200080,True,POR,14400,0.611,0.389,0.56,0.048,0.312,0.144,0.128,0.168,0.512,0.571,0.429,0.769,0.231,0.625,0.375
22200080,False,HOU,14400,0.596,0.404,0.468,0.036,0.378,0.189,0.153,0.117,0.432,0.346,0.654,1.0,0.0,0.575,0.425
22200081,True,SAC,14400,0.592,0.408,0.471,0.034,0.353,0.143,0.176,0.118,0.437,0.607,0.393,0.714,0.286,0.643,0.357
22200081,False,MIA,14400,0.685,0.315,0.478,0.071,0.292,0.071,0.23,0.248,0.407,0.407,0.593,0.636,0.364,0.474,0.526
22200082,True,CHA,15900,0.696,0.304,0.55,0.1,0.25,0.033,0.2,0.075,0.45,0.697,0.303,0.9,0.1,0.744,0.256
22200082,False,GSW,15900,0.56,0.44,0.549,0.124,0.345,0.053,0.106,0.115,0.425,0.581,0.419,1.0,0.0,0.705,0.295
22200083,True,BKN,14400,0.524,0.476,0.466,0.121,0.362,0.078,0.172,0.121,0.345,0.667,0.333,0.786,0.214,0.707,0.293
22200083,False,IND,14400,0.511,0.489,0.272,0.0,0.552,0.152,0.176,0.088,0.272,0.706,0.294,0.826,0.174,0.775,0.225
22200084,True,CHI,14400,0.613,0.388,0.459,0.11,0.303,0.037,0.239,0.266,0.349,0.48,0.52,0.909,0.091,0.611,0.389
22200084,False,PHI,14400,0.633,0.367,0.439,0.07,0.368,0.096,0.193,0.211,0.368,0.6,0.4,0.929,0.071,0.718,0.282
22200085,True,MIL,14400,0.609,0.391,0.504,0.146,0.341,0.041,0.154,0.073,0.358,0.387,0.613,0.857,0.143,0.533,0.467
22200085,False,ATL,14400,0.691,0.309,0.557,0.157,0.339,0.122,0.104,0.139,0.4,0.344,0.656,0.615,0.385,0.422,0.578
22200086,True,DAL,15900,0.579,0.421,0.541,0.054,0.216,0.081,0.243,0.117,0.486,0.367,0.633,0.75,0.25,0.447,0.553
22200086,False,OKC,15900,0.719,0.281,0.667,0.068,0.128,0.154,0.205,0.145,0.598,0.513,0.487,1.0,0.0,0.568,0.432
22200087,True,UTA,14400,0.494,0.506,0.419,0.0,0.46,0.153,0.121,0.25,0.419,0.5,0.5,0.895,0.105,0.667,0.333
22200087,False,MEM,14400,0.693,0.307,0.618,0.033,0.293,0.211,0.089,0.252,0.585,0.421,0.579,0.667,0.333,0.48,0.52
22200088,True,LAC,14400,0.547,0.453,0.549,0.176,0.363,0.132,0.088,0.231,0.374,0.56,0.44,0.909,0.091,0.667,0.333
22200088,False,NOP,14400,0.613,0.387,0.554,0.071,0.402,0.188,0.045,0.143,0.482,0.581,0.419,0.933,0.067,0.696,0.304
22200089,True,BOS,14400,0.405,0.595,0.268,0.018,0.563,0.063,0.17,0.107,0.25,0.533,0.467,1.0,0.0,0.806,0.194
22200089,False,WAS,14400,0.673,0.327,0.66,0.149,0.223,0.106,0.117,0.181,0.511,0.516,0.484,0.857,0.143,0.579,0.421
22200090,True,CLE,14400,0.438,0.562,0.298,0.033,0.57,0.116,0.132,0.149,0.264,0.778,0.222,0.826,0.174,0.805,0.195
22200090,False,NYK,14400,0.707,0.293,0.648,0.056,0.278,0.259,0.074,0.167,0.593,0.486,0.514,0.9,0.1,0.578,0.422
22200091,True,DET,14400,0.602,0.398,0.406,0.141,0.328,0.102,0.266,0.125,0.266,0.423,0.577,0.929,0.071,0.6,0.4
22200091,False,GSW,14400,0.576,0.424,0.474,0.088,0.316,0.053,0.211,0.132,0.386,0.556,0.444,0.667,0.333,0.59,0.41
22200092,True,SAS,14400,0.535,0.465,0.374,0.056,0.449,0.15,0.178,0.093,0.318,0.6,0.4,0.938,0.063,0.75,0.25
22200092,False,MIN,14400,0.707,0.293,0.735,0.082,0.122,0.173,0.143,0.122,0.653,0.5,0.5,0.75,0.25,0.525,0.475
22200093,True,DAL,14400,0.578,0.422,0.526,0.053,0.289,0.105,0.184,0.114,0.474,0.233,0.767,0.727,0.273,0.366,0.634
22200093,False,ORL,14400,0.642,0.358,0.495,0.076,0.314,0.076,0.19,0.038,0.419,0.423,0.577,0.818,0.182,0.541,0.459
22200094,True,PHX,14400,0.524,0.476,0.532,0.113,0.29,0.153,0.177,0.194,0.419,0.636,0.364,0.667,0.333,0.644,0.356
22200094,False,HOU,14400,0.609,0.391,0.495,0.0,0.303,0.101,0.202,0.193,0.495,0.333,0.667,0.818,0.182,0.474,0.526
22200095,True,LAL,14400,0.688,0.313,0.545,0.149,0.322,0.116,0.132,0.091,0.397,0.424,0.576,0.769,0.231,0.522,0.478
22200095,False,DEN,14400,0.583,0.417,0.473,0.073,0.409,0.082,0.118,0.055,0.4,0.538,0.462,0.667,0.333,0.585,0.415
