gameid,date,home,h_pts,away,a_pts,ot,type
22200612,2023-01-10T19:00:00Z,PHI,147,DET,116,0,regular
22200611,2023-01-10T19:30:00Z,MIA,112,OKC,111,0,regular
22200613,2023-01-10T19:30:00Z,TOR,132,CHA,120,0,regular
22200614,2023-01-10T21:00:00Z,UTA,116,CLE,114,0,regular
22200615,2023-01-10T22:00:00Z,GSW,113,PHX,125,0,regular
22200616,2023-01-10T22:00:00Z,POR,106,ORL,109,0,regular
22200617,2023-01-10T22:30:00Z,LAC,113,DAL,101,0,regular
22200618,2023-01-11T19:00:00Z,DET,135,MIN,118,0,regular
22200619,2023-01-11T19:00:00Z,WAS,100,CHI,97,0,regular
22200620,2023-01-11T19:30:00Z,ATL,105,MIL,114,0,regular
22200621,2023-01-11T19:30:00Z,BOS,125,NOP,114,0,regular
22200622,2023-01-11T19:30:00Z,NYK,119,IND,113,0,regular
22200623,2023-01-11T20:00:00Z,MEM,135,SAS,129,0,regular
22200624,2023-01-11T22:00:00Z,DEN,126,PHX,97,0,regular
22200625,2023-01-11T22:00:00Z,SAC,135,HOU,115,0,regular
22200626,2023-01-12T19:00:00Z,PHI,114,OKC,133,0,regular
22200629,2023-01-12T19:30:00Z,TOR,124,CHA,114,0,regular
22200627,2023-01-12T19:30:00Z,BKN,98,BOS,109,0,regular
22200628,2023-01-12T19:30:00Z,MIA,108,MIL,102,0,regular
22200630,2023-01-12T22:00:00Z,LAL,115,DAL,119,2,regular
22200631,2023-01-12T22:00:00Z,POR,113,CLE,119,0,regular
22200632,2023-01-13T19:00:00Z,DET,110,NOP,116,0,regular
22200633,2023-01-13T19:00:00Z,IND,111,ATL,113,0,regular
22200634,2023-01-13T19:00:00Z,WAS,108,NYK,112,0,regular
22200635,2023-01-13T19:30:00Z,SAS,113,GSW,144,0,regular
22200636,2023-01-13T20:00:00Z,CHI,110,OKC,124,0,regular
22200637,2023-01-13T20:00:00Z,MIN,121,PHX,116,0,regular
22200638,2023-01-13T21:00:00Z,UTA,112,ORL,108,0,regular
22200639,2023-01-13T22:00:00Z,LAC,103,DEN,115,0,regular
22200640,2023-01-13T22:00:00Z,SAC,139,HOU,114,0,regular
22200641,2023-01-14T13:00:00Z,MIA,111,MIL,95,0,regular
22200642,2023-01-14T19:00:00Z,CHA,106,BOS,122,0,regular
22200643,2023-01-14T19:00:00Z,IND,112,MEM,130,0,regular
22200644,2023-01-14T19:30:00Z,TOR,103,ATL,114,0,regular
22200645,2023-01-14T20:00:00Z,MIN,110,CLE,102,0,regular
22200646,2023-01-14T21:00:00Z,UTA,117,PHI,118,0,regular
22200647,2023-01-14T22:00:00Z,POR,136,DAL,119,0,regular
22200648,2023-01-15T13:00:00Z,DET,104,NYK,117,0,regular
22200649,2023-01-15T15:00:00Z,LAC,121,HOU,100,0,regular
22200650,2023-01-15T15:30:00Z,CHI,132,GSW,118,0,regular
22200651,2023-01-15T18:00:00Z,BKN,102,OKC,112,0,regular
22200652,2023-01-15T19:00:00Z,SAS,119,SAC,132,0,regular
22200653,2023-01-15T20:00:00Z,DEN,119,ORL,116,0,regular
22200654,2023-01-15T21:00:00Z,POR,140,DAL,123,0,regular
22200655,2023-01-15T21:30:00Z,LAL,112,PHI,113,0,regular
22200656,2023-01-16T13:00:00Z,CHA,118,BOS,130,0,regular
22200657,2023-01-16T14:30:00Z,MIL,132,IND,119,0,regular
22200659,2023-01-16T15:00:00Z,NYK,121,TOR,123,1,regular
22200660,2023-01-16T15:00:00Z,WAS,118,GSW,127,0,regular
22200658,2023-01-16T15:00:00Z,CLE,113,NOP,103,0,regular
22200661,2023-01-16T15:30:00Z,ATL,121,MIA,113,0,regular
22200662,2023-01-16T16:00:00Z,MIN,125,UTA,126,0,regular
22200663,2023-01-16T18:00:00Z,MEM,136,PHX,106,0,regular
22200664,2023-01-16T22:30:00Z,LAL,140,HOU,132,0,regular
22200665,2023-01-17T19:30:00Z,MIL,130,TOR,122,0,regular
22200666,2023-01-17T20:00:00Z,SAS,106,BKN,98,0,regular
22200667,2023-01-17T21:00:00Z,DEN,122,POR,113,0,regular
22200668,2023-01-17T22:00:00Z,LAC,110,PHI,120,0,regular
22200670,2023-01-18T19:30:00Z,DAL,122,ATL,130,0,regular
22200669,2023-01-18T19:30:00Z,NYK,105,WAS,116,0,regular
22200671,2023-01-18T20:00:00Z,HOU,117,CHA,122,0,regular
22200672,2023-01-18T20:00:00Z,MEM,115,CLE,114,0,regular
22200673,2023-01-18T20:00:00Z,NOP,98,MIA,124,0,regular
22200674,2023-01-18T20:00:00Z,OKC,126,IND,106,0,regular
22200675,2023-01-18T21:00:00Z,UTA,126,LAC,103,0,regular
22200676,2023-01-18T22:00:00Z,DEN,122,MIN,118,0,regular
22200677,2023-01-18T22:30:00Z,LAL,111,SAC,116,0,regular
22200678,2023-01-19T15:00:00Z,DET,108,CHI,126,0,regular
22200679,2023-01-19T19:30:00Z,BOS,121,GSW,118,1,regular
22200680,2023-01-19T20:00:00Z,MIN,128,TOR,126,0,regular
22200681,2023-01-19T22:00:00Z,PHX,117,BKN,112,0,regular
22200682,2023-01-19T22:00:00Z,POR,95,PHI,105,0,regular
22200683,2023-01-20T19:00:00Z,ORL,123,NOP,110,0,regular
22200684,2023-01-20T19:30:00Z,ATL,139,NYK,124,0,regular
22200685,2023-01-20T19:30:00Z,CLE,114,GSW,120,0,regular
22200686,2023-01-20T19:30:00Z,DAL,115,MIA,90,0,regular
22200687,2023-01-20T20:00:00Z,SAS,126,LAC,131,0,regular
22200688,2023-01-20T21:00:00Z,DEN,134,IND,111,0,regular
22200689,2023-01-20T21:00:00Z,UTA,106,BKN,117,0,regular
22200691,2023-01-20T22:00:00Z,SAC,118,OKC,113,0,regular
22200690,2023-01-20T22:00:00Z,LAL,122,MEM,121,0,regular
22200692,2023-01-21T17:00:00Z,TOR,104,BOS,106,0,regular
22200693,2023-01-21T19:00:00Z,WAS,138,ORL,118,0,regular
22200694,2023-01-21T19:30:00Z,ATL,118,CHA,122,0,regular
22200695,2023-01-21T19:30:00Z,CLE,114,MIL,102,0,regular
22200696,2023-01-21T20:00:00Z,MIN,113,HOU,104,0,regular
22200697,2023-01-21T21:00:00Z,PHX,112,IND,107,0,regular
22200698,2023-01-21T22:00:00Z,SAC,127,PHI,129,0,regular
22200701,2023-01-22T14:30:00Z,DAL,98,LAC,112,0,regular
22200699,2023-01-22T15:30:00Z,MIA,100,NOP,96,0,regular
22200700,2023-01-22T18:00:00Z,TOR,125,NYK,116,0,regular
22200702,2023-01-22T20:00:00Z,DEN,99,OKC,101,0,regular
22200703,2023-01-22T20:00:00Z,PHX,112,MEM,110,0,regular
22200704,2023-01-22T20:30:00Z,GSW,116,BKN,120,0,regular
22200705,2023-01-22T21:00:00Z,POR,112,LAL,121,0,regular
22200706,2023-01-23T19:00:00Z,DET,130,MIL,150,0,regular
22200707,2023-01-23T19:00:00Z,ORL,113,BOS,98,0,regular
22200708,2023-01-23T20:00:00Z,CHI,111,ATL,100,0,regular
22200709,2023-01-23T20:00:00Z,HOU,119,MIN,114,0,regular
22200710,2023-01-23T21:00:00Z,UTA,120,CHA,102,0,regular
22200711,2023-01-23T22:00:00Z,POR,147,SAS,127,0,regular
22200712,2023-01-23T22:30:00Z,SAC,133,MEM,100,0,regular
22200713,2023-01-24T19:00:00Z,IND,116,CHI,110,0,regular
22200714,2023-01-24T19:30:00Z,MIA,98,BOS,95,0,regular
22200715,2023-01-24T19:30:00Z,NYK,105,CLE,103,0,regular
22200716,2023-01-24T20:00:00Z,NOP,98,DEN,99,0,regular
22200717,2023-01-24T20:30:00Z,DAL,126,WAS,127,0,regular
22200718,2023-01-24T21:00:00Z,PHX,128,CHA,97,0,regular
22200719,2023-01-24T22:00:00Z,LAL,115,LAC,133,0,regular
22200720,2023-01-25T19:00:00Z,ORL,126,IND,120,0,regular
22200721,2023-01-25T19:30:00Z,PHI,137,BKN,133,0,regular
22200722,2023-01-25T20:00:00Z,HOU,103,WAS,108,0,regular
22200723,2023-01-25T20:00:00Z,MIL,107,DEN,99,0,regular
22200724,2023-01-25T20:00:00Z,NOP,102,MIN,111,0,regular
22200725,2023-01-25T20:00:00Z,OKC,132,ATL,137,0,regular
22200726,2023-01-25T22:00:00Z,GSW,122,MEM,120,0,regular
22200727,2023-01-25T22:00:00Z,POR,134,UTA,124,0,regular
22200728,2023-01-25T22:00:00Z,SAC,95,TOR,113,0,regular
22200729,2023-01-25T22:30:00Z,LAL,113,SAS,104,0,regular
22200732,2023-01-26T19:30:00Z,CHA,111,CHI,96,0,regular
22200731,2023-01-26T19:30:00Z,BKN,122,DET,130,0,regular
22200730,2023-01-26T19:30:00Z,BOS,117,NYK,120,1,regular
22200733,2023-01-26T20:00:00Z,HOU,95,CLE,113,0,regular
22200734,2023-01-26T22:00:00Z,PHX,95,DAL,99,0,regular
22200735,2023-01-26T22:30:00Z,LAC,138,SAS,100,0,regular
22200736,2023-01-27T19:00:00Z,IND,131,MIL,141,0,regular
22200737,2023-01-27T19:30:00Z,MIN,111,MEM,100,0,regular
22200738,2023-01-27T20:00:00Z,MIA,110,ORL,105,0,regular
22200739,2023-01-27T20:00:00Z,OKC,112,CLE,100,0,regular
22200740,2023-01-27T22:00:00Z,GSW,129,TOR,117,0,regular
22200741,2023-01-28T15:00:00Z,PHI,126,DEN,119,0,regular
22200742,2023-01-28T17:30:00Z,BKN,122,NYK,115,0,regular
22200743,2023-01-28T19:00:00Z,DET,114,HOU,117,0,regular
22200744,2023-01-28T19:00:00Z,ORL,109,CHI,128,0,regular
22200745,2023-01-28T19:30:00Z,ATL,113,LAC,120,0,regular
22200746,2023-01-28T20:00:00Z,MIN,117,SAC,110,0,regular
22200747,2023-01-28T20:00:00Z,NOP,103,WAS,113,0,regular
22200748,2023-01-28T20:00:00Z,SAS,118,PHX,128,1,regular
22200749,2023-01-28T20:30:00Z,BOS,125,LAL,121,1,regular
22200750,2023-01-28T21:00:00Z,UTA,108,DAL,100,0,regular
22200751,2023-01-28T22:00:00Z,POR,105,TOR,123,0,regular
22200752,2023-01-29T13:00:00Z,CHA,122,MIA,117,0,regular
22200753,2023-01-29T18:00:00Z,MEM,112,IND,100,0,regular
22200754,2023-01-29T19:00:00Z,CLE,122,LAC,99,0,regular
22200755,2023-01-29T20:00:00Z,MIL,135,NOP,110,0,regular
22200756,2023-01-30T19:00:00Z,PHI,109,ORL,119,0,regular
22200757,2023-01-30T19:30:00Z,BKN,121,LAL,104,0,regular
22200758,2023-01-30T20:00:00Z,MIN,111,SAC,118,1,regular
22200759,2023-01-30T20:00:00Z,OKC,120,GSW,128,0,regular
22200760,2023-01-30T20:00:00Z,SAS,106,WAS,127,0,regular
22200761,2023-01-30T20:30:00Z,DAL,111,DET,105,0,regular
22200762,2023-01-30T21:00:00Z,PHX,114,TOR,106,0,regular
22200763,2023-01-30T22:00:00Z,POR,129,ATL,125,0,regular
22200764,2023-01-31T19:00:00Z,CLE,97,MIA,100,0,regular
22200765,2023-01-31T19:30:00Z,NYK,123,LAL,129,1,regular
22200766,2023-01-31T20:00:00Z,CHI,103,LAC,108,0,regular
22200767,2023-01-31T20:00:00Z,MIL,124,CHA,115,0,regular
22200768,2023-01-31T22:00:00Z,DEN,122,NOP,113,0,regular
22200771,2023-02-01T19:00:00Z,MEM,112,POR,122,0,regular
22200770,2023-02-01T19:00:00Z,PHI,105,ORL,94,0,regular
22200772,2023-02-01T19:30:00Z,BOS,139,BKN,96,0,regular
22200773,2023-02-01T20:00:00Z,HOU,112,OKC,106,0,regular
22200774,2023-02-01T20:00:00Z,MIN,119,GSW,114,1,regular
22200775,2023-02-01T20:00:00Z,SAS,109,SAC,119,0,regular
22200776,2023-02-01T21:00:00Z,UTA,131,TOR,128,0,regular
22200777,2023-02-01T22:00:00Z,PHX,100,ATL,132,0,regular
22200778,2023-02-02T19:00:00Z,IND,111,LAL,112,0,regular
22200780,2023-02-02T19:30:00Z,NYK,106,MIA,104,0,regular
22200779,2023-02-02T19:30:00Z,CLE,128,MEM,113,0,regular
22200781,2023-02-02T20:00:00Z,CHI,114,CHA,98,0,regular
22200782,2023-02-02T20:30:00Z,DAL,111,NOP,106,0,regular
22200783,2023-02-02T21:00:00Z,DEN,134,GSW,117,0,regular
22200784,2023-02-02T22:00:00Z,MIL,106,LAC,105,0,regular
22200785,2023-02-03T19:00:00Z,DET,118,CHA,112,0,regular
22200786,2023-02-03T19:00:00Z,IND,107,SAC,104,0,regular
22200787,2023-02-03T19:00:00Z,WAS,116,POR,124,0,regular
22200788,2023-02-03T19:30:00Z,BOS,94,PHX,106,0,regular
22200791,2023-02-03T20:00:00Z,SAS,125,PHI,137,0,regular
22200789,2023-02-03T20:00:00Z,HOU,111,TOR,117,0,regular
22200790,2023-02-03T20:00:00Z,MIN,120,ORL,127,0,regular
22200792,2023-02-03T21:00:00Z,UTA,108,ATL,115,0,regular
22200793,2023-02-04T18:00:00Z,BKN,125,WAS,123,0,regular
22200798,2023-02-04T18:00:00Z,NOP,131,LAL,126,0,regular
22200794,2023-02-04T19:00:00Z,DET,100,PHX,116,0,regular
22200795,2023-02-04T19:00:00Z,NYK,128,LAC,134,1,regular
22200796,2023-02-04T20:00:00Z,CHI,129,POR,121,0,regular
22200797,2023-02-04T20:00:00Z,MIL,123,MIA,115,0,regular
22200799,2023-02-04T20:00:00Z,OKC,153,HOU,121,0,regular
22200800,2023-02-04T20:30:00Z,GSW,119,DAL,113,0,regular
22200801,2023-02-04T21:00:00Z,DEN,128,ATL,108,0,regular
22200802,2023-02-05T13:00:00Z,CHA,113,ORL,119,0,regular
22200803,2023-02-05T17:00:00Z,IND,103,CLE,122,0,regular
22200804,2023-02-05T18:00:00Z,NYK,108,PHI,97,0,regular
22200805,2023-02-05T18:00:00Z,MEM,103,TOR,106,0,regular
22200806,2023-02-05T19:00:00Z,MIN,128,DEN,98,0,regular
22200807,2023-02-05T19:00:00Z,NOP,136,SAC,104,0,regular
22200808,2023-02-06T19:00:00Z,DET,99,BOS,111,0,regular
22200809,2023-02-06T19:00:00Z,WAS,91,CLE,114,0,regular
22200810,2023-02-06T19:30:00Z,BKN,116,LAC,124,0,regular
22200812,2023-02-06T20:00:00Z,HOU,120,SAC,140,0,regular
22200811,2023-02-06T20:00:00Z,CHI,128,SAS,104,0,regular
22200813,2023-02-06T21:00:00Z,UTA,111,DAL,124,0,regular
22200814,2023-02-06T22:00:00Z,GSW,141,OKC,114,0,regular
22200815,2023-02-06T22:00:00Z,POR,108,MIL,127,0,regular
22200816,2023-02-07T19:00:00Z,ORL,98,NYK,102,0,regular
22200817,2023-02-07T19:30:00Z,BKN,112,PHX,116,0,regular
22200818,2023-02-07T19:30:00Z,NOP,116,ATL,107,0,regular
22200819,2023-02-07T20:00:00Z,MEM,104,CHI,89,0,regular
22200820,2023-02-07T21:00:00Z,DEN,146,MIN,112,0,regular
22200821,2023-02-07T22:00:00Z,LAL,130,OKC,133,0,regular
22200822,2023-02-08T19:00:00Z,CLE,113,DET,85,0,regular
22200823,2023-02-08T19:00:00Z,WAS,118,CHA,104,0,regular
22200826,2023-02-08T19:30:00Z,TOR,112,SAS,98,0,regular
22200825,2023-02-08T19:30:00Z,MIA,116,IND,111,0,regular
22200824,2023-02-08T19:30:00Z,BOS,106,PHI,99,0,regular
22200827,2023-02-08T20:00:00Z,HOU,128,SAC,130,0,regular
22200828,2023-02-08T21:00:00Z,UTA,118,MIN,143,0,regular
22200829,2023-02-08T22:00:00Z,LAC,104,DAL,110,0,regular
22200830,2023-02-08T22:00:00Z,POR,125,GSW,122,0,regular
22200831,2023-02-09T19:00:00Z,ORL,115,DEN,104,0,regular
22200832,2023-02-09T19:30:00Z,ATL,116,PHX,107,0,regular
22200833,2023-02-09T19:30:00Z,BKN,116,CHI,105,0,regular
22200834,2023-02-09T22:00:00Z,LAL,106,MIL,115,0,regular
22200835,2023-02-10T19:00:00Z,DET,138,SAS,131,2,regular
22200836,2023-02-10T19:00:00Z,IND,104,PHX,117,0,regular
22200837,2023-02-10T19:00:00Z,PHI,119,NYK,108,0,regular
22200839,2023-02-10T19:30:00Z,TOR,116,UTA,122,0,regular
22200838,2023-02-10T19:30:00Z,BOS,127,CHA,116,0,regular
22200841,2023-02-10T20:00:00Z,MEM,128,MIN,107,0,regular
22200840,2023-02-10T20:00:00Z,MIA,97,HOU,95,0,regular
22200842,2023-02-10T22:00:00Z,NOP,107,CLE,118,0,regular
22200843,2023-02-10T22:00:00Z,POR,129,OKC,138,0,regular
22200844,2023-02-10T22:00:00Z,SAC,114,DAL,122,0,regular
22200845,2023-02-10T22:30:00Z,LAC,106,MIL,119,0,regular
22200846,2023-02-11T18:00:00Z,BKN,98,PHI,101,0,regular
22200847,2023-02-11T19:00:00Z,CHA,105,DEN,119,0,regular
22200848,2023-02-11T19:00:00Z,ORL,103,MIA,107,1,regular
22200849,2023-02-11T19:00:00Z,WAS,127,IND,113,0,regular
22200851,2023-02-11T19:30:00Z,NYK,126,UTA,120,0,regular
22200850,2023-02-11T19:30:00Z,ATL,125,SAS,106,0,regular
22200852,2023-02-11T20:00:00Z,CLE,97,CHI,89,0,regular
22200853,2023-02-11T20:30:00Z,GSW,103,LAL,109,0,regular
22200854,2023-02-11T22:00:00Z,SAC,133,DAL,128,1,regular
22200855,2023-02-12T14:00:00Z,BOS,119,MEM,109,0,regular
22200856,2023-02-12T15:00:00Z,TOR,119,DET,118,0,regular
22200857,2023-02-13T19:00:00Z,CHA,144,ATL,138,0,regular
22200858,2023-02-13T19:00:00Z,CLE,117,SAS,109,0,regular
22200859,2023-02-13T19:00:00Z,IND,117,UTA,123,0,regular
22200860,2023-02-13T19:00:00Z,PHI,123,HOU,104,0,regular
22200861,2023-02-13T19:30:00Z,MIA,108,DEN,112,0,regular
22200862,2023-02-13T19:30:00Z,NYK,124,BKN,106,0,regular
22200863,2023-02-13T20:00:00Z,CHI,91,ORL,100,0,regular
22200864,2023-02-13T20:00:00Z,OKC,100,NOP,103,0,regular
22200865,2023-02-13T20:30:00Z,DAL,121,MIN,124,0,regular
22200866,2023-02-13T22:00:00Z,GSW,135,WAS,126,0,regular
22200867,2023-02-13T22:00:00Z,POR,127,LAL,115,0,regular
22200869,2023-02-14T19:30:00Z,MIL,131,BOS,125,1,regular
22200868,2023-02-14T19:30:00Z,TOR,123,ORL,113,0,regular
22200870,2023-02-14T21:00:00Z,PHX,120,SAC,109,0,regular
22200871,2023-02-14T22:00:00Z,LAC,134,GSW,124,0,regular
22200872,2023-02-14T22:00:00Z,POR,101,WAS,126,0,regular
22200873,2023-02-15T19:00:00Z,CHA,120,SAS,110,0,regular
22200874,2023-02-15T19:00:00Z,IND,117,CHI,113,0,regular
22200875,2023-02-15T19:30:00Z,PHI,118,CLE,112,0,regular
22200876,2023-02-15T19:30:00Z,ATL,101,NYK,122,0,regular
22200877,2023-02-15T19:30:00Z,BOS,127,DET,109,0,regular
22200878,2023-02-15T19:30:00Z,BKN,116,MIA,105,0,regular
22200879,2023-02-15T20:00:00Z,MEM,117,UTA,111,0,regular
22200880,2023-02-15T20:00:00Z,OKC,133,HOU,96,0,regular
22200881,2023-02-15T21:00:00Z,DEN,118,DAL,109,0,regular
22200882,2023-02-15T22:00:00Z,LAL,120,NOP,102,0,regular
22200883,2023-02-16T19:30:00Z,CHI,100,MIL,112,0,regular
22200884,2023-02-16T20:00:00Z,MIN,106,WAS,114,0,regular
22200885,2023-02-16T22:00:00Z,PHX,107,LAC,116,0,regular
22200888,2023-02-23T19:00:00Z,ORL,108,DET,106,0,regular
22200887,2023-02-23T19:00:00Z,IND,138,BOS,142,1,regular
22200886,2023-02-23T19:00:00Z,CLE,109,DEN,115,0,regular
22200889,2023-02-23T19:30:00Z,PHI,110,MEM,105,0,regular
22200890,2023-02-23T19:30:00Z,TOR,115,NOP,110,0,regular
22200891,2023-02-23T20:30:00Z,DAL,142,SAS,116,0,regular
22200892,2023-02-23T21:00:00Z,UTA,120,OKC,119,1,regular
22200893,2023-02-23T22:00:00Z,LAL,124,GSW,111,0,regular
22200894,2023-02-23T22:00:00Z,SAC,133,POR,116,0,regular
22200895,2023-02-24T19:00:00Z,WAS,109,NYK,115,0,regular
22200896,2023-02-24T19:30:00Z,ATL,136,CLE,119,0,regular
22200897,2023-02-24T19:30:00Z,MIL,128,MIA,99,0,regular
22200900,2023-02-24T20:00:00Z,CHI,131,BKN,87,0,regular
22200898,2023-02-24T20:00:00Z,MIN,113,CHA,121,0,regular
22200901,2023-02-24T22:00:00Z,GSW,116,HOU,101,0,regular
22200899,2023-02-24T22:00:00Z,PHX,124,OKC,115,0,regular
22200902,2023-02-24T22:30:00Z,LAC,175,SAC,176,2,regular
22200903,2023-02-25T12:00:00Z,DET,91,TOR,95,0,regular
22200904,2023-02-25T19:00:00Z,CHA,108,MIA,103,0,regular
22200905,2023-02-25T19:00:00Z,ORL,108,IND,121,0,regular
22200906,2023-02-25T19:30:00Z,NYK,128,NOP,106,0,regular
22200907,2023-02-25T20:00:00Z,MEM,112,DEN,94,0,regular
22200908,2023-02-25T20:30:00Z,PHI,107,BOS,110,0,regular
22200909,2023-02-25T21:00:00Z,UTA,118,SAS,102,0,regular
22200910,2023-02-26T13:00:00Z,MIL,104,PHX,101,0,regular
22200911,2023-02-26T15:00:00Z,ATL,129,BKN,127,0,regular
22200913,2023-02-26T15:30:00Z,DAL,108,LAL,111,0,regular
22200912,2023-02-26T15:30:00Z,CHI,102,WAS,82,0,regular
22200914,2023-02-26T18:00:00Z,CLE,118,TOR,93,0,regular
22200915,2023-02-26T19:00:00Z,OKC,115,SAC,124,0,regular
22200916,2023-02-26T19:30:00Z,GSW,109,MIN,104,0,regular
22200917,2023-02-26T21:00:00Z,POR,131,HOU,114,0,regular
22200918,2023-02-26T22:00:00Z,DEN,134,LAC,124,1,regular
22200919,2023-02-27T19:00:00Z,CHA,117,DET,106,0,regular
22200920,2023-02-27T19:00:00Z,PHI,99,MIA,101,0,regular
22200921,2023-02-27T19:30:00Z,NYK,109,BOS,94,0,regular
22200922,2023-02-27T20:00:00Z,NOP,93,ORL,101,0,regular
22200927,2023-02-28T19:30:00Z,MEM,121,LAL,109,0,regular
22200923,2023-02-28T19:30:00Z,ATL,116,WAS,119,0,regular
22200924,2023-02-28T19:30:00Z,BKN,104,MIL,118,0,regular
22200925,2023-02-28T19:30:00Z,TOR,104,CHI,98,0,regular
22200928,2023-02-28T20:00:00Z,OKC,117,SAC,123,0,regular
22200926,2023-02-28T20:00:00Z,HOU,112,DEN,133,0,regular
22200929,2023-02-28T20:30:00Z,DAL,122,IND,124,0,regular
22200930,2023-02-28T21:00:00Z,UTA,94,SAS,102,0,regular
22200931,2023-02-28T22:00:00Z,GSW,123,POR,105,0,regular
22200932,2023-02-28T22:00:00Z,LAC,101,MIN,108,0,regular
22200933,2023-03-01T19:00:00Z,CHA,91,PHX,105,0,regular
22200934,2023-03-01T19:00:00Z,DET,115,CHI,117,0,regular
22200935,2023-03-01T19:30:00Z,BOS,117,CLE,113,0,regular
22200936,2023-03-01T19:30:00Z,MIA,96,PHI,119,0,regular
22200937,2023-03-01T19:30:00Z,NYK,142,BKN,118,0,regular
22200938,2023-03-01T20:00:00Z,HOU,99,MEM,113,0,regular
22200940,2023-03-01T20:00:00Z,OKC,117,LAL,123,0,regular
22200939,2023-03-01T20:00:00Z,MIL,139,ORL,117,0,regular
22200941,2023-03-01T22:00:00Z,POR,110,NOP,121,0,regular
22200942,2023-03-02T19:00:00Z,WAS,119,TOR,108,0,regular
22200943,2023-03-02T19:30:00Z,DAL,133,PHI,126,0,regular
22200944,2023-03-02T20:30:00Z,SAS,110,IND,99,0,regular
22200945,2023-03-02T22:00:00Z,GSW,115,LAC,91,0,regular
22200946,2023-03-03T19:00:00Z,CHA,106,ORL,117,0,regular
22200948,2023-03-03T19:30:00Z,BOS,105,BKN,115,0,regular
22200947,2023-03-03T19:30:00Z,ATL,129,POR,111,0,regular
22200949,2023-03-03T20:00:00Z,MIA,120,NYK,122,0,regular
22200950,2023-03-03T20:00:00Z,CHI,104,PHX,125,0,regular
22200951,2023-03-03T20:00:00Z,OKC,130,UTA,103,0,regular
22200952,2023-03-03T22:00:00Z,DEN,113,MEM,97,0,regular
22200953,2023-03-03T22:00:00Z,GSW,108,NOP,99,0,regular
22200954,2023-03-03T22:00:00Z,SAC,128,LAC,127,0,regular
22200955,2023-03-03T22:30:00Z,LAL,102,MIN,110,0,regular
22200956,2023-03-04T17:00:00Z,WAS,109,TOR,116,1,regular
22200957,2023-03-04T19:30:00Z,CLE,114,DET,90,0,regular
22200958,2023-03-04T20:00:00Z,MIA,117,ATL,109,0,regular
22200959,2023-03-04T20:00:00Z,SAS,110,HOU,122,0,regular
22200960,2023-03-04T20:30:00Z,MIL,130,PHI,133,0,regular
22200961,2023-03-04T22:00:00Z,SAC,134,MIN,138,0,regular
22200962,2023-03-05T13:00:00Z,DAL,126,PHX,130,0,regular
22200963,2023-03-05T15:30:00Z,CHI,122,IND,125,0,regular
22200964,2023-03-05T15:30:00Z,LAL,113,GSW,105,0,regular
22200965,2023-03-05T18:00:00Z,BKN,102,CHA,86,0,regular
22200966,2023-03-05T18:00:00Z,ORL,119,POR,122,0,regular
22200967,2023-03-05T19:00:00Z,HOU,142,SAS,110,0,regular
22200968,2023-03-05T19:00:00Z,OKC,129,UTA,119,0,regular
22200969,2023-03-05T19:30:00Z,BOS,129,NYK,131,2,regular
22200973,2023-03-05T19:30:00Z,WAS,111,MIL,117,0,regular
22200970,2023-03-05T22:00:00Z,LAC,135,MEM,129,0,regular
22200971,2023-03-06T19:00:00Z,CLE,118,BOS,114,1,regular
22200972,2023-03-06T19:00:00Z,IND,143,PHI,147,0,regular
22200977,2023-03-06T19:00:00Z,DET,104,POR,110,0,regular
22200974,2023-03-06T19:30:00Z,MIA,130,ATL,128,0,regular
22200975,2023-03-06T21:00:00Z,DEN,118,TOR,113,0,regular
22200976,2023-03-06T22:00:00Z,SAC,123,NOP,108,0,regular
22200978,2023-03-07T19:00:00Z,ORL,123,MIL,134,0,regular
22200769,2023-03-07T19:00:00Z,DET,117,WAS,119,0,regular
22200979,2023-03-07T19:30:00Z,NYK,105,CHA,112,0,regular
22200980,2023-03-07T19:30:00Z,MIN,94,PHI,117,0,regular
22200981,2023-03-07T20:00:00Z,HOU,96,BKN,118,0,regular
22200982,2023-03-07T20:00:00Z,OKC,137,GSW,128,0,regular
22200983,2023-03-07T20:30:00Z,DAL,120,UTA,116,0,regular
22200984,2023-03-07T22:00:00Z,LAL,112,MEM,103,0,regular
22200985,2023-03-08T19:00:00Z,WAS,120,ATL,122,0,regular
22200986,2023-03-08T19:30:00Z,BOS,115,POR,93,0,regular
22200987,2023-03-08T19:30:00Z,MIA,100,CLE,104,0,regular
22200988,2023-03-08T19:30:00Z,NOP,113,DAL,106,0,regular
22200990,2023-03-08T21:00:00Z,PHX,132,OKC,101,0,regular
22200989,2023-03-08T21:00:00Z,DEN,96,CHI,117,0,regular
22200991,2023-03-08T22:00:00Z,LAC,108,TOR,100,0,regular
22200992,2023-03-09T19:00:00Z,DET,103,CHA,113,0,regular
22200993,2023-03-09T19:00:00Z,IND,134,HOU,125,1,regular
22200994,2023-03-09T19:00:00Z,ORL,124,UTA,131,0,regular
22200996,2023-03-09T19:30:00Z,MEM,131,GSW,110,0,regular
22200995,2023-03-09T20:00:00Z,MIL,118,BKN,113,0,regular
22200997,2023-03-09T22:00:00Z,SAC,122,NYK,117,0,regular
22200998,2023-03-10T19:00:00Z,PHI,120,POR,119,0,regular
22200999,2023-03-10T19:00:00Z,WAS,107,ATL,114,0,regular
22201000,2023-03-10T20:00:00Z,MIA,119,CLE,115,0,regular
