gameid,home,team,SEC,estOFFRTG,OFFRTG,estDEFRTG,DEFRTG,estNETRTG,NETRTG,ASTpct,ASTtoTOV,ASTratio,ORBpct,DRBpct,REBpct,estteamTOVpct,TOVratio,effFGpct,TSpct,USGpct,estUSGpct,estpace,pace,paceper40,POS,pie
22200303,True,TOR,14400,103.6,108.7,93.6,94.6,10.1,14.1,0.622,1.92,18.2,0.255,0.724,0.514,12.438,13.0,0.512,0.547,1,0.195,95.26,92.5,77.08,92,0.564
22200303,False,CLE,14400,93.6,94.6,103.6,108.7,-10.1,-14.1,0.618,2.1,16.4,0.276,0.745,0.486,10.634,10.8,0.417,0.453,1,0.196,95.26,92.5,77.08,93,0.436
22200304,True,NOP,14400,101.2,102.9,97.9,99.0,3.2,3.9,0.538,0.95,15.1,0.347,0.638,0.505,21.195,21.6,0.5,0.548,1,0.199,103.46,102.0,85.0,102,0.584
22200304,False,OKC,14400,97.9,99.0,101.2,102.9,-3.2,-3.9,0.471,0.84,11.7,0.362,0.653,0.495,18.425,18.6,0.435,0.495,1,0.2,103.46,102.0,85.0,102,0.416
22200305,True,DEN,14400,131.9,133.0,111.9,116.5,20.0,16.5,0.62,2.21,21.9,0.341,0.66,0.516,14.315,14.4,0.636,0.666,1,0.199,99.4,97.0,80.83,97,0.604
22200305,False,HOU,14400,111.9,116.5,131.9,133.0,-20.0,-16.5,0.641,1.47,18.1,0.34,0.659,0.484,16.832,17.5,0.553,0.589,1,0.198,99.4,97.0,80.83,97,0.396
22200306,True,UTA,14400,110.8,111.5,115.2,115.2,-4.4,-3.7,0.732,2.14,22.1,0.213,0.692,0.465,14.493,14.6,0.594,0.584,1,0.201,97.8,97.5,81.25,96,0.482
22200306,False,CHI,14400,115.2,115.2,110.8,111.5,4.4,3.7,0.488,2.63,15.8,0.308,0.787,0.535,8.081,8.1,0.495,0.548,1,0.196,97.8,97.5,81.25,99,0.518
22200307,True,SAC,14400,112.6,111.4,114.9,117.3,-2.3,-5.9,0.696,2.0,22.2,0.205,0.689,0.449,15.396,15.2,0.574,0.61,1,0.197,105.04,104.5,87.08,105,0.505
22200307,False,PHX,14400,114.9,117.3,112.6,111.4,2.3,5.9,0.52,1.53,18.2,0.311,0.795,0.551,16.014,16.3,0.585,0.609,1,0.2,105.04,104.5,87.08,104,0.495
22200308,True,LAL,14400,112.0,112.7,105.4,112.6,6.6,0.1,0.575,1.64,16.0,0.321,0.667,0.504,13.64,13.7,0.489,0.539,1,0.197,106.34,102.5,85.42,102,0.506
22200308,False,IND,14400,105.4,112.6,112.0,112.7,-6.6,-0.1,0.674,2.9,19.2,0.333,0.679,0.496,9.088,9.7,0.49,0.518,1,0.198,106.34,102.5,85.42,103,0.494
22200309,True,DET,14400,109.1,107.8,136.9,137.3,-27.8,-29.4,0.667,1.75,20.6,0.178,0.591,0.382,15.873,15.7,0.584,0.599,1,0.2,101.52,102.0,85.0,102,0.393
22200309,False,NYK,14400,136.9,137.3,109.1,107.8,27.8,29.4,0.574,2.21,20.6,0.409,0.822,0.618,13.693,13.7,0.646,0.665,1,0.198,101.52,102.0,85.0,102,0.607
22200310,True,DAL,14400,106.5,111.5,106.5,108.7,0.1,2.9,0.5,1.5,15.2,0.246,0.766,0.481,12.858,13.5,0.544,0.564,1,0.197,107.5,104.0,86.67,104,0.464
22200310,False,GSW,14400,106.5,108.7,106.5,111.5,-0.1,-2.9,0.643,1.5,18.9,0.234,0.754,0.519,16.962,17.3,0.54,0.576,1,0.195,107.5,104.0,86.67,104,0.536
22200311,True,POR,14400,113.6,116.7,117.6,122.9,-4.0,-6.3,0.571,2.18,18.2,0.28,0.642,0.466,11.156,11.5,0.561,0.58,1,0.199,99.46,96.0,80.0,96,0.47
22200311,False,LAC,14400,117.6,122.9,113.6,116.7,4.0,6.3,0.634,2.0,18.5,0.358,0.72,0.534,12.959,13.5,0.534,0.582,1,0.199,99.46,96.0,80.0,96,0.53
22200312,True,CLE,14400,123.6,122.8,90.5,92.4,33.1,30.4,0.622,1.47,22.3,0.233,0.783,0.566,20.788,20.7,0.709,0.721,1,0.197,92.66,92.0,76.67,92,0.668
22200312,False,PHI,14400,90.5,92.4,123.6,122.8,-33.1,-30.4,0.594,1.19,15.8,0.217,0.767,0.434,17.036,17.4,0.455,0.5,1,0.198,92.66,92.0,76.67,92,0.332
22200313,True,ORL,14400,105.9,105.9,124.6,122.5,-18.7,-16.7,0.667,1.44,19.4,0.163,0.667,0.42,17.647,17.6,0.544,0.6,1,0.198,101.18,102.0,85.0,102,0.414
22200313,False,ATL,14400,124.6,122.5,105.9,105.9,18.7,16.7,0.49,2.08,17.9,0.333,0.837,0.58,11.957,11.8,0.585,0.611,1,0.199,101.18,102.0,85.0,102,0.586
22200314,True,BOS,14400,133.8,135.4,121.0,123.5,12.8,11.9,0.696,1.78,22.4,0.316,0.721,0.531,17.978,18.2,0.687,0.72,1,0.194,100.04,98.5,82.08,99,0.56
22200314,False,MIA,14400,121.0,123.5,133.8,135.4,-12.8,-11.9,0.532,1.67,18.7,0.279,0.684,0.469,15.006,15.3,0.622,0.644,1,0.2,100.04,98.5,82.08,98,0.44
22200315,True,BKN,14400,112.5,111.9,102.9,107.0,9.6,4.9,0.564,2.44,17.4,0.111,0.63,0.394,8.961,8.9,0.53,0.592,1,0.197,102.2,100.5,83.75,101,0.544
22200315,False,WAS,14400,102.9,107.0,112.5,111.9,-9.6,-4.9,0.487,1.36,13.9,0.37,0.889,0.606,13.467,14.0,0.472,0.515,1,0.202,102.2,100.5,83.75,100,0.456
22200316,True,NYK,14400,105.3,107.3,116.7,114.7,-11.3,-7.4,0.429,2.25,13.4,0.371,0.717,0.53,8.18,8.3,0.45,0.473,1,0.197,95.62,95.5,79.58,96,0.421
22200316,False,MIL,14400,116.7,114.7,105.3,107.3,11.3,7.4,0.59,3.83,17.6,0.283,0.629,0.47,6.421,6.3,0.489,0.537,1,0.201,95.62,95.5,79.58,95,0.579
22200317,True,MIN,14400,103.5,106.9,94.2,100.0,9.2,6.9,0.634,2.0,19.1,0.2,0.509,0.362,12.339,12.7,0.528,0.56,1,0.196,106.28,101.5,84.58,102,0.573
22200317,False,MEM,14400,94.2,100.0,103.5,106.9,-9.2,-6.9,0.459,0.63,11.8,0.491,0.8,0.638,25.187,26.7,0.477,0.504,1,0.193,106.28,101.5,84.58,101,0.427
22200318,True,NOP,14400,119.5,121.2,98.8,102.9,20.7,18.3,0.622,1.4,19.3,0.273,0.816,0.559,18.968,19.2,0.605,0.647,1,0.198,107.4,104.5,87.08,104,0.587
22200318,False,TOR,14400,98.8,102.9,119.5,121.2,-20.7,-18.3,0.69,1.81,20.5,0.184,0.727,0.441,14.631,15.2,0.54,0.56,1,0.199,107.4,104.5,87.08,105,0.413
22200319,True,OKC,14400,118.7,119.0,109.9,108.8,8.8,10.2,0.354,1.42,12.9,0.327,0.714,0.533,11.971,12.0,0.559,0.576,1,0.2,100.62,101.0,84.17,100,0.521
22200319,False,SAS,14400,109.9,108.8,118.7,119.0,-8.8,-10.2,0.659,2.45,19.1,0.286,0.673,0.467,10.891,10.8,0.5,0.539,1,0.198,100.62,101.0,84.17,102,0.479
22200320,True,DEN,14400,125.3,127.7,100.1,106.4,25.2,21.3,0.682,2.5,22.4,0.275,0.679,0.505,12.526,12.8,0.633,0.654,1,0.197,97.86,94.0,78.33,94,0.63
22200320,False,HOU,14400,100.1,106.4,125.3,127.7,-25.2,-21.3,0.486,1.29,14.1,0.321,0.725,0.495,14.011,14.9,0.489,0.521,1,0.198,97.86,94.0,78.33,94,0.37
22200321,True,PHX,14400,124.2,126.9,109.2,108.7,15.1,18.3,0.449,1.57,15.9,0.267,0.867,0.567,13.178,13.5,0.608,0.646,1,0.198,104.88,104.0,86.67,104,0.538
22200321,False,CHI,14400,109.2,108.7,124.2,126.9,-15.1,-18.3,0.512,1.75,16.2,0.133,0.733,0.433,11.592,11.5,0.524,0.585,1,0.197,104.88,104.0,86.67,104,0.462
22200322,True,UTA,14400,127.1,127.6,108.9,115.5,18.2,12.1,0.533,1.33,17.7,0.41,0.593,0.52,18.308,18.4,0.642,0.67,1,0.199,100.58,97.5,81.25,98,0.607
22200322,False,LAC,14400,108.9,115.5,127.1,127.6,-18.2,-12.1,0.432,1.45,11.8,0.407,0.59,0.48,10.696,11.3,0.452,0.515,1,0.199,100.58,97.5,81.25,97,0.393
22200323,True,SAC,14400,119.4,120.2,98.1,100.0,21.3,20.2,0.583,1.56,18.2,0.271,0.769,0.558,15.685,15.8,0.589,0.636,1,0.199,115.48,114.0,95.0,114,0.6
22200323,False,IND,14400,98.1,100.0,119.4,120.2,-21.3,-20.2,0.7,1.87,17.9,0.231,0.729,0.442,12.909,13.2,0.46,0.504,1,0.198,115.48,114.0,95.0,114,0.4
22200324,True,LAL,14400,123.7,129.3,109.8,110.1,13.9,19.2,0.583,3.5,19.4,0.308,0.725,0.515,7.734,8.1,0.567,0.59,1,0.196,101.34,99.0,82.5,99,0.586
22200324,False,POR,14400,109.8,110.1,123.7,129.3,-13.9,-19.2,0.5,1.75,15.9,0.275,0.692,0.485,12.092,12.1,0.511,0.549,1,0.196,101.34,99.0,82.5,99,0.414
22200325,True,DET,15900,125.3,122.4,116.0,117.9,9.3,4.5,0.569,2.23,19.8,0.348,0.872,0.613,12.433,12.1,0.622,0.626,1,0.202,96.14,96.45,80.38,107,0.557
22200325,False,DAL,15900,116.0,117.9,125.3,122.4,-9.3,-4.5,0.543,1.92,18.3,0.128,0.652,0.387,12.064,12.3,0.645,0.633,1,0.199,96.14,96.45,80.38,106,0.443
22200326,True,CHA,14400,124.9,124.5,119.1,123.4,5.9,1.1,0.625,6.25,18.2,0.356,0.54,0.44,4.272,4.3,0.484,0.538,1,0.201,95.52,94.0,78.33,94,0.489
22200326,False,WAS,14400,119.1,123.4,124.9,124.5,-5.9,-1.1,0.59,1.64,16.6,0.46,0.644,0.56,14.374,14.9,0.523,0.572,1,0.199,95.52,94.0,78.33,94,0.511
22200327,True,ATL,14400,124.3,121.9,111.5,113.5,12.7,8.3,0.49,2.0,18.4,0.325,0.733,0.541,12.744,12.5,0.614,0.621,1,0.202,95.94,96.0,80.0,96,0.532
22200327,False,DEN,14400,111.5,113.5,124.3,121.9,-12.7,-8.3,0.689,1.94,22.5,0.267,0.675,0.459,16.373,16.7,0.6,0.601,1,0.199,95.94,96.0,80.0,96,0.468
22200328,True,BOS,15900,103.3,104.5,105.3,107.1,-2.1,-2.6,0.65,1.3,17.9,0.196,0.737,0.481,17.806,18.0,0.546,0.584,1,0.199,102.45,100.98,84.15,111,0.513
22200328,False,MIA,15900,105.3,107.1,103.3,104.5,2.1,2.6,0.396,1.12,13.1,0.263,0.804,0.519,14.923,15.2,0.53,0.551,1,0.195,102.45,100.98,84.15,112,0.487
22200329,True,BKN,14400,111.0,112.9,101.7,104.0,9.3,8.9,0.614,1.5,19.8,0.238,0.736,0.516,17.53,17.8,0.604,0.622,1,0.197,102.94,101.0,84.17,101,0.562
22200329,False,TOR,14400,101.7,104.0,111.0,112.9,-9.3,-8.9,0.421,1.14,12.3,0.264,0.762,0.484,13.566,13.9,0.477,0.524,1,0.196,102.94,101.0,84.17,101,0.438
22200330,True,CLE,14400,111.5,116.3,102.9,103.2,8.6,13.1,0.537,1.69,17.9,0.233,0.698,0.465,13.547,14.1,0.583,0.608,1,0.198,94.62,92.5,77.08,92,0.548
22200330,False,ORL,14400,102.9,103.2,111.5,116.3,-8.6,-13.1,0.475,1.06,15.4,0.302,0.767,0.535,19.297,19.4,0.543,0.556,1,0.196,94.62,92.5,77.08,93,0.452
22200331,True,MIL,14400,128.2,130.3,134.9,133.0,-6.7,-2.7,0.58,2.9,20.8,0.255,0.702,0.479,9.94,10.1,0.622,0.641,1,0.197,99.58,99.5,82.92,99,0.469
22200331,False,LAL,14400,134.9,133.0,128.2,130.3,6.7,2.7,0.615,8.0,22.4,0.298,0.745,0.521,4.058,4.0,0.599,0.624,1,0.201,99.58,99.5,82.92,100,0.531
22200332,True,MEM,14400,114.3,117.0,107.4,109.0,6.9,8.0,0.524,1.83,15.4,0.379,0.75,0.555,11.728,12.0,0.49,0.535,1,0.199,101.9,100.0,83.33,100,0.544
22200332,False,PHI,14400,107.4,109.0,114.3,117.0,-6.9,-8.0,0.575,1.77,17.1,0.25,0.621,0.445,12.81,13.0,0.516,0.553,1,0.199,101.9,100.0,83.33,100,0.456
22200333,True,SAS,14400,92.5,94.3,114.2,113.6,-21.7,-19.3,0.684,2.17,18.2,0.258,0.811,0.513,11.211,11.4,0.444,0.471,1,0.2,104.74,104.0,86.67,105,0.385
22200333,False,NOP,14400,114.2,113.6,92.5,94.3,21.7,19.3,0.625,2.78,18.2,0.189,0.742,0.487,8.786,8.7,0.5,0.566,1,0.199,104.74,104.0,86.67,103,0.615
22200334,True,PHX,14400,118.2,122.2,117.4,122.0,0.8,0.2,0.667,1.67,21.2,0.31,0.63,0.477,17.585,18.2,0.629,0.648,1,0.198,103.14,99.5,82.92,99,0.511
22200334,False,HOU,14400,117.4,122.0,118.2,122.2,-0.8,-0.2,0.475,1.12,14.0,0.37,0.69,0.523,16.359,17.0,0.543,0.61,1,0.195,103.14,99.5,82.92,100,0.489
22200335,True,UTA,14400,118.5,120.9,102.1,102.6,16.4,18.3,0.63,1.12,18.8,0.293,0.772,0.571,22.169,22.6,0.645,0.7,1,0.196,116.9,115.5,96.25,115,0.615
22200335,False,IND,14400,102.1,102.6,118.5,120.9,-16.4,-18.3,0.625,1.32,16.6,0.228,0.707,0.429,16.306,16.4,0.5,0.559,1,0.198,116.9,115.5,96.25,116,0.385
22200336,True,GSW,14400,108.1,109.2,101.3,102.8,6.7,6.4,0.762,1.6,21.5,0.22,0.855,0.552,18.162,18.3,0.598,0.613,1,0.198,109.84,108.5,90.42,109,0.551
22200336,False,CHI,14400,101.3,102.8,108.1,109.2,-6.7,-6.4,0.651,2.33,19.5,0.145,0.78,0.448,10.953,11.1,0.511,0.536,1,0.199,109.84,108.5,90.42,108,0.449
22200337,True,NYK,14400,97.7,99.0,117.3,117.5,-19.6,-18.5,0.514,0.9,14.1,0.191,0.712,0.481,19.547,19.8,0.519,0.56,1,0.199,102.74,102.0,85.0,101,0.422
22200337,False,DAL,14400,117.3,117.5,97.7,99.0,19.6,18.5,0.628,2.45,18.7,0.288,0.809,0.519,10.663,10.7,0.55,0.57,1,0.198,102.74,102.0,85.0,103,0.578
22200338,True,LAC,14400,91.0,95.0,119.2,121.8,-28.1,-26.7,0.455,0.83,10.9,0.371,0.796,0.559,17.071,17.8,0.403,0.46,1,0.198,104.32,101.0,84.17,101,0.299
22200338,False,SAC,14400,119.2,121.8,91.0,95.0,28.1,26.7,0.674,3.44,21.8,0.204,0.629,0.441,8.721,8.9,0.579,0.602,1,0.196,104.32,101.0,84.17,101,0.701
22200339,True,CHA,14400,92.8,91.4,99.7,100.0,-6.9,-8.6,0.441,1.07,11.8,0.204,0.783,0.47,13.534,13.3,0.42,0.488,1,0.201,104.4,105.0,87.5,105,0.435
22200339,False,MIL,14400,99.7,100.0,92.8,91.4,6.9,8.6,0.615,1.09,17.5,0.217,0.796,0.53,20.881,21.0,0.542,0.575,1,0.198,104.4,105.0,87.5,105,0.565
22200340,True,TOR,14400,121.0,123.5,107.5,109.1,13.5,14.4,0.66,1.82,21.7,0.35,0.756,0.556,17.0,17.3,0.613,0.637,1,0.196,100.22,98.5,82.08,98,0.577
22200340,False,ORL,14400,107.5,109.1,121.0,123.5,-13.5,-14.4,0.605,1.44,17.9,0.244,0.65,0.444,15.93,16.2,0.558,0.604,1,0.199,100.22,98.5,82.08,99,0.423
22200341,True,MIN,14400,113.1,112.3,116.0,119.5,-2.9,-7.2,0.532,1.09,16.6,0.356,0.673,0.521,20.318,20.2,0.584,0.626,1,0.2,114.8,113.5,94.58,114,0.491
22200341,False,OKC,14400,116.0,119.5,113.1,112.3,2.9,7.2,0.542,1.24,16.7,0.327,0.644,0.479,18.041,18.6,0.575,0.623,1,0.196,114.8,113.5,94.58,113,0.509
22200342,True,GSW,14400,123.2,125.0,100.2,103.1,23.0,21.9,0.756,2.43,24.7,0.163,0.654,0.432,14.374,14.6,0.676,0.671,1,0.197,99.1,97.0,80.83,96,0.581
22200342,False,HOU,14400,100.2,103.1,123.2,125.0,-23.0,-21.9,0.425,1.13,12.9,0.346,0.837,0.568,14.881,15.3,0.456,0.506,1,0.195,99.1,97.0,80.83,98,0.419
22200343,True,UTA,14400,111.8,112.1,116.4,117.2,-4.7,-5.1,0.526,1.54,15.5,0.224,0.735,0.48,13.089,13.1,0.53,0.576,1,0.199,99.48,99.0,82.5,99,0.477
22200343,False,POR,14400,116.4,117.2,111.8,112.1,4.7,5.1,0.463,1.46,14.5,0.265,0.776,0.52,13.047,13.1,0.541,0.588,1,0.199,99.48,99.0,82.5,99,0.523
22200344,True,NOP,14400,118.8,119.8,104.4,106.0,14.4,13.8,0.707,2.64,21.2,0.152,0.721,0.427,10.801,10.9,0.574,0.625,1,0.193,101.7,100.5,83.75,101,0.568
22200344,False,DEN,14400,104.4,106.0,118.8,119.8,-14.4,-13.8,0.585,1.26,17.8,0.279,0.848,0.573,18.708,19.0,0.556,0.579,1,0.201,101.7,100.5,83.75,100,0.432
22200345,True,SAS,14400,93.2,96.0,133.3,134.3,-40.1,-38.4,0.5,1.0,14.3,0.32,0.646,0.48,18.642,19.2,0.471,0.5,1,0.198,100.86,99.0,82.5,99,0.297
22200345,False,PHX,14400,133.3,134.3,93.2,96.0,40.1,38.4,0.776,3.45,25.0,0.354,0.68,0.52,11.022,11.1,0.622,0.647,1,0.199,100.86,99.0,82.5,99,0.703
22200346,True,BKN,14400,94.2,95.8,104.3,105.1,-10.1,-9.3,0.5,1.13,13.5,0.241,0.745,0.475,15.356,15.6,0.458,0.491,1,0.199,98.24,97.0,80.83,96,0.413
22200346,False,BOS,14400,104.3,105.1,94.2,95.8,10.1,9.3,0.514,1.06,14.4,0.255,0.759,0.525,17.206,17.3,0.525,0.573,1,0.195,98.24,97.0,80.83,98,0.587
22200347,True,DET,14400,107.5,108.7,114.3,119.6,-6.8,-10.9,0.703,1.73,18.8,0.26,0.686,0.475,14.395,14.6,0.518,0.576,1,0.2,105.48,102.5,85.42,103,0.458
22200347,False,MEM,14400,114.3,119.6,107.5,108.7,6.8,10.9,0.651,2.0,19.1,0.314,0.74,0.525,13.114,13.7,0.549,0.582,1,0.195,105.48,102.5,85.42,102,0.542
22200348,True,NYK,14400,90.0,92.9,78.8,81.8,11.2,11.1,0.486,0.81,12.8,0.358,0.75,0.56,20.54,21.2,0.436,0.483,1,0.198,102.52,99.0,82.5,99,0.588
22200348,False,CLE,14400,78.8,81.8,90.0,92.9,-11.2,-11.1,0.586,0.89,13.3,0.25,0.642,0.44,18.482,19.2,0.398,0.441,1,0.195,102.52,99.0,82.5,99,0.412
22200349,True,WAS,14400,107.6,110.2,116.4,121.5,-8.8,-11.3,0.49,2.4,16.5,0.259,0.75,0.481,9.042,9.3,0.514,0.533,1,0.197,111.14,107.5,89.58,108,0.424
22200349,False,LAL,14400,116.4,121.5,107.6,110.2,8.8,11.3,0.654,2.27,22.0,0.25,0.741,0.519,13.431,14.0,0.594,0.615,1,0.196,111.14,107.5,89.58,107,0.576
22200350,True,SAC,14400,101.5,106.8,97.7,98.1,3.8,8.7,0.75,1.58,20.9,0.234,0.84,0.546,17.534,18.4,0.541,0.583,1,0.196,105.86,103.0,85.83,103,0.574
22200350,False,CHI,14400,97.7,98.1,101.5,106.8,-3.8,-8.7,0.447,1.06,13.3,0.16,0.766,0.454,15.48,15.5,0.494,0.535,1,0.198,105.86,103.0,85.83,103,0.426
22200351,True,POR,14400,116.4,117.2,100.7,102.0,15.6,15.1,0.762,2.13,22.4,0.298,0.731,0.525,15.048,15.2,0.587,0.606,1,0.199,99.48,98.5,82.08,99,0.584
22200351,False,IND,14400,100.7,102.0,116.4,117.2,-15.6,-15.1,0.55,1.47,16.5,0.269,0.702,0.475,15.109,15.3,0.495,0.519,1,0.199,99.48,98.5,82.08,98,0.416
22200352,True,CHA,14400,115.3,119.4,117.5,120.2,-2.2,-0.8,0.617,2.9,20.1,0.296,0.673,0.481,9.854,10.2,0.541,0.555,1,0.197,101.36,98.5,82.08,98,0.507
22200352,False,LAC,14400,117.5,120.2,115.3,119.4,2.2,0.8,0.667,2.5,20.8,0.327,0.704,0.519,11.853,12.1,0.565,0.582,1,0.198,101.36,98.5,82.08,99,0.493
22200353,True,ORL,14400,97.4,100.0,102.4,104.8,-5.0,-4.8,0.618,1.5,14.9,0.3,0.792,0.531,13.364,13.7,0.409,0.482,1,0.199,105.6,103.0,85.83,102,0.443
22200353,False,MIL,14400,102.4,104.8,97.4,100.0,5.0,4.8,0.816,1.82,21.5,0.208,0.7,0.469,15.971,16.3,0.524,0.565,1,0.197,105.6,103.0,85.83,104,0.557
22200354,True,ATL,14400,103.2,104.6,112.5,112.0,-9.3,-7.4,0.545,1.33,15.8,0.356,0.712,0.523,16.293,16.5,0.495,0.521,1,0.199,109.02,108.5,90.42,109,0.446
22200354,False,OKC,14400,112.5,112.0,103.2,104.6,9.3,7.4,0.581,1.56,17.1,0.288,0.644,0.477,14.875,14.8,0.516,0.573,1,0.201,109.02,108.5,90.42,108,0.554
22200355,True,TOR,14400,110.9,112.2,119.3,118.4,-8.4,-6.1,0.487,1.46,14.6,0.294,0.735,0.51,13.105,13.3,0.518,0.56,1,0.2,98.22,98.0,81.67,98,0.456
22200355,False,BOS,14400,119.3,118.4,110.9,112.2,8.4,6.1,0.614,2.45,19.7,0.265,0.706,0.49,11.312,11.2,0.561,0.584,1,0.198,98.22,98.0,81.67,98,0.544
22200356,True,HOU,17400,111.5,118.9,110.0,110.8,1.5,8.1,0.452,0.9,12.4,0.464,0.717,0.587,17.742,18.9,0.521,0.582,1,0.196,95.26,91.86,76.55,111,0.534
22200356,False,PHI,17400,110.0,110.8,111.5,118.9,-1.5,-8.1,0.59,1.15,15.8,0.283,0.536,0.413,17.883,18.0,0.546,0.598,1,0.199,95.26,91.86,76.55,111,0.466
22200357,True,MEM,14400,99.1,106.3,96.2,96.9,2.9,9.4,0.548,1.92,17.8,0.208,0.76,0.49,11.769,12.6,0.511,0.537,1,0.194,99.32,95.5,79.58,95,0.547
22200357,False,MIA,14400,96.2,96.9,99.1,106.3,-2.9,-9.4,0.742,1.35,17.9,0.24,0.792,0.51,17.584,17.7,0.481,0.524,1,0.197,99.32,95.5,79.58,96,0.453
22200358,True,DAL,14400,132.1,135.4,108.4,113.3,23.7,22.2,0.523,1.77,17.5,0.275,0.611,0.468,13.206,13.5,0.643,0.681,1,0.195,100.44,97.0,80.83,96,0.561
22200358,False,PHX,14400,108.4,113.3,132.1,135.4,-23.7,-22.2,0.7,2.15,19.5,0.389,0.725,0.532,12.69,13.3,0.511,0.542,1,0.198,100.44,97.0,80.83,98,0.439
22200359,True,GSW,14400,101.6,104.0,103.8,112.0,-2.2,-8.0,0.684,2.17,18.5,0.267,0.692,0.464,11.723,12.0,0.473,0.508,1,0.199,105.14,100.0,83.33,100,0.472
22200359,False,IND,14400,103.8,112.0,101.6,104.0,2.2,8.0,0.605,1.53,18.5,0.308,0.733,0.536,15.752,17.0,0.561,0.572,1,0.188,105.14,100.0,83.33,100,0.528
22200360,True,CLE,14400,116.6,117.2,100.4,103.0,16.2,14.1,0.521,3.13,18.7,0.267,0.685,0.495,8.042,8.1,0.554,0.577,1,0.199,100.52,99.0,82.5,99,0.601
22200360,False,LAL,14400,100.4,103.0,116.6,117.2,-16.2,-14.1,0.421,1.0,12.2,0.315,0.733,0.505,15.754,16.2,0.461,0.512,1,0.197,100.52,99.0,82.5,99,0.399
22200361,True,MIA,14400,99.5,100.0,118.9,122.1,-19.3,-22.1,0.636,1.4,16.9,0.239,0.739,0.489,15.554,15.6,0.494,0.543,1,0.201,97.02,95.5,79.58,96,0.417
22200361,False,DET,14400,118.9,122.1,99.5,100.0,19.3,22.1,0.628,2.08,20.2,0.261,0.761,0.511,13.32,13.7,0.603,0.62,1,0.197,97.02,95.5,79.58,95,0.583
22200362,True,DEN,14400,115.8,117.3,117.6,118.4,-1.8,-1.0,0.75,1.76,21.8,0.238,0.816,0.513,17.116,17.3,0.596,0.637,1,0.198,98.98,98.0,81.67,98,0.497
22200362,False,DAL,14400,117.6,118.4,115.8,117.3,1.8,1.0,0.75,1.59,20.8,0.184,0.762,0.488,17.234,17.3,0.618,0.677,1,0.197,98.98,98.0,81.67,98,0.503
22200363,True,ORL,15900,109.8,112.6,104.3,106.7,5.5,5.9,0.5,1.54,14.1,0.333,0.629,0.487,12.306,12.6,0.463,0.534,1,0.199,96.04,93.74,78.11,103,0.528
22200363,False,LAC,15900,104.3,106.7,109.8,112.6,-5.5,-5.9,0.667,1.53,17.4,0.371,0.667,0.513,15.971,16.3,0.489,0.521,1,0.196,96.04,93.74,78.11,104,0.472
22200364,True,BKN,14400,123.2,125.8,117.0,119.6,6.2,6.2,0.673,3.0,24.1,0.205,0.739,0.494,11.107,11.3,0.64,0.656,1,0.196,99.08,97.0,80.83,97,0.557
22200364,False,CHA,14400,117.0,119.6,123.2,125.8,-6.2,-6.2,0.532,2.27,18.6,0.261,0.795,0.506,11.098,11.3,0.591,0.591,1,0.194,99.08,97.0,80.83,97,0.443
22200365,True,NYK,14400,119.5,120.2,93.1,95.7,26.4,24.5,0.703,1.86,19.5,0.333,0.759,0.566,14.805,14.9,0.548,0.604,1,0.199,95.06,93.5,77.92,94,0.648
22200365,False,ATL,14400,93.1,95.7,119.5,120.2,-26.4,-24.5,0.5,1.45,13.1,0.241,0.667,0.434,11.511,11.8,0.412,0.466,1,0.199,95.06,93.5,77.92,93,0.352
22200366,True,TOR,14400,114.0,116.7,105.2,105.6,8.8,11.1,0.532,2.27,16.4,0.371,0.765,0.549,9.949,10.2,0.5,0.54,1,0.201,108.98,107.5,89.58,108,0.55
22200366,False,LAL,14400,105.2,105.6,114.0,116.7,-8.8,-11.1,0.432,1.07,12.0,0.235,0.629,0.451,13.966,14.0,0.466,0.552,1,0.201,108.98,107.5,89.58,107,0.45
22200367,True,CHI,14400,104.1,107.5,102.1,104.7,2.0,2.8,0.644,1.53,19.9,0.239,0.783,0.511,17.198,17.8,0.556,0.59,1,0.197,109.62,106.5,88.75,107,0.529
22200367,False,WAS,14400,102.1,104.7,104.1,107.5,-2.0,-2.8,0.537,1.22,16.1,0.217,0.761,0.489,16.55,17.0,0.542,0.574,1,0.2,109.62,106.5,88.75,106,0.471
22200368,True,MEM,14400,113.8,117.1,95.2,97.1,18.6,20.0,0.667,1.88,21.3,0.271,0.689,0.505,15.735,16.2,0.585,0.609,1,0.191,107.58,105.0,87.5,105,0.616
22200368,False,OKC,14400,95.2,97.1,113.8,117.1,-18.6,-20.0,0.735,1.32,17.1,0.311,0.729,0.495,17.737,18.1,0.446,0.499,1,0.2,107.58,105.0,87.5,105,0.384
22200369,True,MIL,14400,130.5,131.3,115.3,117.7,15.2,13.5,0.739,4.86,23.0,0.377,0.796,0.578,7.249,7.3,0.552,0.591,1,0.201,97.3,96.0,80.0,96,0.569
22200369,False,SAC,14400,115.3,117.7,130.5,131.3,-15.2,-13.5,0.442,2.38,15.2,0.204,0.623,0.422,8.16,8.3,0.538,0.576,1,0.196,97.3,96.0,80.0,96,0.431
22200370,True,MIN,14400,108.2,114.2,107.9,109.5,0.2,4.6,0.568,1.09,16.4,0.449,0.844,0.638,20.558,21.7,0.516,0.577,1,0.194,109.22,105.5,87.92,106,0.539
