gameid,home,team,SEC,estOFFRTG,OFFRTG,estDEFRTG,DEFRTG,estNETRTG,NETRTG,ASTpct,ASTtoTOV,ASTratio,ORBpct,DRBpct,REBpct,estteamTOVpct,TOVratio,effFGpct,TSpct,USGpct,estUSGpct,estpace,pace,paceper40,POS,pie
22201091,True,UTA,14400,106.6,108.5,117.4,119.8,-10.7,-11.3,0.615,1.41,17.3,0.167,0.82,0.5,15.764,16.0,0.543,0.588,1,0.195,108.02,106.0,88.33,106,0.452
22201091,False,POR,14400,117.4,119.8,106.6,108.5,10.7,11.3,0.622,3.11,19.6,0.18,0.833,0.5,8.318,8.5,0.554,0.598,1,0.194,108.02,106.0,88.33,106,0.548
22201092,True,LAL,14400,121.7,118.4,106.9,109.9,14.8,8.5,0.692,1.8,20.4,0.2,0.7,0.494,14.964,14.6,0.614,0.676,1,0.198,102.02,102.0,85.0,103,0.601
22201092,False,PHX,14400,106.9,109.9,121.7,118.4,-14.8,-8.5,0.548,1.35,16.6,0.3,0.8,0.506,16.378,16.8,0.533,0.562,1,0.2,102.02,102.0,85.0,101,0.399
22201093,True,ORL,14400,106.5,111.0,106.6,108.2,-0.1,2.8,0.625,1.56,18.2,0.26,0.712,0.49,15.349,16.0,0.534,0.577,1,0.194,101.84,99.0,82.5,100,0.513
22201093,False,NYK,14400,106.6,108.2,106.5,111.0,0.1,-2.8,0.703,2.0,18.8,0.288,0.74,0.51,13.073,13.3,0.489,0.533,1,0.201,101.84,99.0,82.5,98,0.487
22201094,True,BKN,14400,114.1,117.5,119.0,119.6,-4.9,-2.1,0.615,1.5,18.1,0.341,0.68,0.521,16.019,16.5,0.556,0.614,1,0.2,98.66,97.0,80.83,97,0.51
22201094,False,CLE,14400,119.0,119.6,114.1,117.5,4.9,2.1,0.571,2.4,17.9,0.32,0.659,0.479,10.263,10.3,0.539,0.577,1,0.199,98.66,97.0,80.83,97,0.49
22201095,True,NOP,14400,109.9,111.7,93.2,95.0,16.8,16.6,0.578,2.36,18.4,0.283,0.894,0.57,10.516,10.7,0.515,0.55,1,0.197,103.82,102.0,85.0,103,0.593
22201095,False,CHA,14400,93.2,95.0,109.9,111.7,-16.8,-16.6,0.632,1.41,18.3,0.106,0.717,0.43,16.498,16.8,0.512,0.533,1,0.198,103.82,102.0,85.0,101,0.407
22201096,True,LAC,14400,127.3,132.3,106.2,108.2,21.0,24.0,0.723,2.27,24.0,0.308,0.66,0.511,15.03,15.6,0.667,0.684,1,0.195,99.32,96.5,80.42,96,0.635
22201096,False,OKC,14400,106.2,108.2,127.3,132.3,-21.0,-24.0,0.585,1.71,17.7,0.34,0.692,0.489,14.164,14.4,0.511,0.537,1,0.2,99.32,96.5,80.42,97,0.365
22201097,True,BOS,14400,111.8,115.4,90.8,91.3,21.0,24.0,0.636,1.87,19.4,0.231,0.837,0.525,13.972,14.4,0.57,0.592,1,0.196,106.02,104.0,86.67,104,0.593
22201097,False,IND,14400,90.8,91.3,111.8,115.4,-21.0,-24.0,0.615,1.41,17.8,0.163,0.769,0.475,16.24,16.3,0.488,0.507,1,0.199,106.02,104.0,86.67,104,0.407
22201098,True,WAS,14400,135.4,138.8,122.0,124.0,13.4,14.8,0.569,2.9,21.4,0.179,0.717,0.489,9.956,10.2,0.688,0.705,1,0.192,101.02,99.0,82.5,98,0.55
22201098,False,SAS,14400,122.0,124.0,135.4,138.8,-13.4,-14.8,0.686,7.0,23.7,0.283,0.821,0.511,4.921,5.0,0.569,0.576,1,0.197,101.02,99.0,82.5,100,0.45
22201099,True,TOR,14400,117.1,121.6,96.8,102.1,20.3,19.5,0.61,2.27,17.8,0.415,0.738,0.558,10.917,11.3,0.516,0.563,1,0.199,100.48,96.0,80.0,97,0.573
22201099,False,DET,14400,96.8,102.1,117.1,121.6,-20.3,-19.5,0.676,1.05,17.5,0.262,0.585,0.442,21.956,23.2,0.507,0.563,1,0.198,100.48,96.0,80.0,95,0.427
22201100,True,MEM,14400,143.6,148.0,111.5,110.7,32.1,37.4,0.632,3.27,24.6,0.237,0.75,0.512,10.46,10.8,0.747,0.761,1,0.198,103.7,102.5,85.42,102,0.62
22201100,False,HOU,14400,111.5,110.7,143.6,148.0,-32.1,-37.4,0.532,1.56,18.2,0.25,0.763,0.488,15.649,15.5,0.58,0.592,1,0.198,103.7,102.5,85.42,103,0.38
22201101,True,DAL,14400,110.6,110.1,113.7,115.8,-3.1,-5.7,0.61,2.27,19.1,0.156,0.8,0.495,11.161,11.1,0.542,0.576,1,0.199,100.72,100.0,83.33,99,0.458
22201101,False,CHA,14400,113.7,115.8,110.6,110.1,3.1,5.7,0.744,4.0,22.7,0.2,0.844,0.505,7.776,7.9,0.545,0.58,1,0.197,100.72,100.0,83.33,101,0.542
22201102,True,UTA,14400,105.5,107.4,130.9,132.1,-25.4,-24.7,0.7,2.55,17.7,0.333,0.723,0.491,10.004,10.2,0.438,0.488,1,0.2,110.0,108.5,90.42,108,0.368
22201102,False,MIL,14400,130.9,132.1,105.5,107.4,25.4,24.7,0.764,3.23,26.1,0.277,0.667,0.509,11.814,11.9,0.667,0.679,1,0.198,110.0,108.5,90.42,109,0.632
22201103,True,GSW,14400,120.5,120.0,113.2,110.9,7.4,9.1,0.643,2.45,19.8,0.224,0.907,0.543,11.049,11.0,0.58,0.609,1,0.201,99.26,100.5,83.75,100,0.515
22201103,False,PHI,14400,113.2,110.9,120.5,120.0,-7.4,-9.1,0.605,2.3,18.3,0.093,0.776,0.457,10.105,9.9,0.538,0.602,1,0.198,99.26,100.5,83.75,101,0.485
22201104,True,POR,14400,96.1,100.0,129.0,126.5,-32.9,-26.5,0.622,1.64,17.6,0.24,0.676,0.425,14.011,14.6,0.465,0.511,1,0.196,98.04,97.0,80.83,96,0.373
22201104,False,CHI,14400,129.0,126.5,96.1,100.0,32.9,26.5,0.688,1.94,23.5,0.324,0.76,0.575,17.679,17.3,0.673,0.688,1,0.198,98.04,97.0,80.83,98,0.627
22201105,True,SAC,14400,132.2,139.2,124.8,128.3,7.4,10.9,0.617,7.25,21.3,0.233,0.63,0.438,3.918,4.1,0.601,0.655,1,0.2,101.92,98.0,81.67,97,0.523
22201105,False,PHX,14400,124.8,128.3,132.2,139.2,-7.4,-10.9,0.688,2.75,22.5,0.37,0.767,0.562,11.792,12.1,0.59,0.624,1,0.197,101.92,98.0,81.67,99,0.477
22201106,True,LAL,14400,118.0,119.6,112.9,113.3,5.1,6.3,0.476,1.82,14.9,0.346,0.731,0.538,11.188,11.3,0.527,0.561,1,0.199,98.34,97.5,81.25,97,0.533
22201106,False,OKC,14400,112.9,113.3,118.0,119.6,-5.1,-6.3,0.525,2.1,16.0,0.269,0.654,0.462,10.167,10.2,0.511,0.553,1,0.199,98.34,97.5,81.25,98,0.467
22201107,True,ATL,14400,136.2,140.2,120.1,127.5,16.1,12.7,0.623,2.54,21.6,0.488,0.636,0.563,12.381,12.7,0.63,0.668,1,0.198,106.64,102.0,85.0,102,0.555
22201107,False,IND,14400,120.1,127.5,136.2,140.2,-16.1,-12.7,0.635,1.94,21.8,0.364,0.512,0.437,15.7,16.7,0.615,0.642,1,0.196,106.64,102.0,85.0,102,0.445
22201108,True,MIA,14400,108.5,113.6,141.8,146.6,-33.3,-33.0,0.579,1.57,18.0,0.326,0.565,0.449,15.191,15.9,0.55,0.58,1,0.196,91.58,88.0,73.33,88,0.378
22201108,False,BKN,14400,141.8,146.6,108.5,113.6,33.3,33.0,0.682,3.75,21.7,0.435,0.674,0.551,8.791,9.1,0.596,0.645,1,0.194,91.58,88.0,73.33,88,0.622
22201109,True,DEN,14400,121.3,125.2,102.7,101.9,18.7,23.3,0.596,2.33,19.8,0.196,0.88,0.552,11.287,11.7,0.612,0.637,1,0.192,104.78,103.5,86.25,103,0.564
22201109,False,MIL,14400,102.7,101.9,121.3,125.2,-18.7,-23.3,0.667,2.6,19.5,0.12,0.804,0.448,9.686,9.6,0.494,0.545,1,0.2,104.78,103.5,86.25,104,0.436
22201110,True,PHX,14400,129.7,135.9,110.7,111.7,19.1,24.2,0.745,4.38,24.2,0.362,0.739,0.548,8.302,8.7,0.586,0.617,1,0.198,95.62,93.0,77.5,92,0.591
22201110,False,PHI,14400,110.7,111.7,129.7,135.9,-19.1,-24.2,0.618,1.62,17.0,0.261,0.638,0.452,13.702,13.8,0.519,0.584,1,0.196,95.62,93.0,77.5,94,0.409
22201111,True,SAC,14400,121.9,121.0,108.6,113.0,13.3,8.0,0.682,3.33,20.9,0.308,0.681,0.485,9.069,9.0,0.547,0.58,1,0.2,101.64,100.0,83.33,100,0.527
22201111,False,UTA,14400,108.6,113.0,121.9,121.0,-13.3,-8.0,0.638,1.76,20.7,0.319,0.692,0.515,16.34,17.0,0.566,0.576,1,0.195,101.64,100.0,83.33,100,0.473
22201112,True,LAC,14400,107.6,107.8,126.0,129.7,-18.4,-21.9,0.744,1.45,21.8,0.103,0.644,0.393,19.562,19.6,0.62,0.653,1,0.196,103.1,101.5,84.58,102,0.441
22201112,False,NOP,14400,126.0,129.7,107.6,107.8,18.4,21.9,0.706,2.25,23.7,0.356,0.897,0.607,15.391,15.8,0.641,0.655,1,0.198,103.1,101.5,84.58,101,0.559
22201113,True,CHA,14400,111.6,112.2,105.4,105.1,6.2,7.2,0.692,1.93,19.3,0.3,0.865,0.588,14.205,14.3,0.511,0.558,1,0.199,98.62,98.5,82.08,98,0.567
22201113,False,DAL,14400,105.4,105.1,111.6,112.2,-6.2,-7.2,0.563,2.25,15.0,0.135,0.7,0.412,8.107,8.1,0.494,0.555,1,0.203,98.62,98.5,82.08,99,0.433
22201114,True,LAL,14400,111.0,114.9,125.9,122.9,-14.9,-8.0,0.632,1.33,18.6,0.209,0.738,0.471,18.496,19.1,0.593,0.618,1,0.194,95.52,95.0,79.17,94,0.427
22201114,False,CHI,14400,125.9,122.9,111.0,114.9,14.9,8.0,0.681,3.56,23.9,0.262,0.791,0.529,9.603,9.4,0.621,0.636,1,0.201,95.52,95.0,79.17,96,0.573
22201115,True,ATL,14400,112.9,116.7,120.2,121.8,-7.3,-5.1,0.6,2.7,18.4,0.352,0.818,0.561,9.484,9.8,0.495,0.544,1,0.198,103.9,101.5,84.58,102,0.483
22201115,False,MEM,14400,120.2,121.8,112.9,116.7,7.3,5.1,0.583,2.55,20.5,0.182,0.648,0.439,10.746,10.9,0.612,0.632,1,0.199,103.9,101.5,84.58,101,0.517
22201116,True,BOS,14400,129.0,128.0,83.1,85.3,45.9,42.7,0.558,1.93,20.1,0.2,0.892,0.609,14.119,14.0,0.67,0.683,1,0.198,109.08,108.0,90.0,107,0.698
22201116,False,SAS,14400,83.1,85.3,129.0,128.0,-45.9,-42.7,0.611,2.2,16.1,0.108,0.8,0.391,8.935,9.2,0.412,0.443,1,0.195,109.08,108.0,90.0,109,0.302
22201117,True,CLE,14400,118.0,117.4,95.9,100.0,22.1,17.4,0.513,1.82,16.1,0.356,0.652,0.505,12.014,12.0,0.524,0.577,1,0.199,93.24,91.5,76.25,92,0.624
22201117,False,HOU,14400,95.9,100.0,118.0,117.4,-22.1,-17.4,0.571,1.05,15.8,0.348,0.644,0.495,20.017,20.9,0.475,0.518,1,0.193,93.24,91.5,76.25,91,0.376
22201118,True,ORL,14400,119.8,119.0,102.6,106.0,17.2,13.0,0.667,2.73,21.7,0.262,0.667,0.495,11.075,11.0,0.571,0.611,1,0.201,101.32,100.0,83.33,100,0.612
22201118,False,BKN,14400,102.6,106.0,119.8,119.0,-17.2,-13.0,0.459,1.13,12.6,0.333,0.738,0.505,14.518,15.0,0.451,0.513,1,0.196,101.32,100.0,83.33,100,0.388
22201119,True,TOR,14400,114.0,115.2,103.2,104.0,10.8,11.2,0.489,1.69,15.7,0.37,0.712,0.538,12.995,13.1,0.515,0.543,1,0.197,100.42,99.5,82.92,99,0.548
22201119,False,WAS,14400,103.2,104.0,114.0,115.2,-10.8,-11.2,0.658,1.39,18.1,0.288,0.63,0.462,17.857,18.0,0.535,0.549,1,0.195,100.42,99.5,82.92,100,0.452
22201120,True,POR,14400,107.8,109.8,113.1,116.8,-5.3,-7.0,0.462,1.0,13.9,0.273,0.685,0.5,17.328,17.6,0.561,0.597,1,0.2,104.1,101.5,84.58,102,0.441
22201120,False,OKC,14400,113.1,116.8,107.8,109.8,5.3,7.0,0.561,2.09,16.4,0.315,0.727,0.5,10.544,10.9,0.5,0.555,1,0.199,104.1,101.5,84.58,101,0.559
22201121,True,GSW,14400,96.5,96.0,100.0,99.0,-3.5,-3.0,0.735,1.56,19.2,0.163,0.74,0.455,16.084,16.0,0.506,0.536,1,0.197,99.24,100.0,83.33,100,0.477
22201121,False,MIN,14400,100.0,99.0,96.5,96.0,3.5,3.0,0.735,1.47,18.8,0.26,0.837,0.545,17.172,17.0,0.531,0.544,1,0.202,99.24,100.0,83.33,100,0.523
22201122,True,DET,14400,112.7,118.2,125.4,124.8,-12.8,-6.6,0.537,2.2,15.7,0.352,0.66,0.505,9.63,10.1,0.484,0.542,1,0.2,102.14,100.0,83.33,99,0.447
22201122,False,MIL,14400,125.4,124.8,112.7,118.2,12.8,6.6,0.622,3.11,19.5,0.34,0.648,0.495,8.961,8.9,0.547,0.592,1,0.198,102.14,100.0,83.33,101,0.553
22201123,True,IND,14400,100.9,106.1,127.7,129.6,-26.8,-23.5,0.513,1.43,14.6,0.393,0.811,0.559,13.576,14.3,0.462,0.504,1,0.198,101.3,98.0,81.67,98,0.378
22201123,False,DAL,14400,127.7,129.6,100.9,106.1,26.8,23.5,0.617,2.23,21.9,0.189,0.607,0.441,13.068,13.3,0.675,0.702,1,0.197,101.3,98.0,81.67,98,0.622
22201124,True,NYK,14400,133.9,134.3,114.1,115.0,19.8,19.3,0.7,3.18,24.3,0.2,0.714,0.483,10.751,10.8,0.68,0.697,1,0.194,101.54,101.0,84.17,102,0.6
22201124,False,HOU,14400,114.1,115.0,133.9,134.3,-19.8,-19.3,0.571,1.71,17.4,0.286,0.8,0.517,13.894,14.0,0.523,0.576,1,0.2,101.54,101.0,84.17,100,0.4
22201125,True,UTA,14400,102.1,105.1,117.4,120.6,-15.3,-15.5,0.658,1.92,18.4,0.333,0.644,0.5,12.887,13.3,0.494,0.526,1,0.202,100.28,97.5,81.25,98,0.437
22201125,False,PHX,14400,117.4,120.6,102.1,105.1,15.3,15.5,0.721,4.43,20.9,0.356,0.667,0.5,7.022,7.2,0.48,0.529,1,0.197,100.28,97.5,81.25,97,0.563
22201126,True,DEN,14400,120.0,118.4,112.5,114.4,7.5,3.9,0.791,2.83,24.2,0.286,0.729,0.522,12.412,12.2,0.571,0.613,1,0.201,97.68,97.5,81.25,98,0.571
22201126,False,PHI,14400,112.5,114.4,120.0,118.4,-7.5,-3.9,0.419,1.64,14.1,0.271,0.714,0.478,11.147,11.3,0.528,0.562,1,0.199,97.68,97.5,81.25,97,0.429
22201127,True,POR,14400,87.7,90.9,121.0,124.0,-33.3,-33.1,0.429,1.25,12.1,0.196,0.676,0.387,11.696,12.1,0.428,0.466,1,0.199,102.54,99.5,82.92,99,0.276
22201127,False,NOP,14400,121.0,124.0,87.7,90.9,33.3,33.1,0.633,1.82,21.9,0.324,0.804,0.613,16.589,17.0,0.64,0.663,1,0.196,102.54,99.5,82.92,100,0.724
22201128,True,SAC,14400,115.5,119.8,124.0,124.0,-8.5,-4.2,0.41,1.6,12.5,0.354,0.667,0.505,10.04,10.4,0.494,0.566,1,0.201,97.78,96.0,80.0,96,0.448
22201128,False,MIN,14400,124.0,124.0,115.5,119.8,8.5,4.2,0.75,5.5,23.6,0.333,0.646,0.495,6.253,6.3,0.564,0.589,1,0.204,97.78,96.0,80.0,96,0.552
22201129,True,LAC,14400,124.0,126.5,114.0,115.5,9.9,11.1,0.854,2.28,27.9,0.263,0.756,0.519,17.993,18.4,0.716,0.704,1,0.192,99.14,97.5,81.25,98,0.554
22201129,False,CHI,14400,114.0,115.5,124.0,126.5,-9.9,-11.1,0.591,1.73,19.7,0.244,0.737,0.481,15.269,15.5,0.591,0.614,1,0.198,99.14,97.5,81.25,97,0.446
22201130,True,WAS,14400,118.5,128.7,107.9,108.8,10.5,19.9,0.611,3.0,22.2,0.319,0.771,0.547,10.026,10.9,0.611,0.621,1,0.195,106.28,101.5,84.58,101,0.561
22201130,False,BOS,14400,107.9,108.8,118.5,128.7,-10.5,-19.9,0.644,2.42,20.9,0.229,0.681,0.453,11.669,11.8,0.543,0.567,1,0.2,106.28,101.5,84.58,102,0.439
22201131,True,ATL,14400,114.8,120.0,117.2,118.0,-2.4,2.0,0.61,1.67,17.4,0.373,0.74,0.554,14.351,15.0,0.528,0.58,1,0.192,102.6,100.0,83.33,100,0.533
22201131,False,CLE,14400,117.2,118.0,114.8,120.0,2.4,-2.0,0.426,2.5,15.3,0.26,0.627,0.446,7.946,8.0,0.554,0.575,1,0.201,102.6,100.0,83.33,100,0.467
22201132,True,TOR,14400,116.5,116.5,99.6,100.0,16.9,16.5,0.711,3.56,23.2,0.327,0.688,0.505,9.894,9.9,0.527,0.547,1,0.2,91.66,91.5,76.25,91,0.597
22201132,False,MIA,14400,99.6,100.0,116.5,116.5,-16.9,-16.5,0.563,1.13,14.7,0.313,0.673,0.495,17.324,17.4,0.463,0.521,1,0.197,91.66,91.5,76.25,92,0.403
22201133,True,MEM,14400,104.5,105.6,94.2,101.9,10.3,3.7,0.619,1.53,18.4,0.235,0.733,0.505,15.723,15.9,0.545,0.576,1,0.2,111.36,106.5,88.75,107,0.542
22201133,False,ORL,14400,94.2,101.9,104.5,105.6,-10.3,-3.7,0.585,1.5,16.4,0.267,0.765,0.495,13.962,15.1,0.48,0.507,1,0.199,111.36,106.5,88.75,106,0.458
22201134,True,OKC,14400,118.8,120.7,124.3,124.5,-5.5,-3.8,0.5,2.27,17.3,0.224,0.688,0.454,9.755,9.9,0.578,0.616,1,0.199,111.48,110.5,92.08,111,0.486
22201134,False,CHA,14400,124.3,124.5,118.8,120.7,5.5,3.8,0.654,1.89,21.4,0.313,0.776,0.546,16.334,16.4,0.628,0.639,1,0.198,111.48,110.5,92.08,110,0.514
22201135,True,GSW,14400,120.4,118.8,104.6,109.0,15.7,9.8,0.744,1.68,22.4,0.279,0.688,0.495,19.061,18.8,0.634,0.654,1,0.195,101.92,100.5,83.75,101,0.551
22201135,False,NOP,14400,104.6,109.0,120.4,118.8,-15.7,-9.8,0.714,1.58,20.7,0.313,0.721,0.505,18.241,19.0,0.533,0.567,1,0.193,101.92,100.5,83.75,100,0.449
22201136,True,IND,14400,125.1,124.8,134.0,138.0,-8.9,-13.2,0.679,4.5,23.3,0.196,0.579,0.36,7.361,7.3,0.594,0.614,1,0.194,109.94,108.5,90.42,109,0.444
22201136,False,MIL,14400,134.0,138.0,125.1,124.8,8.9,13.2,0.483,1.47,18.3,0.421,0.804,0.64,17.086,17.6,0.677,0.702,1,0.192,109.94,108.5,90.42,108,0.556
22201137,True,BKN,14400,125.7,126.8,117.2,116.3,8.4,10.5,0.75,2.75,23.8,0.209,0.607,0.434,12.26,12.4,0.64,0.655,1,0.198,97.56,97.5,81.25,97,0.557
22201137,False,HOU,14400,117.2,116.3,125.7,126.8,-8.4,-10.5,0.457,2.1,15.2,0.393,0.791,0.566,10.284,10.2,0.515,0.532,1,0.2,97.56,97.5,81.25,98,0.443
22201138,True,NYK,14400,108.5,111.0,102.0,100.0,6.4,11.0,0.579,1.38,17.7,0.256,0.826,0.551,17.182,17.6,0.586,0.586,1,0.196,91.64,91.5,76.25,91,0.575
22201138,False,MIA,14400,102.0,100.0,108.5,111.0,-6.4,-11.0,0.571,1.82,17.2,0.174,0.744,0.449,12.201,12.0,0.525,0.54,1,0.202,91.64,91.5,76.25,92,0.425
22201139,True,PHI,14400,124.5,124.7,111.4,116.1,13.0,8.6,0.703,2.36,20.0,0.304,0.739,0.522,11.803,11.8,0.569,0.622,1,0.198,95.06,93.0,77.5,93,0.563
22201139,False,DAL,14400,111.4,116.1,124.5,124.7,-13.0,-8.6,0.632,1.71,18.6,0.261,0.696,0.478,14.445,15.1,0.566,0.594,1,0.196,95.06,93.0,77.5,93,0.438
22201140,True,CHI,14400,108.1,111.1,118.4,123.5,-10.3,-12.4,0.689,2.21,22.3,0.205,0.605,0.402,13.763,14.1,0.563,0.587,1,0.195,101.96,98.5,82.08,99,0.465
22201140,False,LAL,14400,118.4,123.5,108.1,111.1,10.3,12.4,0.489,1.38,16.0,0.395,0.795,0.598,15.656,16.3,0.564,0.61,1,0.196,101.96,98.5,82.08,98,0.535
22201141,True,MEM,14400,124.2,123.4,134.7,133.0,-10.6,-9.7,0.531,2.0,17.8,0.347,0.917,0.588,12.227,12.1,0.574,0.615,1,0.201,105.48,106.5,88.75,107,0.476
22201141,False,LAC,14400,134.7,133.0,124.2,123.4,10.6,9.7,0.583,1.75,20.6,0.083,0.653,0.412,15.291,15.1,0.756,0.769,1,0.199,105.48,106.5,88.75,106,0.524
22201142,True,OKC,14400,109.2,113.8,112.6,112.8,-3.4,1.1,0.487,1.9,15.0,0.286,0.714,0.484,10.204,10.6,0.506,0.546,1,0.194,96.08,94.0,78.33,94,0.491
22201142,False,DET,14400,112.6,112.8,109.2,113.8,3.4,-1.1,0.675,1.5,20.6,0.286,0.714,0.516,19.116,19.1,0.6,0.615,1,0.198,96.08,94.0,78.33,94,0.509
22201143,True,SAS,14400,106.1,108.3,119.9,119.6,-13.7,-11.3,0.689,2.07,20.6,0.269,0.786,0.5,13.607,13.9,0.526,0.561,1,0.2,108.52,107.5,89.58,108,0.459
22201143,False,UTA,14400,119.9,119.6,106.1,108.3,13.7,11.3,0.571,1.75,19.6,0.214,0.731,0.5,14.981,15.0,0.611,0.648,1,0.2,108.52,107.5,89.58,107,0.541
22201144,True,PHX,14400,106.1,108.1,99.7,101.0,6.3,7.1,0.575,2.88,16.6,0.305,0.642,0.464,7.93,8.1,0.448,0.496,1,0.198,100.58,99.0,82.5,99,0.564
22201144,False,MIN,14400,99.7,101.0,106.1,108.1,-6.3,-7.1,0.6,1.14,17.1,0.358,0.695,0.536,20.941,21.2,0.511,0.525,1,0.2,100.58,99.0,82.5,99,0.436
22201145,True,POR,14400,76.7,77.7,117.0,116.5,-40.3,-38.8,0.6,1.29,13.8,0.172,0.75,0.431,13.425,13.6,0.371,0.407,1,0.2,103.42,103.0,85.83,103,0.281
22201145,False,SAC,14400,117.0,116.5,76.7,77.7,40.3,38.8,0.714,3.0,21.0,0.25,0.828,0.569,9.75,9.7,0.554,0.585,1,0.199,103.42,103.0,85.83,103,0.719
22201146,True,MIL,14400,94.5,98.0,137.5,141.4,-43.0,-43.4,0.579,1.69,15.5,0.338,0.762,0.505,12.414,12.9,0.446,0.464,1,0.199,103.26,100.0,83.33,101,0.307
22201146,False,BOS,14400,137.5,141.4,94.5,98.0,43.0,43.4,0.549,3.11,20.5,0.238,0.662,0.495,8.841,9.1,0.681,0.701,1,0.197,103.26,100.0,83.33,99,0.693
22201147,True,DEN,14400,94.5,95.7,114.2,116.3,-19.7,-20.7,0.656,2.1,16.8,0.278,0.75,0.49,10.743,10.9,0.425,0.468,1,0.2,93.38,92.0,76.67,92,0.382
22201147,False,NOP,14400,114.2,116.3,94.5,95.7,19.7,20.7,0.579,1.83,17.8,0.25,0.722,0.51,12.81,13.0,0.556,0.597,1,0.195,93.38,92.0,76.67,92,0.618
22201148,True,CHA,14400,91.5,94.8,126.5,126.0,-34.9,-31.3,0.771,1.23,20.7,0.205,0.778,0.494,22.133,22.9,0.545,0.559,1,0.197,97.54,96.0,80.0,96,0.348
22201148,False,CHI,14400,126.5,126.0,91.5,94.8,34.9,31.3,0.556,3.57,19.3,0.222,0.795,0.506,7.316,7.3,0.585,0.619,1,0.199,97.54,96.0,80.0,96,0.653
22201149,True,IND,14400,113.8,115.2,113.6,111.4,0.2,3.8,0.667,1.88,19.2,0.414,0.735,0.561,15.049,15.2,0.52,0.548,1,0.198,104.64,105.0,87.5,105,0.505
22201149,False,OKC,14400,113.6,111.4,113.8,115.2,-0.2,-3.8,0.5,1.91,15.6,0.265,0.586,0.439,10.684,10.5,0.5,0.568,1,0.2,104.64,105.0,87.5,105,0.495
22201150,True,PHI,14400,125.8,130.0,118.1,122.2,7.7,7.8,0.683,1.56,21.5,0.394,0.609,0.519,19.355,20.0,0.644,0.696,1,0.194,93.06,90.0,75.0,90,0.558
22201150,False,TOR,14400,118.1,122.2,125.8,130.0,-7.7,-7.8,0.619,2.0,19.5,0.391,0.606,0.481,13.96,14.4,0.548,0.584,1,0.198,93.06,90.0,75.0,90,0.442
22201151,True,WAS,14400,100.7,105.8,111.1,113.7,-10.4,-7.9,0.585,1.85,16.3,0.323,0.787,0.518,12.006,12.6,0.471,0.494,1,0.195,106.36,102.5,85.42,103,0.405
22201151,False,ORL,14400,111.1,113.7,100.7,105.8,10.4,7.9,0.591,2.36,19.1,0.213,0.677,0.482,10.532,10.8,0.545,0.583,1,0.199,106.36,102.5,85.42,102,0.595
22201152,True,BOS,14400,113.3,117.3,106.4,109.6,6.9,7.7,0.643,2.25,18.7,0.255,0.686,0.462,11.144,11.5,0.526,0.577,1,0.197,107.42,104.0,86.67,104,0.528
22201152,False,UTA,14400,106.4,109.6,113.3,117.3,-6.9,-7.7,0.5,1.28,16.1,0.314,0.745,0.538,16.797,17.3,0.526,0.558,1,0.196,107.42,104.0,86.67,104,0.472
22201153,True,BKN,14400,126.9,130.5,111.3,111.5,15.6,19.1,0.673,2.54,23.6,0.25,0.63,0.468,13.303,13.7,0.642,0.662,1,0.193,96.92,95.5,79.58,95,0.58
22201153,False,ATL,14400,111.3,111.5,126.9,130.5,-15.6,-19.1,0.59,2.09,17.0,0.37,0.75,0.532,11.444,11.5,0.473,0.529,1,0.202,96.92,95.5,79.58,96,0.42
22201154,True,CLE,14400,117.5,123.4,133.3,136.8,-15.7,-13.4,0.75,3.3,24.5,0.186,0.62,0.419,10.13,10.6,0.61,0.632,1,0.199,98.14,94.5,78.75,94,0.468
22201154,False,NYK,14400,133.3,136.8,117.5,123.4,15.7,13.4,0.49,2.4,17.4,0.38,0.814,0.581,10.25,10.5,0.618,0.628,1,0.194,98.14,94.5,78.75,95,0.532
22201155,True,HOU,14400,120.0,119.8,115.1,116.2,4.9,3.6,0.474,1.5,13.6,0.388,0.686,0.54,11.905,11.9,0.524,0.589,1,0.2,100.34,100.0,83.33,101,0.526
22201155,False,DET,14400,115.1,116.2,120.0,119.8,-4.9,-3.6,0.558,2.0,17.5,0.314,0.612,0.46,12.014,12.1,0.545,0.57,1,0.2,100.34,100.0,83.33,99,0.474
22201156,True,MEM,14400,101.4,102.9,90.5,90.4,11.0,12.5,0.581,1.67,17.4,0.25,0.772,0.513,14.087,14.3,0.495,0.522,1,0.194,105.2,104.5,87.08,105,0.56
22201156,False,LAC,14400,90.5,90.4,101.4,102.9,-11.0,-12.5,0.765,1.44,18.3,0.228,0.75,0.487,17.321,17.3,0.439,0.48,1,0.198,105.2,104.5,87.08,104,0.44
22201157,True,MIN,14400,103.4,106.7,118.0,116.0,-14.7,-9.3,0.61,1.56,17.3,0.236,0.617,0.412,14.903,15.4,0.5,0.537,1,0.196,105.78,105.0,87.5,104,0.408
22201157,False,LAL,14400,118.0,116.0,103.4,106.7,14.7,9.3,0.622,1.75,19.0,0.383,0.764,0.588,15.355,15.1,0.55,0.596,1,0.201,105.78,105.0,87.5,106,0.592
22201158,True,GSW,14400,125.9,131.3,112.6,115.0,13.3,16.3,0.787,2.47,24.0,0.333,0.66,0.5,14.529,15.2,0.618,0.636,1,0.194,102.68,99.5,82.92,99,0.559
