gameid,home,team,SEC,PTSoffTOV,2ndPTS,FBPTS,PIP,oppPTSoffTOV,opp2ndPTS,oppFBPTS,oppPIP,BLK,BLKA,PF,foulsdrawn
22200744,True,ORL,14400,22,7,13,56,17,8,5,44,0,6,18,22
22200744,False,CHI,14400,17,8,5,44,22,7,13,56,6,0,22,18
22200745,True,ATL,14400,23,17,24,62,14,11,7,32,2,5,18,15
22200745,False,LAC,14400,14,11,7,32,23,17,24,62,5,2,15,18
22200746,True,MIN,14400,8,14,14,38,23,7,9,54,2,0,26,21
22200746,False,SAC,14400,23,7,9,54,8,14,14,38,0,2,21,26
22200747,True,NOP,14400,14,11,17,56,13,25,6,50,8,8,26,17
22200747,False,WAS,14400,13,25,6,50,14,11,17,56,8,8,17,26
22200748,True,SAS,15900,11,10,15,66,14,15,8,52,4,6,20,19
22200748,False,PHX,15900,14,15,8,52,11,10,15,66,6,4,19,20
22200749,True,BOS,15900,17,11,22,44,13,24,16,62,9,0,22,23
22200749,False,LAL,15900,13,24,16,62,17,11,22,44,0,9,23,22
22200750,True,UTA,14400,13,20,16,48,16,17,11,28,6,3,23,18
22200750,False,DAL,14400,16,17,11,28,13,20,16,48,3,6,18,23
22200751,True,POR,14400,11,5,9,60,22,22,6,68,6,3,16,18
22200751,False,TOR,14400,22,22,6,68,11,5,9,60,3,6,18,16
22200752,True,CHA,14400,16,11,25,58,25,14,10,56,3,0,18,17
22200752,False,MIA,14400,25,14,10,56,16,11,25,58,0,3,17,18
22200753,True,MEM,14400,19,21,22,66,5,18,15,46,8,6,21,22
22200753,False,IND,14400,5,18,15,46,19,21,22,66,6,8,22,21
22200754,True,CLE,14400,24,4,19,40,14,17,17,58,7,0,23,19
22200754,False,LAC,14400,14,17,17,58,24,4,19,40,0,7,19,23
22200755,True,MIL,14400,16,20,13,58,13,12,11,44,4,3,18,20
22200755,False,NOP,14400,13,12,11,44,16,20,13,58,3,4,20,18
22200756,True,PHI,14400,17,8,14,50,20,22,28,54,3,6,25,16
22200756,False,ORL,14400,20,22,28,54,17,8,14,50,6,3,16,25
22200757,True,BKN,14400,21,10,17,42,11,17,6,38,9,3,25,16
22200757,False,LAL,14400,11,17,6,38,21,10,17,42,3,9,16,25
22200758,True,MIN,15900,9,12,5,50,21,16,14,68,3,3,16,21
22200758,False,SAC,15900,21,16,14,68,9,12,5,50,3,3,21,16
22200759,True,OKC,14400,13,11,17,54,14,9,14,46,4,4,18,18
22200759,False,GSW,14400,14,9,14,46,13,11,17,54,4,4,18,18
22200760,True,SAS,14400,16,17,13,66,6,9,12,56,6,8,20,19
22200760,False,WAS,14400,6,9,12,56,16,17,13,66,8,6,19,20
22200761,True,DAL,14400,21,13,7,52,18,14,12,26,1,6,18,31
22200761,False,DET,14400,18,14,12,26,21,13,7,52,6,1,31,18
22200762,True,PHX,14400,17,18,20,54,19,23,18,54,4,4,16,19
22200762,False,TOR,14400,19,23,18,54,17,18,20,54,4,4,19,16
22200763,True,POR,14400,5,3,14,34,14,21,2,50,7,0,21,21
22200763,False,ATL,14400,14,21,2,50,5,3,14,34,0,7,21,21
22200764,True,CLE,14400,11,5,16,50,21,11,7,36,6,3,20,17
22200764,False,MIA,14400,21,11,7,36,11,5,16,50,3,6,17,20
22200765,True,NYK,15900,22,15,8,62,11,8,9,54,3,1,24,23
22200765,False,LAL,15900,11,8,9,54,22,15,8,62,1,3,23,24
22200766,True,CHI,14400,11,4,15,42,24,8,20,42,6,6,19,16
22200766,False,LAC,14400,24,8,20,42,11,4,15,42,6,6,16,19
22200767,True,MIL,14400,9,21,21,50,15,15,18,48,8,6,21,24
22200767,False,CHA,14400,15,15,18,48,9,21,21,50,6,8,24,21
22200768,True,DEN,14400,16,9,26,50,23,13,15,52,3,2,21,24
22200768,False,NOP,14400,23,13,15,52,16,9,26,50,2,3,24,21
22200769,True,DET,14400,16,16,9,52,14,14,15,62,3,5,16,20
22200769,False,WAS,14400,14,14,15,62,16,16,9,52,5,3,20,16
22200770,True,PHI,14400,19,4,20,38,24,18,13,46,4,4,24,21
22200770,False,ORL,14400,24,18,13,46,19,4,20,38,4,4,21,24
22200771,True,MEM,14400,18,12,17,62,28,6,12,40,7,5,22,22
22200771,False,POR,14400,28,6,12,40,18,12,17,62,5,7,22,22
22200772,True,BOS,14400,12,15,30,54,13,2,10,40,4,1,13,12
22200772,False,BKN,14400,13,2,10,40,12,15,30,54,1,4,12,13
22200773,True,HOU,14400,9,25,10,66,23,26,12,46,12,6,20,23
22200773,False,OKC,14400,23,26,12,46,9,25,10,66,6,12,23,20
22200774,True,MIN,15900,24,7,13,54,17,7,17,48,7,4,23,24
22200774,False,GSW,15900,17,7,17,48,24,7,13,54,4,7,24,23
22200775,True,SAS,14400,8,16,6,68,25,8,12,74,1,3,17,13
22200775,False,SAC,14400,25,8,12,74,8,16,6,68,3,1,13,17
22200776,True,UTA,14400,9,15,14,54,19,18,28,68,11,2,17,22
22200776,False,TOR,14400,19,18,28,68,9,15,14,54,2,11,22,17
22200777,True,PHX,14400,12,18,13,52,31,10,17,52,4,5,13,24
22200777,False,ATL,14400,31,10,17,52,12,18,13,52,5,4,24,13
22200778,True,IND,14400,14,6,26,48,16,18,15,60,6,5,21,10
22200778,False,LAL,14400,16,18,15,60,14,6,26,48,5,6,10,21
22200779,True,CLE,14400,20,15,16,64,19,8,17,44,7,5,17,23
22200779,False,MEM,14400,19,8,17,44,20,15,16,64,5,7,23,17
22200780,True,NYK,14400,11,14,10,52,21,11,9,36,0,3,17,15
22200780,False,MIA,14400,21,11,9,36,11,14,10,52,3,0,15,17
22200781,True,CHI,14400,22,14,14,54,16,23,18,56,3,4,18,15
22200781,False,CHA,14400,16,23,18,56,22,14,14,54,4,3,15,18
22200782,True,DAL,14400,27,18,8,38,13,16,22,68,3,5,24,26
22200782,False,NOP,14400,13,16,22,68,27,18,8,38,5,3,26,24
22200783,True,DEN,14400,16,12,15,54,19,8,7,44,2,4,19,23
22200783,False,GSW,14400,19,8,7,44,16,12,15,54,4,2,23,19
22200784,True,MIL,14400,9,10,15,48,8,15,10,36,0,4,17,22
22200784,False,LAC,14400,8,15,10,36,9,10,15,48,4,0,22,17
22200785,True,DET,14400,13,17,2,56,30,12,15,58,3,2,22,20
22200785,False,CHA,14400,30,12,15,58,13,17,2,56,2,3,20,22
22200786,True,IND,14400,23,13,28,44,20,11,17,40,5,5,18,15
22200786,False,SAC,14400,20,11,17,40,23,13,28,44,5,5,15,18
22200787,True,WAS,14400,7,19,6,52,14,10,12,46,3,2,19,17
22200787,False,POR,14400,14,10,12,46,7,19,6,52,2,3,17,19
22200788,True,BOS,14400,6,5,14,32,16,11,9,38,3,6,21,22
22200788,False,PHX,14400,16,11,9,38,6,5,14,32,6,3,22,21
22200789,True,HOU,14400,15,11,10,64,14,15,20,38,4,7,26,25
22200789,False,TOR,14400,14,15,20,38,15,11,10,64,7,4,25,26
22200790,True,MIN,14400,19,21,10,44,26,28,2,56,7,3,27,24
22200790,False,ORL,14400,26,28,2,56,19,21,10,44,3,7,24,27
22200791,True,SAS,14400,17,14,8,80,26,21,20,64,0,3,25,13
22200791,False,PHI,14400,26,21,20,64,17,14,8,80,3,0,13,25
22200792,True,UTA,14400,12,14,15,46,13,11,11,56,2,5,22,18
22200792,False,ATL,14400,13,11,11,56,12,14,15,46,5,2,18,22
22200793,True,BKN,14400,23,12,27,46,22,13,6,44,10,3,28,21
22200793,False,WAS,14400,22,13,6,44,23,12,27,46,3,10,21,28
22200794,True,DET,14400,21,20,10,30,22,11,5,54,2,2,27,23
22200794,False,PHX,14400,22,11,5,54,21,20,10,30,2,2,23,27
22200795,True,NYK,15900,13,15,5,44,14,18,12,42,3,4,30,20
22200795,False,LAC,15900,14,18,12,42,13,15,5,44,4,3,20,30
22200796,True,CHI,14400,10,14,8,52,17,0,6,48,3,3,19,19
22200796,False,POR,14400,17,0,6,48,10,14,8,52,3,3,19,19
22200797,True,MIL,14400,13,14,22,54,12,16,11,58,4,2,14,23
22200797,False,MIA,14400,12,16,11,58,13,14,22,54,2,4,23,14
22200798,True,NOP,14400,14,16,12,62,12,12,23,58,0,3,22,20
22200798,False,LAL,14400,12,12,23,58,14,16,12,62,3,0,20,22
22200799,True,OKC,14400,25,21,27,62,14,16,12,68,6,8,19,18
22200799,False,HOU,14400,14,16,12,68,25,21,27,62,8,6,18,19
22200800,True,GSW,14400,19,7,12,56,11,16,11,46,5,1,24,18
22200800,False,DAL,14400,11,16,11,46,19,7,12,56,1,5,18,24
22200801,True,DEN,14400,18,12,19,48,11,12,11,56,6,7,15,18
22200801,False,ATL,14400,11,12,11,56,18,12,19,48,7,6,18,15
22200802,True,CHA,14400,13,9,19,56,21,21,7,62,6,2,23,18
22200802,False,ORL,14400,21,21,7,62,13,9,19,56,2,6,18,23
22200803,True,IND,14400,12,15,17,54,16,13,12,58,6,5,20,20
22200803,False,CLE,14400,16,13,12,58,12,15,17,54,5,6,20,20
22200804,True,NYK,14400,13,20,8,42,9,7,14,36,1,4,28,23
22200804,False,PHI,14400,9,7,14,36,13,20,8,42,4,1,23,28
22200805,True,MEM,14400,17,7,14,54,29,21,15,62,9,3,16,16
22200805,False,TOR,14400,29,21,15,62,17,7,14,54,3,9,16,16
22200806,True,MIN,14400,32,14,24,72,14,5,19,40,3,5,23,23
22200806,False,DEN,14400,14,5,19,40,32,14,24,72,5,3,23,23
22200807,True,NOP,14400,20,10,13,66,12,18,10,44,3,5,23,22
22200807,False,SAC,14400,12,18,10,44,20,10,13,66,5,3,22,23
22200808,True,DET,14400,15,11,14,40,11,13,9,42,6,5,20,22
22200808,False,BOS,14400,11,13,9,42,15,11,14,40,5,6,22,20
22200809,True,WAS,14400,16,11,6,38,15,6,17,58,5,6,18,15
22200809,False,CLE,14400,15,6,17,58,16,11,6,38,6,5,15,18
22200810,True,BKN,14400,8,8,14,40,25,13,12,52,5,5,26,19
22200810,False,LAC,14400,25,13,12,52,8,8,14,40,5,5,19,26
22200811,True,CHI,14400,20,10,20,74,11,6,20,58,6,3,12,23
22200811,False,SAS,14400,11,6,20,58,20,10,20,74,3,6,23,12
22200812,True,HOU,14400,10,20,5,60,16,11,19,56,4,5,15,22
22200812,False,SAC,14400,16,11,19,56,10,20,5,60,5,4,22,15
22200813,True,UTA,14400,16,12,4,62,20,24,27,42,4,4,23,25
22200813,False,DAL,14400,20,24,27,42,16,12,4,62,4,4,25,23
22200814,True,GSW,14400,15,23,13,48,16,5,15,52,3,3,17,10
22200814,False,OKC,14400,16,5,15,52,15,23,13,48,3,3,10,17
22200815,True,POR,14400,17,10,8,50,13,9,14,44,2,2,20,27
22200815,False,MIL,14400,13,9,14,44,17,10,8,50,2,2,27,20
22200816,True,ORL,14400,11,9,4,48,13,14,5,36,4,2,19,22
22200816,False,NYK,14400,13,14,5,36,11,9,4,48,2,4,22,19
22200817,True,BKN,14400,14,9,19,52,26,19,10,64,2,4,21,24
22200817,False,PHX,14400,26,19,10,64,14,9,19,52,4,2,24,21
22200818,True,NOP,14400,12,22,17,56,13,7,8,40,2,6,19,21
22200818,False,ATL,14400,13,7,8,40,12,22,17,56,6,2,21,19
22200819,True,MEM,14400,18,9,13,54,8,20,18,34,7,3,21,16
22200819,False,CHI,14400,8,20,18,34,18,9,13,54,3,7,16,21
22200820,True,DEN,14400,23,14,22,74,10,13,11,54,5,7,21,16
22200820,False,MIN,14400,10,13,11,54,23,14,22,74,7,5,16,21
22200821,True,LAL,14400,16,8,23,62,27,9,22,52,3,2,19,18
22200821,False,OKC,14400,27,9,22,52,16,8,23,62,2,3,18,19
22200822,True,CLE,14400,16,16,10,70,16,13,6,32,4,6,16,21
22200822,False,DET,14400,16,13,6,32,16,16,10,70,6,4,21,16
22200823,True,WAS,14400,8,21,4,44,18,12,19,52,12,5,17,17
22200823,False,CHA,14400,18,12,19,52,8,21,4,44,5,12,17,17
22200824,True,BOS,14400,10,6,6,36,19,10,11,38,5,3,19,16
22200824,False,PHI,14400,19,10,11,38,10,6,6,36,3,5,16,19
22200825,True,MIA,14400,12,20,14,52,15,13,6,42,3,5,22,25
22200825,False,IND,14400,15,13,6,42,12,20,14,52,5,3,25,22
22200826,True,TOR,14400,22,10,27,50,18,6,19,48,7,4,19,18
22200826,False,SAS,14400,18,6,19,48,22,10,27,50,4,7,18,19
22200827,True,HOU,14400,14,17,12,70,27,8,22,64,7,4,21,15
22200827,False,SAC,14400,27,8,22,64,14,17,12,70,4,7,15,21
22200828,True,UTA,14400,10,18,2,62,8,15,27,60,5,6,12,19
22200828,False,MIN,14400,8,15,27,60,10,18,2,62,6,5,19,12
22200829,True,LAC,14400,13,7,6,34,17,11,24,44,4,6,18,20
22200829,False,DAL,14400,17,11,24,44,13,7,6,34,6,4,20,18
22200830,True,POR,14400,11,20,9,66,30,12,19,42,3,2,16,24
22200830,False,GSW,14400,30,12,19,42,11,20,9,66,2,3,24,16
22200831,True,ORL,14400,22,18,18,64,12,13,17,52,6,5,16,15
22200831,False,DEN,14400,12,13,17,52,22,18,18,64,5,6,15,16
22200832,True,ATL,14400,12,25,9,56,20,17,18,58,4,10,22,19
22200832,False,PHX,14400,20,17,18,58,12,25,9,56,10,4,19,22
22200833,True,BKN,14400,16,15,12,42,14,10,10,54,1,2,20,16
22200833,False,CHI,14400,14,10,10,54,16,15,12,42,2,1,16,20
22200834,True,LAL,14400,16,11,2,44,15,23,10,54,2,7,19,20
22200834,False,MIL,14400,15,23,10,54,16,11,2,44,7,2,20,19
22200835,True,DET,17400,26,25,12,62,20,21,10,58,5,3,29,32
22200835,False,SAS,17400,20,21,10,58,26,25,12,62,3,5,32,29
22200836,True,IND,14400,10,18,19,40,26,26,5,54,3,2,16,24
22200836,False,PHX,14400,26,26,5,54,10,18,19,40,2,3,24,16
22200837,True,PHI,14400,16,6,20,50,8,4,19,48,2,5,15,17
22200837,False,NYK,14400,8,4,19,48,16,6,20,50,5,2,17,15
22200838,True,BOS,14400,13,8,6,34,25,14,20,48,7,6,22,18
22200838,False,CHA,14400,25,14,20,48,13,8,6,34,6,7,18,22
22200839,True,TOR,14400,21,22,22,48,12,15,8,76,3,6,30,20
22200839,False,UTA,14400,12,15,8,76,21,22,22,48,6,3,20,30
22200840,True,MIA,14400,16,6,17,34,17,14,18,54,6,4,23,21
22200840,False,HOU,14400,17,14,18,54,16,6,17,34,4,6,21,23
22200841,True,MEM,14400,18,10,17,72,16,9,11,48,6,4,19,20
22200841,False,MIN,14400,16,9,11,48,18,10,17,72,4,6,20,19
22200842,True,NOP,14400,21,10,17,58,19,25,9,70,3,5,18,22
22200842,False,CLE,14400,19,25,9,70,21,10,17,58,5,3,22,18
22200843,True,POR,14400,13,11,12,42,28,13,17,70,5,3,27,26
22200843,False,OKC,14400,28,13,17,70,13,11,12,42,3,5,26,27
22200844,True,SAC,14400,10,11,15,54,15,18,2,44,4,0,19,19
22200844,False,DAL,14400,15,18,2,44,10,11,15,54,0,4,19,19
22200845,True,LAC,14400,10,2,16,46,15,20,11,50,7,4,12,13
22200845,False,MIL,14400,15,20,11,50,10,2,16,46,4,7,13,12
22200846,True,BKN,14400,18,18,12,34,12,11,3,40,6,3,20,12
22200846,False,PHI,14400,12,11,3,40,18,18,12,34,3,6,12,20
22200847,True,CHA,14400,11,13,10,52,17,10,16,78,8,5,18,20
22200847,False,DEN,14400,17,10,16,78,11,13,10,52,5,8,20,18
22200848,True,ORL,15900,24,6,17,46,17,14,5,42,5,6,24,22
22200848,False,MIA,15900,17,14,5,42,24,6,17,46,6,5,22,24
22200849,True,WAS,14400,14,10,12,56,18,27,12,48,7,3,16,18
22200849,False,IND,14400,18,27,12,48,14,10,12,56,3,7,18,16
22200850,True,ATL,14400,25,17,13,70,12,18,16,58,6,5,10,17
22200850,False,SAS,14400,12,18,16,58,25,17,13,70,5,6,17,10
22200851,True,NYK,14400,17,24,18,48,10,8,11,64,4,7,24,24
22200851,False,UTA,14400,10,8,11,64,17,24,18,48,7,4,24,24
22200852,True,CLE,14400,21,14,6,48,11,2,13,54,4,3,15,22
22200852,False,CHI,14400,11,2,13,54,21,14,6,48,3,4,22,15
22200853,True,GSW,14400,21,9,18,44,13,16,13,50,6,4,21,12
22200853,False,LAL,14400,13,16,13,50,21,9,18,44,4,6,12,21
22200854,True,SAC,15900,24,17,24,74,9,8,11,46,0,4,17,19
22200854,False,DAL,15900,9,8,11,46,24,17,24,74,4,0,19,17
22200855,True,BOS,14400,9,13,7,34,17,8,14,60,3,5,14,22
22200855,False,MEM,14400,17,8,14,60,9,13,7,34,5,3,22,14
22200856,True,TOR,14400,14,14,18,50,5,11,10,42,8,4,26,26
22200856,False,DET,14400,5,11,10,42,14,14,18,50,4,8,26,26
22200857,True,CHA,14400,11,6,21,54,19,14,15,74,5,4,19,15
22200857,False,ATL,14400,19,14,15,74,11,6,21,54,4,5,15,19
22200858,True,CLE,14400,29,10,12,58,15,14,8,50,6,1,16,21
22200858,False,SAS,14400,15,14,8,50,29,10,12,58,1,6,21,16
22200859,True,IND,14400,24,10,20,60,11,14,7,50,7,3,21,17
22200859,False,UTA,14400,11,14,7,50,24,10,20,60,3,7,17,21
22200860,True,PHI,14400,23,8,28,54,18,19,23,54,7,2,24,15
22200860,False,HOU,14400,18,19,23,54,23,8,28,54,2,7,15,24
22200861,True,MIA,14400,16,24,13,54,9,6,5,58,4,4,14,18
22200861,False,DEN,14400,9,6,5,58,16,24,13,54,4,4,18,14
22200862,True,NYK,14400,14,9,10,46,11,17,7,36,3,3,24,19
22200862,False,BKN,14400,11,17,7,36,14,9,10,46,3,3,19,24
22200863,True,CHI,14400,16,12,17,52,16,0,8,46,3,6,21,19
22200863,False,ORL,14400,16,0,8,46,16,12,17,52,6,3,19,21
22200864,True,OKC,14400,21,15,19,50,24,4,8,48,3,8,17,21
22200864,False,NOP,14400,24,4,8,48,21,15,19,50,8,3,21,17
22200865,True,DAL,14400,16,19,13,54,19,20,11,64,1,2,21,26
22200865,False,MIN,14400,19,20,11,64,16,19,13,54,2,1,26,21
22200866,True,GSW,14400,28,17,19,54,22,12,10,56,0,3,19,15
22200866,False,WAS,14400,22,12,10,56,28,17,19,54,3,0,15,19
22200867,True,POR,14400,11,9,15,38,10,21,20,54,9,5,15,16
22200867,False,LAL,14400,10,21,20,54,11,9,15,38,5,9,16,15
22200868,True,TOR,14400,29,18,22,74,26,11,12,54,11,2,16,17
22200868,False,ORL,14400,26,11,12,54,29,18,22,74,2,11,17,16
22200869,True,MIL,15900,8,15,15,44,27,9,9,54,3,1,23,26
22200869,False,BOS,15900,27,9,9,54,8,15,15,44,1,3,26,23
22200870,True,PHX,14400,25,20,10,62,17,14,13,40,4,4,17,21
22200870,False,SAC,14400,17,14,13,40,25,20,10,62,4,4,21,17
22200871,True,LAC,14400,13,17,8,48,14,13,9,58,4,1,22,22
22200871,False,GSW,14400,14,13,9,58,13,17,8,48,1,4,22,22
22200872,True,POR,14400,12,13,19,38,12,8,6,46,5,2,19,17
22200872,False,WAS,14400,12,8,6,46,12,13,19,38,2,5,17,19
22200873,True,CHA,14400,23,18,14,52,13,12,21,54,12,6,17,24
22200873,False,SAS,14400,13,12,21,54,23,18,14,52,6,12,24,17
22200874,True,IND,14400,17,11,25,36,23,10,14,36,5,6,19,21
22200874,False,CHI,14400,23,10,14,36,17,11,25,36,6,5,21,19
22200875,True,PHI,14400,14,16,6,46,25,16,12,54,4,5,22,17
22200875,False,CLE,14400,25,16,12,54,14,16,6,46,5,4,17,22
22200876,True,ATL,14400,9,6,11,64,6,21,30,56,7,4,18,21
22200876,False,NYK,14400,6,21,30,56,9,6,11,64,4,7,21,18
22200877,True,BOS,14400,15,14,15,52,11,9,16,54,5,4,18,16
22200877,False,DET,14400,11,9,16,54,15,14,15,52,4,5,16,18
22200878,True,BKN,14400,11,2,12,36,10,14,2,50,5,3,27,18
22200878,False,MIA,14400,10,14,2,50,11,2,12,36,3,5,18,27
22200879,True,MEM,14400,40,22,18,48,3,18,18,58,9,8,21,20
22200879,False,UTA,14400,3,18,18,58,40,22,18,48,8,9,20,21
22200880,True,OKC,14400,24,14,24,64,6,20,14,38,4,7,21,33
22200880,False,HOU,14400,6,20,14,38,24,14,24,64,7,4,33,21
22200881,True,DEN,14400,15,11,19,64,10,6,9,38,5,3,14,13
22200881,False,DAL,14400,10,6,9,38,15,11,19,64,3,5,13,14
22200882,True,LAL,14400,20,14,19,56,8,14,6,48,8,3,23,28
22200882,False,NOP,14400,8,14,6,48,20,14,19,56,3,8,28,23
22200883,True,CHI,14400,9,17,10,44,5,12,17,34,2,7,17,16
22200883,False,MIL,14400,5,12,17,34,9,17,10,44,7,2,16,17
22200884,True,MIN,14400,19,13,32,60,26,7,29,54,5,6,16,14
22200884,False,WAS,14400,26,7,29,54,19,13,32,60,6,5,14,16
22200885,True,PHX,14400,26,12,12,50,17,7,9,48,2,2,24,19
22200885,False,LAC,14400,17,7,9,48,26,12,12,50,2,2,19,24
22200886,True,CLE,14400,15,16,9,68,15,18,14,38,2,4,21,20
22200886,False,DEN,14400,15,18,14,38,15,16,9,68,4,2,20,21
22200887,True,IND,15900,17,13,21,44,27,22,14,60,5,6,23,18
22200887,False,BOS,15900,27,22,14,60,17,13,21,44,6,5,18,23
22200888,True,ORL,14400,21,19,12,44,20,8,22,26,6,7,19,25
22200888,False,DET,14400,20,8,22,26,21,19,12,44,7,6,25,19
22200889,True,PHI,14400,14,9,14,36,10,12,16,50,10,7,26,27
22200889,False,MEM,14400,10,12,16,50,14,9,14,36,7,10,27,26
22200890,True,TOR,14400,21,22,25,62,21,13,23,42,5,2,20,19
22200890,False,NOP,14400,21,13,23,42,21,22,25,62,2,5,19,20
22200891,True,DAL,14400,18,6,18,48,5,18,12,66,5,1,18,25
22200891,False,SAS,14400,5,18,12,66,18,6,18,48,1,5,25,18
22200892,True,UTA,15900,12,26,16,56,20,23,15,62,10,3,29,23
22200892,False,OKC,15900,20,23,15,62,12,26,16,56,3,10,23,29
22200893,True,LAL,14400,10,7,29,50,19,17,8,46,3,3,20,23
22200893,False,GSW,14400,19,17,8,46,10,7,29,50,3,3,23,20
22200894,True,SAC,14400,24,14,11,56,17,16,6,44,4,3,16,23
22200894,False,POR,14400,17,16,6,44,24,14,11,56,3,4,23,16
22200895,True,WAS,14400,14,8,7,32,23,21,8,58,6,2,20,17
22200895,False,NYK,14400,23,21,8,58,14,8,7,32,2,6,17,20
22200896,True,ATL,14400,19,10,24,58,15,14,17,46,8,6,21,23
22200896,False,CLE,14400,15,14,17,46,19,10,24,58,6,8,23,21
22200897,True,MIL,14400,9,13,13,44,13,11,13,50,1,5,18,17
22200897,False,MIA,14400,13,11,13,50,9,13,13,44,5,1,17,18
22200898,True,MIN,14400,8,14,8,62,19,11,15,54,11,4,20,17
22200898,False,CHA,14400,19,11,15,54,8,14,8,62,4,11,17,20
22200899,True,PHX,14400,5,15,10,36,13,17,4,42,5,2,22,21
22200899,False,OKC,14400,13,17,4,42,5,15,10,36,2,5,21,22
22200900,True,CHI,14400,14,15,11,62,13,6,0,22,4,3,15,25
22200900,False,BKN,14400,13,6,0,22,14,15,11,62,3,4,25,15
22200901,True,GSW,14400,9,13,7,22,24,11,20,50,3,3,20,18
22200901,False,HOU,14400,24,11,20,50,9,13,7,22,3,3,18,20
22200902,True,LAC,17400,27,7,17,48,42,12,41,88,3,3,27,28
22200902,False,SAC,17400,42,12,41,88,27,7,17,48,3,3,28,27
22200903,True,DET,14400,5,8,11,52,11,12,12,48,5,5,27,18
22200903,False,TOR,14400,11,12,12,48,5,8,11,52,5,5,18,27
22200904,True,CHA,14400,16,10,13,50,10,6,15,40,2,3,22,25
22200904,False,MIA,14400,10,6,15,40,16,10,13,50,3,2,25,22
22200905,True,ORL,14400,13,9,15,58,17,11,24,62,8,8,19,24
22200905,False,IND,14400,17,11,24,62,13,9,15,58,8,8,24,19
22200906,True,NYK,14400,10,12,13,44,17,21,13,46,7,0,22,15
22200906,False,NOP,14400,17,21,13,46,10,12,13,44,0,7,15,22
22200907,True,MEM,14400,20,10,19,60,10,14,11,42,3,4,13,13
22200907,False,DEN,14400,10,14,11,42,20,10,19,60,4,3,13,13
22200908,True,PHI,14400,12,9,17,40,16,17,25,50,3,4,13,22
22200908,False,BOS,14400,16,17,25,50,12,9,17,40,4,3,22,13
22200909,True,UTA,14400,11,13,18,62,13,12,13,58,11,6,16,21
22200909,False,SAS,14400,13,12,13,58,11,13,18,62,6,11,21,16
22200910,True,MIL,14400,11,16,7,36,10,16,3,48,7,5,20,22
22200910,False,PHX,14400,10,16,3,48,11,16,7,36,5,7,22,20
22200911,True,ATL,14400,13,21,8,50,28,8,26,44,2,6,18,21
22200911,False,BKN,14400,28,8,26,44,13,21,8,50,6,2,21,18
22200912,True,CHI,14400,25,9,9,38,15,22,10,44,3,1,19,18
22200912,False,WAS,14400,15,22,10,44,25,9,9,38,1,3,18,19
22200913,True,DAL,14400,9,10,19,32,20,18,24,62,5,4,24,17
22200913,False,LAL,14400,20,18,24,62,9,10,19,32,4,5,17,24
22200914,True,CLE,14400,14,7,23,50,13,11,6,42,5,4,17,16
22200914,False,TOR,14400,13,11,6,42,14,7,23,50,4,5,16,17
22200915,True,OKC,14400,18,2,15,46,15,15,14,48,0,1,19,21
22200915,False,SAC,14400,15,15,14,48,18,2,15,46,1,0,21,19
22200916,True,GSW,14400,11,19,13,38,18,15,13,40,5,8,19,18
22200916,False,MIN,14400,18,15,13,40,11,19,13,38,8,5,18,19
22200917,True,POR,14400,17,6,14,38,16,23,15,74,7,2,21,26
22200917,False,HOU,14400,16,23,15,74,17,6,14,38,2,7,26,21
22200918,True,DEN,15900,23,23,12,62,18,11,20,46,3,5,23,25
22200918,False,LAC,15900,18,11,20,46,23,23,12,62,5,3,25,23
22200919,True,CHA,14400,10,18,17,52,15,23,26,70,3,3,22,18
22200919,False,DET,14400,15,23,26,70,10,18,17,52,3,3,18,22
22200920,True,PHI,14400,10,5,12,38,22,11,13,36,3,3,24,20
22200920,False,MIA,14400,22,11,13,36,10,5,12,38,3,3,20,24
22200921,True,NYK,14400,12,17,10,42,16,11,8,52,3,8,11,22
22200921,False,BOS,14400,16,11,8,52,12,17,10,42,8,3,22,11
22200922,True,NOP,14400,18,7,14,36,21,14,10,38,2,1,26,20
22200922,False,ORL,14400,21,14,10,38,18,7,14,36,1,2,20,26
22200923,True,ATL,14400,7,15,22,52,12,22,8,66,7,5,17,15
22200923,False,WAS,14400,12,22,8,66,7,15,22,52,5,7,15,17
22200924,True,BKN,14400,21,5,15,44,22,11,28,62,6,3,19,21
22200924,False,MIL,14400,22,11,28,62,21,5,15,44,3,6,21,19
22200925,True,TOR,14400,21,15,6,42,14,4,11,42,6,7,17,18
22200925,False,CHI,14400,14,4,11,42,21,15,6,42,7,6,18,17
22200926,True,HOU,14400,12,23,14,70,21,11,22,62,6,5,16,10
22200926,False,DEN,14400,21,11,22,62,12,23,14,70,5,6,10,16
22200927,True,MEM,14400,41,12,33,86,9,13,15,48,6,10,17,19
22200927,False,LAL,14400,9,13,15,48,41,12,33,86,10,6,19,17
22200928,True,OKC,14400,19,13,7,62,15,12,22,50,1,4,23,21
22200928,False,SAC,14400,15,12,22,50,19,13,7,62,4,1,21,23
22200929,True,DAL,14400,7,10,4,62,10,11,20,50,3,8,29,19
22200929,False,IND,14400,10,11,20,50,7,10,4,62,8,3,19,29
22200930,True,UTA,14400,22,17,2,36,19,15,7,56,9,5,15,22
22200930,False,SAS,14400,19,15,7,56,22,17,2,36,5,9,22,15
22200931,True,GSW,14400,12,17,8,66,22,4,11,40,2,4,19,17
22200931,False,POR,14400,22,4,11,40,12,17,8,66,4,2,17,19
