gameid,home,team,SEC,PTS,contestedshots,contestedshots2P,contestedshots3P,deflections,chargesdrawn,screenAST,screenASTPTS,looseballsrecoveredOFF,looseballsrecoveredDEF,looseballsrecoveredtotal,OFFboxouts,DEFboxouts,boxoutplayerteamREB,boxoutplayerREB,boxouts
22200920,True,PHI,14400,99,43,21,22,7,0,6,13,6,5,11,2,14,14,9,16
22200920,False,MIA,14400,101,37,26,11,20,2,7,17,1,5,6,4,4,6,5,8
22200921,True,NYK,14400,109,55,31,24,9,0,10,23,5,1,6,6,5,9,5,11
22200921,False,BOS,14400,94,52,30,22,17,0,10,22,0,6,6,1,8,7,4,9
22200922,True,NOP,14400,93,38,21,17,17,1,6,12,0,5,5,1,5,6,2,6
22200922,False,ORL,14400,101,42,29,13,13,2,3,8,2,3,5,1,1,2,2,2
22200923,True,ATL,14400,116,56,44,12,8,0,11,23,1,3,4,0,3,3,2,3
22200923,False,WAS,14400,119,51,35,16,7,0,13,28,4,2,6,1,10,11,4,11
22200924,True,BKN,14400,104,47,32,15,14,0,11,24,0,2,2,0,3,3,1,3
22200924,False,MIL,14400,118,34,25,9,11,0,9,19,1,3,4,2,3,5,3,5
22200925,True,TOR,14400,104,43,30,13,14,1,6,16,4,6,10,1,3,4,2,4
22200925,False,CHI,14400,98,62,35,27,10,1,9,19,2,1,3,1,4,4,1,5
22200926,True,HOU,14400,112,46,20,26,15,1,13,31,2,2,4,0,3,3,1,3
22200926,False,DEN,14400,133,49,32,17,19,0,9,20,1,2,3,0,5,5,2,5
22200927,True,MEM,14400,121,47,30,17,23,0,12,25,0,3,3,2,3,4,1,5
22200927,False,LAL,14400,109,58,43,15,9,0,7,17,1,3,4,2,1,3,2,3
22200928,True,OKC,14400,117,59,28,31,13,1,6,13,1,2,3,1,3,2,1,4
22200928,False,SAC,14400,123,72,49,23,10,2,5,14,4,1,5,0,4,4,2,4
22200929,True,DAL,14400,122,42,28,14,11,0,9,21,4,1,5,0,5,5,1,5
22200929,False,IND,14400,124,54,29,25,4,0,6,12,2,2,4,0,4,3,3,4
22200930,True,UTA,14400,94,42,29,13,20,0,11,26,0,0,0,1,1,2,0,2
22200930,False,SAS,14400,102,39,26,13,16,0,17,36,2,0,2,0,1,1,0,1
22200931,True,GSW,14400,123,54,31,23,6,0,13,35,1,0,1,0,3,3,0,3
22200931,False,POR,14400,105,36,24,12,18,0,4,9,2,0,2,0,7,7,2,7
22200932,True,LAC,14400,101,36,27,9,14,2,11,26,1,5,6,1,5,3,2,6
22200932,False,MIN,14400,108,36,27,9,17,0,11,24,1,1,2,2,6,7,6,8
22200933,True,CHA,14400,91,51,40,11,15,0,7,16,5,2,7,0,3,3,2,3
22200933,False,PHX,14400,105,53,32,21,18,0,15,31,5,2,7,1,11,11,4,12
22200934,True,DET,14400,115,46,35,11,14,0,12,31,2,2,4,1,4,5,2,5
22200934,False,CHI,14400,117,44,23,21,17,0,5,11,4,4,8,1,6,7,2,7
22200935,True,BOS,14400,117,40,23,17,8,0,7,18,4,3,7,0,1,1,0,1
22200935,False,CLE,14400,113,33,20,13,10,0,14,32,3,3,6,0,2,2,0,2
22200936,True,MIA,14400,96,27,13,14,10,2,5,12,1,0,1,0,2,2,2,2
22200936,False,PHI,14400,119,36,18,18,11,0,5,14,0,1,1,0,2,2,0,2
22200937,True,NYK,14400,142,42,26,16,6,1,5,13,2,1,3,1,0,1,1,1
22200937,False,BKN,14400,118,41,20,21,9,0,10,22,1,1,2,0,2,2,0,2
22200938,True,HOU,14400,99,37,24,13,10,1,5,13,1,4,5,1,2,3,1,3
22200938,False,MEM,14400,113,43,34,9,20,1,9,23,0,1,1,1,3,4,3,4
22200939,True,MIL,14400,139,55,35,20,11,1,12,28,2,1,3,2,11,10,8,13
22200939,False,ORL,14400,117,63,22,41,8,0,9,18,4,1,5,1,5,3,2,6
22200940,True,OKC,14400,117,50,25,25,12,3,4,8,1,2,3,0,1,1,0,1
22200940,False,LAL,14400,123,38,22,16,13,1,10,22,2,4,6,2,2,4,3,4
22200941,True,POR,14400,110,35,26,9,10,0,12,27,0,1,1,3,1,4,3,4
22200941,False,NOP,14400,121,42,24,18,19,2,17,37,3,0,3,1,2,3,3,3
22200942,True,WAS,14400,119,48,27,21,14,1,5,12,1,2,3,3,9,10,3,12
22200942,False,TOR,14400,108,45,27,18,14,0,7,15,3,4,7,7,7,12,7,14
22200943,True,DAL,14400,133,39,28,11,10,0,9,23,0,3,3,0,7,7,3,7
22200943,False,PHI,14400,126,47,19,28,15,1,10,22,0,0,0,1,6,7,5,7
22200944,True,SAS,14400,110,44,35,9,8,2,10,21,3,0,3,2,5,7,4,7
22200944,False,IND,14400,99,62,42,20,15,1,12,25,0,4,4,0,2,2,1,2
22200945,True,GSW,14400,115,48,26,22,16,1,10,27,3,3,6,1,3,4,1,4
22200945,False,LAC,14400,91,46,20,26,17,1,7,16,2,3,5,1,4,5,3,5
22200946,True,CHA,14400,106,56,36,20,17,0,6,14,2,3,5,1,4,5,5,5
22200946,False,ORL,14400,117,39,25,14,21,1,10,22,3,3,6,2,7,9,5,9
22200947,True,ATL,14400,129,54,29,25,15,0,17,40,2,4,6,0,4,4,1,4
22200947,False,POR,14400,111,49,31,18,20,1,8,21,2,5,7,2,8,9,4,10
22200948,True,BOS,14400,105,46,23,23,14,0,5,10,3,3,6,0,1,1,0,1
22200948,False,BKN,14400,115,42,27,15,13,1,3,7,6,3,9,1,3,3,1,4
22200949,True,MIA,14400,120,41,18,23,21,1,8,18,0,2,2,4,3,7,4,7
22200949,False,NYK,14400,122,43,33,10,14,0,8,19,3,4,7,1,2,3,1,3
22200950,True,CHI,14400,104,42,19,23,11,0,14,29,3,4,7,0,4,4,2,4
22200950,False,PHX,14400,125,47,36,11,15,0,11,26,5,0,5,5,1,6,3,6
22200951,True,OKC,14400,130,31,23,8,17,1,11,26,5,1,6,1,2,3,3,3
22200951,False,UTA,14400,103,50,29,21,12,1,7,14,2,1,3,0,2,2,1,2
22200952,True,DEN,14400,113,37,23,14,10,0,9,20,0,2,2,1,9,7,4,10
22200952,False,MEM,14400,97,50,35,15,7,0,7,17,3,2,5,0,5,2,1,5
22200953,True,GSW,14400,108,38,27,11,10,0,6,14,2,0,2,0,6,6,3,6
22200953,False,NOP,14400,99,42,20,22,17,0,6,14,0,1,1,0,3,3,0,3
22200954,True,SAC,14400,128,44,27,17,10,1,8,17,4,0,4,2,1,3,2,3
22200954,False,LAC,14400,127,43,26,17,19,0,3,6,0,3,3,0,1,1,1,1
22200955,True,LAL,14400,102,37,24,13,12,0,6,12,3,4,7,1,5,6,3,6
22200955,False,MIN,14400,110,38,29,9,23,0,8,19,2,2,4,0,2,2,2,2
22200956,True,WAS,15900,109,47,30,17,13,0,7,16,2,2,4,0,4,4,2,4
22200956,False,TOR,15900,116,53,36,17,18,2,8,18,2,3,5,1,0,1,1,1
22200957,True,CLE,14400,114,43,31,12,23,2,10,23,1,3,4,0,5,5,2,5
22200957,False,DET,14400,90,41,32,9,9,0,4,8,4,2,6,0,1,1,0,1
22200958,True,MIA,14400,117,28,19,9,11,3,6,12,1,0,1,2,8,9,1,10
22200958,False,ATL,14400,109,36,24,12,20,1,6,13,1,2,3,0,0,0,0,0
22200959,True,SAS,14400,110,34,27,7,8,3,5,12,2,2,4,2,3,5,4,5
22200959,False,HOU,14400,122,41,22,19,12,0,9,18,0,2,2,0,0,0,0,0
22200960,True,MIL,14400,130,38,24,14,10,0,4,10,2,2,4,0,1,1,1,1
22200960,False,PHI,14400,133,39,26,13,12,1,13,34,1,0,1,0,2,2,1,2
22200961,True,SAC,14400,134,33,14,19,11,0,10,24,2,1,3,2,4,6,4,6
22200961,False,MIN,14400,138,49,36,13,10,0,6,13,3,1,4,1,2,3,3,3
22200962,True,DAL,14400,126,56,36,20,6,0,12,30,2,4,6,0,2,2,1,2
22200962,False,PHX,14400,130,33,14,19,10,1,7,17,1,2,3,1,2,3,1,3
22200963,True,CHI,14400,122,39,17,22,15,0,9,21,2,0,2,0,3,3,2,3
22200963,False,IND,14400,125,42,31,11,11,1,13,33,3,0,3,0,0,0,0,0
22200964,True,LAL,14400,113,32,18,14,6,0,11,26,3,2,5,1,2,3,2,3
22200964,False,GSW,14400,105,53,40,13,14,1,10,30,4,2,6,0,1,0,0,1
22200965,True,BKN,14400,102,51,33,18,11,0,12,28,1,3,4,0,5,5,4,5
22200965,False,CHA,14400,86,54,29,25,6,0,14,31,3,2,5,0,1,1,1,1
22200966,True,ORL,14400,119,39,19,20,15,1,5,11,0,3,3,0,1,1,1,1
22200966,False,POR,14400,122,42,27,15,17,0,9,21,1,1,2,0,3,3,2,3
22200967,True,HOU,14400,142,38,21,17,20,1,10,22,4,4,8,1,4,5,4,5
22200967,False,SAS,14400,110,41,25,16,21,0,6,14,1,3,4,0,1,1,0,1
22200968,True,OKC,14400,129,38,24,14,16,1,9,19,2,2,4,2,2,4,2,4
22200968,False,UTA,14400,119,49,31,18,11,1,10,23,3,3,6,0,0,0,0,0
22200969,True,BOS,17400,129,47,25,22,16,1,10,24,4,0,4,2,8,10,4,10
22200969,False,NYK,17400,131,57,30,27,14,0,4,10,4,0,4,1,5,5,3,6
22200970,True,LAC,14400,135,31,22,9,17,0,8,16,0,2,2,1,0,1,1,1
22200970,False,MEM,14400,129,41,28,13,22,0,9,22,1,2,3,0,1,1,0,1
22200971,True,CLE,15900,118,62,30,32,18,1,6,15,6,5,11,1,6,6,4,7
22200971,False,BOS,15900,114,53,33,20,11,1,7,14,8,2,10,5,9,12,8,14
22200972,True,IND,14400,143,42,24,18,11,1,8,17,3,1,4,1,0,1,1,1
22200972,False,PHI,14400,147,50,31,19,10,1,3,8,1,2,3,0,6,6,3,6
22200973,True,WAS,14400,111,35,19,16,15,1,12,25,4,3,7,0,6,6,3,6
22200973,False,MIL,14400,117,54,41,13,15,0,6,15,3,3,6,0,1,1,0,1
22200974,True,MIA,14400,130,36,23,13,4,2,16,41,1,1,2,0,3,3,3,3
22200974,False,ATL,14400,128,33,19,14,9,0,9,18,2,1,3,1,1,2,0,2
22200975,True,DEN,14400,118,44,31,13,20,0,7,18,4,0,4,1,2,3,2,3
22200975,False,TOR,14400,113,46,26,20,24,0,7,15,3,4,7,2,6,8,3,8
22200976,True,SAC,14400,123,38,22,16,15,1,8,21,2,1,3,1,1,2,1,2
22200976,False,NOP,14400,108,37,19,18,10,0,4,8,0,1,1,1,3,4,2,4
22200977,True,DET,14400,104,51,29,22,25,0,2,5,7,5,12,0,3,2,0,3
22200977,False,POR,14400,110,43,21,22,12,0,10,25,1,1,2,1,21,19,2,22
22200978,True,ORL,14400,123,38,19,19,16,2,16,34,2,0,2,1,4,5,4,5
22200978,False,MIL,14400,134,46,36,10,12,0,9,21,1,1,2,0,7,7,2,7
22200979,True,NYK,14400,105,34,23,11,7,1,11,24,0,0,0,0,3,3,0,3
22200979,False,CHA,14400,112,34,21,13,4,0,11,27,0,2,2,2,0,2,2,2
22200980,True,MIN,14400,94,42,29,13,12,0,6,15,2,0,2,0,0,0,0,0
22200980,False,PHI,14400,117,39,23,16,9,0,9,20,0,0,0,1,0,1,1,1
22200981,True,HOU,14400,96,28,15,13,9,0,4,8,3,0,3,0,1,1,1,1
22200981,False,BKN,14400,118,40,30,10,16,0,6,13,0,1,1,0,2,2,1,2
22200982,True,OKC,14400,137,54,18,36,14,2,11,27,2,1,3,1,6,7,4,7
22200982,False,GSW,14400,128,57,35,22,18,1,13,38,2,1,3,0,3,3,2,3
22200983,True,DAL,14400,120,41,24,17,13,2,12,28,3,4,7,0,8,7,1,8
22200983,False,UTA,14400,116,38,20,18,17,0,11,24,1,3,4,0,5,5,1,5
22200984,True,LAL,14400,112,47,28,19,4,0,13,29,3,2,5,1,2,3,2,3
22200984,False,MEM,14400,103,46,31,15,7,1,8,17,1,3,4,0,3,3,2,3
22200985,True,WAS,14400,120,44,30,14,13,0,11,23,1,5,6,1,0,1,1,1
22200985,False,ATL,14400,122,45,25,20,14,0,8,18,0,3,3,1,3,4,3,4
22200986,True,BOS,14400,115,49,31,18,16,2,8,21,1,4,5,1,7,7,3,8
22200986,False,POR,14400,93,41,16,25,13,0,6,14,2,3,5,2,10,12,6,12
22200987,True,MIA,14400,100,29,21,8,19,2,9,20,1,1,2,0,4,4,0,4
22200987,False,CLE,14400,104,36,22,14,18,1,2,5,4,3,7,0,3,3,2,3
22200988,True,NOP,14400,113,56,28,28,4,0,8,19,3,1,4,1,6,7,5,7
22200988,False,DAL,14400,106,44,33,11,13,0,9,24,2,1,3,0,8,5,4,8
22200989,True,DEN,14400,96,34,28,6,10,0,7,18,6,2,8,1,1,2,1,2
22200989,False,CHI,14400,117,42,20,22,15,0,9,19,3,1,4,1,1,2,1,2
22200990,True,PHX,14400,132,55,25,30,18,0,16,36,2,3,5,2,3,5,3,5
22200990,False,OKC,14400,101,65,34,31,15,0,3,8,2,1,3,1,4,5,3,5
22200991,True,LAC,14400,108,32,21,11,15,0,2,4,3,2,5,0,4,4,4,4
22200991,False,TOR,14400,100,29,23,6,20,0,6,13,1,3,4,1,0,1,1,1
22200992,True,DET,14400,103,50,33,17,12,0,8,19,0,0,0,2,8,10,8,10
22200992,False,CHA,14400,113,49,38,11,14,0,13,27,5,4,9,1,4,5,5,5
22200993,True,IND,15900,134,63,50,13,18,0,7,15,5,2,7,2,1,3,3,3
22200993,False,HOU,15900,125,61,35,26,9,0,13,27,3,0,3,3,7,10,9,10
22200994,True,ORL,14400,124,41,24,17,21,2,11,27,4,0,4,5,4,9,7,9
22200994,False,UTA,14400,131,60,38,22,14,0,13,30,3,2,5,3,1,4,2,4
22200995,True,MIL,14400,118,38,31,7,21,0,3,8,6,1,7,0,1,1,1,1
22200995,False,BKN,14400,113,47,27,20,14,1,19,49,7,1,8,0,1,1,0,1
22200996,True,MEM,14400,131,43,16,27,17,0,14,30,2,4,6,0,12,12,4,12
22200996,False,GSW,14400,110,55,32,23,13,0,6,17,3,1,4,0,3,3,0,3
22200997,True,SAC,14400,122,44,24,20,23,0,10,24,0,2,2,2,5,7,4,7
22200997,False,NYK,14400,117,42,34,8,8,1,6,16,4,5,9,4,7,11,9,11
22200998,True,PHI,14400,120,44,24,20,11,0,1,3,6,4,10,1,0,1,1,1
22200998,False,POR,14400,119,35,21,14,10,1,13,32,4,3,7,1,7,8,4,8
22200999,True,WAS,14400,107,48,29,19,15,2,9,19,3,3,6,0,4,4,1,4
22200999,False,ATL,14400,114,45,31,14,18,1,10,25,2,1,3,2,1,3,2,3
22201000,True,MIA,14400,119,39,16,23,12,1,8,17,4,2,6,1,4,4,0,5
22201000,False,CLE,14400,115,45,29,16,16,1,5,11,1,0,1,0,2,2,1,2
22201001,True,MIN,15900,123,48,36,12,15,0,5,11,0,1,1,2,1,3,1,3
22201001,False,BKN,15900,124,35,21,14,10,1,16,37,1,3,4,0,12,12,3,12
22201002,True,SAS,14400,128,43,28,15,10,0,11,23,1,2,3,0,4,2,1,4
22201002,False,DEN,14400,120,43,28,15,18,1,8,20,1,3,4,0,3,3,2,3
22201003,True,LAL,14400,122,42,30,12,13,0,12,27,0,4,4,0,4,4,3,4
22201003,False,TOR,14400,112,35,19,16,16,0,7,16,3,1,4,1,0,1,1,1
22201004,True,LAC,14400,106,49,34,15,9,0,10,23,3,1,4,0,2,2,0,2
22201004,False,NYK,14400,95,49,29,20,14,0,8,17,4,3,7,5,5,10,7,10
22201005,True,CHA,14400,111,49,37,12,12,0,13,28,1,2,3,0,3,3,1,3
22201005,False,UTA,14400,119,56,35,21,12,0,16,36,1,1,2,0,2,2,2,2
22201006,True,DET,14400,115,50,27,23,7,2,7,15,0,2,2,3,2,5,3,5
22201006,False,IND,14400,121,49,36,13,10,1,9,20,4,1,5,1,4,5,2,5
22201007,True,ORL,15900,126,48,33,15,16,1,4,9,3,6,9,0,7,6,2,7
22201007,False,MIA,15900,114,32,22,10,14,1,15,33,2,1,3,0,1,1,0,1
22201008,True,ATL,14400,125,48,26,22,14,0,9,19,3,1,4,2,3,4,2,5
22201008,False,BOS,14400,134,56,35,21,12,1,8,22,4,3,7,1,12,12,2,13
22201009,True,HOU,14400,111,47,34,13,16,1,11,28,2,2,4,0,2,2,2,2
22201009,False,CHI,14400,119,39,24,15,19,2,11,25,2,0,2,2,3,5,2,5
22201010,True,MEM,14400,112,51,23,28,14,0,5,12,1,3,4,2,6,8,4,8
22201010,False,DAL,14400,108,41,20,21,5,0,9,22,0,1,1,0,10,10,3,10
22201011,True,NOP,14400,96,48,35,13,16,1,8,17,1,2,3,2,2,4,3,4
22201011,False,OKC,14400,110,50,27,23,17,2,4,8,3,3,6,1,4,5,2,5
22201012,True,GSW,15900,125,55,28,27,17,0,22,57,1,6,7,2,2,4,1,4
22201012,False,MIL,15900,116,48,32,16,20,0,7,16,2,4,6,0,6,6,2,6
22201013,True,PHX,14400,119,42,30,12,20,0,4,10,0,4,4,1,3,4,2,4
22201013,False,SAC,14400,128,45,21,24,15,0,8,22,4,0,4,0,4,4,1,4
22201014,True,DEN,14400,120,44,22,22,9,0,6,13,3,3,6,1,2,3,1,3
22201014,False,BKN,14400,122,48,31,17,12,1,7,16,2,0,2,0,4,4,1,4
22201015,True,CHA,14400,108,35,22,13,8,0,7,16,1,1,2,0,5,5,2,5
22201015,False,CLE,14400,114,47,32,15,14,1,11,25,0,3,3,0,4,4,3,4
22201016,True,PHI,14400,112,37,26,11,18,1,3,7,2,4,6,0,3,3,0,3
22201016,False,WAS,14400,93,29,19,10,7,0,6,14,4,1,5,1,1,2,1,2
22201017,True,NOP,14400,127,46,24,22,19,1,11,29,1,1,2,0,3,3,2,3
22201017,False,POR,14400,110,45,22,23,16,1,11,27,1,4,5,0,1,1,1,1
22201018,True,SAS,14400,90,60,34,26,9,1,7,15,3,1,4,1,7,8,7,8
22201018,False,OKC,14400,102,56,33,23,13,1,6,13,5,2,7,2,4,5,4,6
22201019,True,LAL,14400,108,45,26,19,23,1,8,18,2,0,2,3,3,6,4,6
22201019,False,NYK,14400,112,36,24,12,13,0,6,15,3,5,8,3,6,9,7,9
22201020,True,DET,14400,117,44,26,18,17,0,6,16,3,3,6,0,12,9,1,12
22201020,False,IND,14400,97,61,37,24,13,2,3,7,1,8,9,2,7,9,5,9
22201021,True,ATL,14400,115,42,27,15,11,0,17,36,2,2,4,6,4,10,10,10
22201021,False,MIN,14400,136,57,46,11,13,0,18,42,0,5,5,0,8,8,3,8
22201022,True,MIA,14400,119,33,18,15,19,0,5,13,3,0,3,0,3,1,0,3
22201022,False,UTA,14400,115,46,24,22,12,0,15,39,2,0,2,0,3,3,2,3
22201023,True,DAL,14400,88,60,29,31,13,3,12,28,3,2,5,2,7,8,5,9
22201023,False,MEM,14400,104,57,26,31,10,1,9,19,3,4,7,1,11,10,5,12
22201024,True,HOU,14400,111,49,19,30,13,0,10,23,3,1,4,2,3,4,2,5
22201024,False,BOS,14400,109,46,29,17,15,0,5,12,1,3,4,2,7,4,1,9
22201025,True,GSW,14400,123,57,47,10,9,0,11,30,1,3,4,1,4,5,3,5
22201025,False,PHX,14400,112,42,18,24,12,0,11,22,3,1,4,2,6,8,6,8
22201026,True,SAC,14400,124,37,20,17,6,2,15,39,1,2,3,1,5,6,5,6
22201026,False,MIL,14400,133,45,29,16,6,1,5,11,2,1,3,1,3,3,3,4
22201027,True,CHA,14400,104,47,30,17,9,0,12,25,2,1,3,0,4,4,4,4
22201027,False,CLE,14400,120,47,33,14,19,0,12,28,3,2,5,0,8,8,4,8
22201028,True,WAS,14400,117,59,40,19,13,0,15,33,3,1,4,2,5,7,2,7
22201028,False,DET,14400,97,40,23,17,16,0,6,13,2,2,4,2,7,9,5,9
22201029,True,TOR,14400,125,39,26,13,19,0,6,13,2,1,3,2,7,9,6,9
22201029,False,DEN,14400,110,37,24,13,14,0,5,12,3,4,7,1,3,4,2,4
22201030,True,NOP,14400,108,54,28,26,19,0,14,32,2,3,5,2,13,10,1,15
22201030,False,LAL,14400,123,39,24,15,8,0,5,13,1,3,4,6,4,10,8,10
22201031,True,OKC,14400,121,30,11,19,12,3,5,10,3,2,5,1,2,3,3,3
22201031,False,BKN,14400,107,42,26,16,15,0,6,12,4,2,6,0,3,3,0,3
22201032,True,SAS,14400,132,35,31,4,10,0,9,20,1,5,6,1,3,4,2,4
22201032,False,ORL,14400,114,37,20,17,16,0,13,29,3,1,4,1,2,3,2,3
22201033,True,PHX,14400,104,47,23,24,9,0,19,43,3,5,8,0,10,10,4,10
22201033,False,MIL,14400,116,52,43,9,9,0,6,14,3,1,4,0,2,2,0,2
22201034,True,POR,14400,107,32,14,18,11,0,10,27,0,2,2,1,10,11,4,11
22201034,False,NYK,14400,123,55,32,23,13,0,9,19,1,0,1,0,4,4,2,4
22201035,True,CLE,14400,109,31,16,15,14,1,6,13,2,1,3,1,2,3,2,3
22201035,False,PHI,14400,118,31,18,13,10,0,5,12,3,3,6,2,4,6,3,6
22201036,True,MIA,14400,138,38,18,20,12,0,9,19,1,3,4,2,1,1,1,3
22201036,False,MEM,14400,119,35,18,17,17,0,4,9,0,4,4,2,1,3,2,3
22201037,True,CHI,14400,114,37,18,19,19,0,6,13,2,4,6,1,7,7,2,8
22201037,False,SAC,14400,117,42,25,17,16,2,8,21,4,0,4,1,9,9,3,10
22201038,True,HOU,14400,114,53,23,30,10,0,4,10,6,6,12,2,4,6,4,6
22201038,False,LAL,14400,110,37,24,13,25,1,5,11,5,0,5,1,8,9,7,9
22201039,True,MIN,14400,102,38,18,20,17,1,7,19,1,4,5,1,1,2,1,2
22201039,False,BOS,14400,104,34,22,12,11,2,10,25,7,1,8,1,2,3,1,3
22201040,True,SAS,15900,128,35,25,10,11,3,18,39,2,2,4,1,9,8,2,10
22201040,False,DAL,15900,137,61,45,16,8,1,9,22,1,1,2,0,9,7,2,9
22201041,True,LAC,14400,134,23,14,9,18,0,9,21,1,2,3,3,2,5,5,5
22201041,False,GSW,14400,126,40,31,9,11,1,18,48,2,2,4,0,2,2,1,2
22201042,True,DET,14400,100,39,27,12,9,0,7,16,0,1,1,6,4,10,8,10
22201042,False,DEN,14400,119,48,36,12,17,1,8,18,5,3,8,1,7,7,5,8
22201043,True,BKN,14400,96,44,24,20,11,1,5,11,3,5,8,0,4,4,2,4
22201043,False,SAC,14400,101,41,20,21,11,0,4,10,0,0,0,5,7,12,6,12
22201044,True,TOR,14400,128,67,44,23,22,0,13,30,7,7,14,6,15,21,11,21
22201044,False,OKC,14400,111,59,38,21,18,1,5,10,7,5,12,0,14,10,4,14
22201045,True,MIL,14400,123,41,25,16,7,0,3,7,1,1,2,0,2,2,2,2
22201045,False,IND,14400,139,40,23,17,6,1,10,24,1,1,2,1,0,1,1,1
22201046,True,PHX,14400,116,50,34,16,11,2,15,33,2,3,5,0,3,3,1,3
22201046,False,ORL,14400,113,53,30,23,14,0,7,15,1,4,5,0,2,2,1,2
22201047,True,CHA,14400,82,47,31,16,12,0,9,19,0,3,3,1,2,3,2,3
22201047,False,PHI,14400,121,48,27,21,7,0,7,14,6,4,10,2,9,11,10,11
22201048,True,ATL,14400,127,47,25,22,8,0,6,14,2,1,3,1,8,8,3,9
22201048,False,GSW,14400,119,54,30,24,8,0,8,23,2,3,5,1,11,10,4,12
22201049,True,CLE,14400,117,47,28,19,19,1,9,18,2,2,4,0,4,4,2,4
22201049,False,WAS,14400,94,45,35,10,13,1,8,19,0,1,1,0,1,1,0,1
22201050,True,CHI,17400,139,59,35,24,19,1,20,42,1,3,4,0,13,7,2,13
22201050,False,MIN,17400,131,65,48,17,11,0,9,23,6,1,7,1,12,5,3,13
22201051,True,HOU,14400,114,33,23,10,16,0,6,15,1,5,6,2,3,5,3,5
22201051,False,NOP,14400,112,49,32,17,19,1,2,6,1,3,4,1,5,6,2,6
22201052,True,SAS,15900,120,50,33,17,20,1,8,16,2,5,7,1,3,4,2,4
22201052,False,MEM,15900,126,64,34,30,20,0,13,29,3,3,6,3,1,4,3,4
22201053,True,POR,14400,112,35,12,23,19,0,12,31,2,1,3,1,2,3,1,3
22201053,False,BOS,14400,126,35,20,15,12,2,3,7,2,3,5,0,6,6,3,6
22201054,True,LAL,14400,110,39,16,23,18,0,14,28,1,2,3,3,2,5,1,5
22201054,False,DAL,14400,111,51,38,13,13,0,13,31,5,3,8,0,4,4,1,4
22201055,True,NYK,14400,116,41,27,14,10,0,4,9,3,4,7,3,2,5,5,5
22201055,False,DEN,14400,110,47,31,16,9,0,12,30,0,4,4,2,8,10,7,10
22201056,True,LAC,14400,108,40,24,16,14,1,4,9,2,1,3,1,1,2,1,2
22201056,False,ORL,14400,113,38,31,7,9,0,7,15,2,2,4,1,2,3,2,3
22201057,True,IND,14400,121,42,25,17,9,1,6,12,2,1,3,0,3,3,0,3
22201057,False,PHI,14400,141,40,25,15,12,0,8,18,2,3,5,0,3,3,0,3
22201058,True,TOR,14400,122,43,33,10,16,1,12,25,2,2,4,0,3,3,2,3
22201058,False,MIN,14400,107,55,37,18,15,2,7,14,3,3,6,1,2,3,2,3
22201059,True,WAS,14400,118,48,26,22,16,0,9,19,3,1,4,0,3,2,0,3
22201059,False,SAC,14400,132,51,31,20,18,0,11,28,3,2,5,2,7,9,6,9
22201060,True,CHI,14400,113,48,27,21,16,1,5,11,3,4,7,1,5,6,5,6
22201060,False,MIA,14400,99,55,27,28,9,0,5,13,5,2,7,3,11,9,6,14
22201061,True,MEM,14400,133,49,31,18,17,0,10,23,1,1,2,0,5,4,0,5
22201061,False,GSW,14400,119,55,36,19,6,0,11,27,6,2,8,2,3,5,5,5
22201062,True,UTA,14400,118,40,19,21,17,0,7,15,2,0,2,1,8,9,2,9
22201062,False,BOS,14400,117,59,30,29,10,0,2,5,3,0,3,0,5,5,2,5
22201063,True,BKN,14400,102,39,25,14,14,1,10,22,4,2,6,2,4,6,3,6
22201063,False,DEN,14400,108,36,20,16,14,1,8,17,2,1,3,0,4,4,2,4
22201064,True,OKC,14400,124,61,38,23,19,2,11,27,2,3,5,1,3,4,1,4
22201064,False,PHX,14400,120,50,30,20,14,0,15,35,4,4,8,2,1,3,2,3
22201065,True,SAS,14400,126,41,33,8,15,0,21,49,1,3,4,0,3,3,1,3
22201065,False,ATL,14400,118,51,38,13,8,2,11,22,3,1,4,3,3,6,5,6
22201066,True,DET,14400,100,53,29,24,7,0,6,12,4,1,5,2,7,5,0,9
22201066,False,MIA,14400,112,45,26,19,12,2,6,15,4,1,5,3,25,16,6,28
22201067,True,HOU,14400,107,43,27,16,8,0,10,23,2,2,4,0,2,2,1,2
22201067,False,NOP,14400,117,46,26,20,15,2,8,16,2,1,3,1,6,7,6,7
22201068,True,MIL,14400,118,55,40,15,9,0,4,9,5,1,6,0,4,3,2,4
22201068,False,TOR,14400,111,37,19,18,19,0,9,20,2,4,6,1,3,4,2,4
22201069,True,POR,14400,102,44,31,13,16,1,11,24,4,1,5,1,2,3,1,3
22201069,False,LAC,14400,117,33,22,11,19,0,7,16,2,1,3,2,0,2,2,2
22201070,True,LAL,14400,111,56,39,17,6,1,6,13,5,4,9,0,2,2,1,2
22201070,False,ORL,14400,105,40,21,19,22,0,9,20,0,2,2,3,4,7,5,7
22201071,True,CHA,14400,115,52,33,19,16,0,11,24,2,4,6,1,2,3,3,3
22201071,False,IND,14400,109,51,35,16,15,0,7,15,2,2,4,3,5,8,5,8
22201072,True,PHI,17400,105,57,33,24,15,0,5,12,8,4,12,7,14,18,12,21
22201072,False,CHI,17400,109,55,27,28,34,1,8,17,3,4,7,0,10,9,3,10
22201073,True,NYK,14400,134,52,40,12,11,0,8,17,3,2,5,1,5,5,5,6
22201073,False,MIN,14400,140,46,28,18,15,1,11,30,2,4,6,0,5,5,3,5
